mapId,id,label,xPos,yPos,destination,destinationLabel,script,flags
130010000,1,"sp",-304,-328,999999999,"","",""
130010000,2,"sp",-195,-336,999999999,"","",""
130010000,3,"east00",-152,86,130000200,"west00","","only_once"
130010000,4,"west00",-2032,87,130010100,"east00","",""
130010000,5,"in00",-724,-754,999999999,"","enterDisguise1",""
130010000,6,"in01",-1439,-755,999999999,"","enterDisguise2",""
130010010,0,"sp",2249,-371,999999999,"","",""
130010010,1,"sp",3098,-91,999999999,"","",""
130010010,2,"out00",1943,89,130010000,"in00","","only_once"
130010020,0,"sp",3926,-268,999999999,"","",""
130010020,1,"sp",3001,-254,999999999,"","",""
130010020,2,"out00",4095,90,130010000,"in01","",""
130010100,0,"sp",-1947,-237,999999999,"","",""
130010100,1,"sp",-2571,-250,999999999,"","",""
130010100,2,"east00",-1190,89,130010000,"west00","",""
130010100,3,"west00",-3183,87,130010200,"east00","",""
130010100,4,"in00",-1402,-338,999999999,"","enterDisguise3",""
130010100,5,"in01",-2887,-747,999999999,"","enterDisguise4",""
130010110,0,"sp",-566,-107,999999999,"","",""
130010110,1,"sp",-601,-110,999999999,"","",""
130010110,2,"out00",-708,91,130010100,"in00","",""
130010120,0,"sp",-1576,-228,999999999,"","",""
130010120,1,"sp",-2749,-251,999999999,"","",""
130010120,2,"out00",-1356,89,130010100,"in01","",""
130010200,0,"sp",-2832,-254,999999999,"","",""
130010200,1,"sp",-3834,-269,999999999,"","",""
130010200,2,"east00",-2146,85,130010100,"west00","",""
130010200,3,"in01",-4168,-569,130010220,"out00","","only_once"
130010200,4,"in00",-2154,-753,130010210,"out00","","only_once"
130010200,5,"west00",-4097,90,999999999,"","enterDisguise5",""
130010210,0,"sp",-79,-84,999999999,"","",""
130010210,1,"out00",-153,82,130010200,"in00","",""
130010220,0,"sp",-3178,-60,999999999,"","",""
130010220,1,"sp",-3799,-73,999999999,"","",""
130010220,2,"out00",-2987,87,130010200,"in01","",""
130020000,0,"sp",790,-21,999999999,"","",""
130020000,1,"sp",365,-32,999999999,"","",""
130020000,2,"up00",95,88,130020000,"up01","","only_once"
130020000,3,"up01",99,-331,130020000,"up02","",""
130020000,4,"up02",99,-750,130020000,"up03","","only_once"
130020000,5,"down00",1113,-1174,130020000,"down01","",""
130020000,6,"down01",1115,-754,130020000,"down02","",""
130020000,7,"down02",1115,-333,130020000,"down03","","only_once"
130020000,8,"up03",94,-1174,999999999,"up03","","only_once"
130020000,9,"down03",1090,87,999999999,"down03","","only_once"
130020000,10,"east00",954,88,130010200,"west00","",""
130020000,11,"in00",539,91,999999999,"","enterFirstDH","only_once"
130020000,12,"in01",551,-330,999999999,"","enterSecondDH","only_once"
130020000,13,"in02",546,-749,999999999,"","enterthirdDH","only_once"
130020000,14,"in03",548,-1169,999999999,"","enterfourthDH","only_once"
130030000,0,"sp",-178,-12,999999999,"","",""
130030000,1,"west00",-2674,-90,130030001,"east00","",""
130030000,2,"scr00",-2205,-141,999999999,"","tutorHelper","only_once"
130030001,0,"sp",-63,-36,999999999,"","",""
130030001,1,"east00",76,24,999999999,"east00","",""
130030001,2,"west00",-1158,89,999999999,"","tutorquest",""
130030001,3,"scr00",-170,41,999999999,"","tutorMinimap","only_once"
130030002,0,"sp",-178,-12,999999999,"","",""
130030002,1,"east00",-71,88,999999999,"east00","","only_once"
130030002,2,"west00",-1422,27,999999999,"","tutorquest",""
130030003,0,"sp",1061,-47,999999999,"","",""
130030003,1,"east00",1265,26,999999999,"east00","",""
130030003,2,"west00",-170,25,999999999,"","tutorquest",""
130030004,0,"sp",2520,-5,999999999,"","",""
130030004,1,"east00",2707,89,999999999,"east00","",""
130030004,2,"west00",1305,87,999999999,"","tutorquest",""
130030005,0,"sp",537,-26,999999999,"","",""
130030005,1,"east00",633,91,999999999,"east00","",""
130030005,2,"west00",-422,86,130030006,"east00","",""
130030006,0,"sp",2730,-32,999999999,"","",""
130030006,1,"east00",2796,87,130030005,"west00","",""
130030006,2,"west00",1484,85,130000000,"east00","",""
130030006,3,"scr00",2407,40,999999999,"","tutorWorldmap",""
140000000,0,"sp",-210,-44,999999999,"","",""
140000000,1,"st00",-167,80,999999999,"st00","",""
140000000,2,"weapon00",-653,-2,999999999,"weapon00","",""
140000000,3,"west00",-2457,83,999999999,"","rienTutor8","only_once"
140000000,4,"hid00",-2026,86,140000000,"hid01","",""
140000000,5,"in01",-1843,15,140000010,"out00","",""
140000000,6,"east00",2966,83,140020000,"west00","",""
140000000,7,"in00",193,36,140000001,"out00","",""
140000000,8,"market00",772,-335,999999999,"","market22","only_once"
140000000,9,"hid01",-394,85,140000000,"hid00","",""
140000000,10,"hid02",390,86,140000000,"hid03","",""
140000000,11,"hid03",2106,85,140000000,"hid02","",""
140000000,12,"tp",2267,81,999999999,"","",""
140000000,13,"tp",-1487,82,999999999,"","",""
140000000,14,"tp",-2167,79,999999999,"","",""
140000000,15,"tp",-1372,83,999999999,"","",""
140000000,16,"tp",1655,81,999999999,"","",""
140000000,17,"tp",1749,82,999999999,"","",""
140000001,0,"sp",83,5,999999999,"","",""
140000001,1,"out00",-262,84,140000000,"in00","",""
140000010,0,"sp",0,0,999999999,"","",""
140000010,1,"out00",-273,84,140000000,"in01","",""
140000010,2,"in00",190,24,140000011,"out00","",""
140000011,0,"sp",39,-376,999999999,"","",""
140000011,1,"out00",217,-269,140000010,"in00","",""
140000011,2,"in00",-245,-329,140000012,"out00","",""
140000012,0,"sp",-161,-746,999999999,"","",""
140000012,1,"out00",211,-635,140000011,"in00","",""
140010000,0,"sp",-219,-30,999999999,"","",""
140010000,1,"in00",-570,-91,140090500,"west00","","only_once"
140010000,2,"east00",-101,83,999999999,"","enterRienFirst",""
140010000,3,"west00",-1332,84,999999999,"","rienTutor7",""
140010100,0,"sp",-1761,-33,999999999,"","",""
140010100,1,"west00",-3090,85,140010200,"east00","",""
140010100,2,"east00",-1534,84,140010000,"west00","",""
140010100,3,"in00",-1999,86,999999999,"","enterGym",""
140010100,4,"in01",-2763,-375,999999999,"","rankRoom",""
140010110,0,"sp",411,-84,999999999,"","",""
140010110,1,"out00",611,44,140010100,"in01","",""
140010111,0,"sp",411,-84,999999999,"","",""
140010111,1,"out00",611,44,140010100,"in01","",""
140010200,0,"sp",-3598,-281,999999999,"","",""
140010200,1,"east00",-2989,87,140010100,"west00","",""
140010200,2,"in00",-4344,81,999999999,"","rienCaveEnter","only_once"
140010210,0,"sp",727,-53,999999999,"","",""
140010210,1,"out00",849,84,140010200,"st00","",""
140020000,0,"sp",307,-297,999999999,"","",""
140020000,1,"west00",121,80,140000000,"east00","",""
140020000,2,"east00",1517,85,140020100,"west00","",""
140020100,0,"sp",2389,-263,999999999,"","",""
140020100,1,"west00",1736,83,140020000,"east00","",""
140020100,2,"east00",3118,83,140020200,"west00","",""
140020100,3,"in00",2254,-756,140020110,"out00","",""
140020110,0,"sp",107,-25,999999999,"","",""
140020110,1,"out00",174,84,140020100,"in00","",""
140020200,0,"sp",3462,-257,999999999,"","",""
140020200,1,"west00",3345,81,140020100,"east00","",""
140020200,2,"east00",4769,84,999999999,"","enterPort",""
140020300,0,"sp",2758,-97,999999999,"","",""
140020300,1,"west00",1711,83,140020200,"east00","",""
140030000,0,"sp",14,-64,999999999,"","",""
140030000,1,"out00",-408,121,140010200,"in00","",""
140030000,2,"in00",-3,122,999999999,"","enterMCave",""
140090000,0,"sp",241,-7,999999999,"","",""
140090100,0,"sp",-553,-33,999999999,"","",""
140090100,1,"st00",-551,88,999999999,"st00","",""
140090100,2,"west00",-1951,82,999999999,"","rienTutor1","only_once"
140090200,0,"sp",-2193,-27,999999999,"","",""
140090200,1,"east00",-2175,87,999999999,"east00","",""
140090200,2,"west00",-3562,85,999999999,"","rienTutor2",""
140090300,0,"sp",-3929,-91,999999999,"","",""
140090300,1,"east00",-3805,88,999999999,"east00","",""
140090300,2,"west00",-5209,84,999999999,"","rienTutor3",""
140090400,0,"sp",1325,-43,999999999,"","",""
140090400,1,"east00",1622,88,999999999,"east00","",""
140090400,2,"west00",117,83,999999999,"","rienTutor4",""
140090500,0,"sp",-242,0,999999999,"","",""
140090500,1,"east00",-99,88,999999999,"east00","",""
140090500,2,"west00",-1526,84,140010000,"in00","",""
140090500,3,"tutor00",-458,39,999999999,"","rienTutor5","only_once"
140090500,4,"tutor01",-863,39,999999999,"","rienTutor6","only_once"
180000000,0,"sp",0,0,999999999,"","",""
180000001,0,"sp",-235,179,999999999,"","",""
180000001,1,"sp",-146,187,999999999,"","",""
190000000,0,"sp",-740,293,999999999,"","",""
190000000,1,"sp",-638,292,999999999,"","",""
190000000,2,"in00",-20,214,190000001,"out00","",""
190000000,3,"in01",3,33,190000002,"out00","",""
190000000,4,"out00",-726,394,193000000,"st00","",""
190000001,0,"sp",-391,162,999999999,"","",""
190000001,1,"sp",150,-614,999999999,"","",""
190000001,2,"sp",213,-610,999999999,"","",""
190000001,3,"out00",-522,211,190000000,"in00","",""
190000002,0,"sp",-895,-72,999999999,"","",""
190000002,1,"sp",-775,-111,999999999,"","",""
190000002,2,"sp",-690,-112,999999999,"","",""
190000002,3,"sp",-541,-188,999999999,"","",""
190000002,4,"out00",-1078,32,190000000,"in01","",""
191000000,0,"sp",138,-1253,999999999,"","",""
191000000,1,"sp",-66,-1255,999999999,"","",""
191000000,2,"sp",492,-1133,999999999,"","",""
191000000,3,"sp",680,-1085,999999999,"","",""
191000000,4,"sp",862,-1148,999999999,"","",""
191000000,5,"sp",529,64,999999999,"","",""
191000000,6,"sp",585,68,999999999,"","",""
191000000,7,"up00",-38,218,191000000,"up01","",""
191000000,8,"up01",-38,-178,191000000,"up02","",""
191000000,9,"up02",-42,-980,999999999,"","",""
191000000,10,"up10",1146,99,191000000,"up11","",""
191000000,11,"up11",1204,-496,191000000,"up12","",""
191000000,12,"up12",1139,-1100,999999999,"","",""
191000000,13,"in00",-115,-1358,191000001,"out00","",""
191000000,14,"in01",-54,-2182,191000001,"out01","",""
191000000,15,"out00",291,-1225,193000000,"st00","",""
191000001,0,"sp",-177,-102,999999999,"","",""
191000001,1,"sp",-113,-94,999999999,"","",""
191000001,2,"sp",222,-1092,999999999,"","",""
191000001,3,"sp",269,-1098,999999999,"","",""
191000001,4,"out01",271,-1026,191000000,"in01","",""
191000001,5,"out00",-181,-50,191000000,"in00","",""
192000000,0,"sp",-956,1845,999999999,"","",""
192000000,1,"sp",-357,1422,999999999,"","",""
192000000,2,"sp",901,1363,999999999,"","",""
192000000,3,"sp",1561,1734,999999999,"","",""
192000000,4,"in00",991,2203,192000001,"out00","",""
192000000,5,"out00",-833,1897,193000000,"st00","",""
192000001,0,"sp",-697,1536,999999999,"","",""
192000001,1,"sp",-357,1422,999999999,"","",""
192000001,2,"sp",901,1363,999999999,"","",""
192000001,3,"sp",1459,1833,999999999,"","",""
192000001,4,"out00",992,2203,192000000,"in00","",""
193000000,0,"sp",270,155,999999999,"","",""
193000000,1,"sp",64,147,999999999,"","",""
193000000,2,"sp",-164,147,999999999,"","",""
193000000,3,"sp",-46,155,999999999,"","",""
193000000,4,"sp",-95,112,999999999,"","",""
193000000,5,"sp",-295,164,999999999,"","",""
193000000,6,"st00",87,36,999999999,"","",""
193000000,7,"out00",180,180,103000000,"pc00","",""
195000000,0,"sp",-93,-329,999999999,"","",""
195000000,1,"sp",9,-346,999999999,"","",""
195000000,2,"sp",1753,-282,999999999,"","",""
195000000,3,"out00",-252,-305,193000000,"st00","",""
195000000,4,"east00",1743,1296,195010000,"west00","",""
195010000,0,"sp",-208,-346,999999999,"","",""
195010000,1,"west00",-271,-300,195000000,"east00","",""
195010000,2,"east00",453,1660,195020000,"west00","",""
195020000,0,"sp",-487,-235,999999999,"","",""
195020000,1,"sp",206,-228,999999999,"","",""
195020000,2,"sp",2107,262,999999999,"","",""
195020000,3,"sp",606,1531,999999999,"","",""
195020000,4,"west00",-533,-201,195010000,"east00","",""
195020000,5,"east00",2338,1066,195030000,"west00","",""
195030000,0,"sp",-415,-522,999999999,"","",""
195030000,1,"sp",-320,-486,999999999,"","",""
195030000,2,"sp",1243,-512,999999999,"","",""
195030000,3,"sp",1109,-478,999999999,"","",""
195030000,4,"west00",-505,-491,195020000,"east00","",""
196000000,0,"sp",-3,-217,999999999,"","",""
196000000,1,"sp",140,-224,999999999,"","",""
196000000,2,"sp",913,-341,999999999,"","",""
196000000,3,"sp",1024,-349,999999999,"","",""
196000000,4,"east00",1325,-821,196010000,"under00","",""
196000000,5,"out00",-913,-27,193000000,"st00","",""
196010000,0,"sp",215,385,999999999,"","",""
196010000,1,"sp",-36,384,999999999,"","",""
196010000,2,"sp",428,-963,999999999,"","",""
196010000,3,"sp",-185,-954,999999999,"","",""
196010000,4,"under00",-323,453,196000000,"east00","",""
197000000,0,"sp",154,18,999999999,"","",""
197000000,1,"sp",593,37,999999999,"","",""
197000000,2,"sp",-814,-12,999999999,"","",""
197000000,3,"west00",-1044,133,193000000,"st00","",""
197000000,4,"east00",1226,132,197010000,"west00","",""
197010000,0,"sp",988,-249,999999999,"","",""
197010000,1,"sp",122,-33,999999999,"","",""
197010000,2,"sp",-818,-250,999999999,"","",""
197010000,3,"west00",-977,133,197000000,"east00","",""
200000000,0,"sp",149,103,999999999,"","",""
200000000,1,"sp",-1145,90,999999999,"","",""
200000000,2,"sp",-727,-112,999999999,"","",""
200000000,3,"sp",-351,-422,999999999,"","",""
200000000,4,"sp",1911,-1251,999999999,"","",""
200000000,5,"sp",-572,-1224,999999999,"","",""
200000000,6,"h006",969,-520,200000000,"h006_1","",""
200000000,7,"h006_1",1664,-1388,200000000,"h006","",""
200000000,8,"h002",129,-689,200000000,"h002_1","",""
200000000,9,"h002_1",-89,-1290,200000000,"h002","",""
200000000,10,"h003",99,-1299,200000000,"h003_1","",""
200000000,11,"h003_1",556,-1328,200000000,"h003_2","",""
200000000,12,"h003_2",906,-1262,200000000,"h003_3","",""
200000000,13,"h004",1544,-1268,200000000,"h004_1","",""
200000000,14,"h003_3",1262,-1292,200000000,"h006_1","",""
200000000,15,"h004_1",1179,-1170,200000000,"h004_2","",""
200000000,16,"h004_2",742,-1166,200000000,"h004_3","",""
200000000,17,"h004_3",340,-1203,200000000,"h002_1","",""
200000000,18,"ph00_1",1273,-463,200000000,"ph00","",""
200000000,19,"ph00",1143,-142,200000000,"ph00_1","",""
200000000,20,"gm00",670,-122,999999999,"","",""
200000000,21,"guild01",1872,-1180,200000000,"guild02","",""
200000000,22,"guild02",-526,-1179,999999999,"","",""
200000000,23,"gm01",2800,139,999999999,"","",""
200000000,24,"gm02",-990,139,999999999,"","",""
200000000,25,"gm03",-894,-1182,999999999,"","",""
200000000,26,"gm04",2507,-1186,999999999,"","",""
200000000,27,"st00",-1074,-458,999999999,"","",""
200000000,28,"top00",3452,-1179,200000100,"west00","",""
200000000,29,"east00",3281,-398,200010000,"top00","",""
200000000,30,"west00",-1509,142,200000200,"east00","",""
200000000,31,"tower00",3393,60,200080100,"top00","",""
200000000,32,"guild00",-763,-1182,200000300,"out00","",""
200000000,33,"in00",-625,-62,200000001,"out00","",""
200000000,34,"in01",1631,-38,200000002,"out00","",""
200000000,35,"market00",-1181,-458,999999999,"","market07",""
200000000,36,"tp",1171,143,999999999,"","",""
200000000,37,"tp",1269,82,999999999,"","",""
200000000,38,"tp",1358,22,999999999,"","",""
200000000,39,"tp",1522,-38,999999999,"","",""
200000000,40,"tp",1072,142,999999999,"","",""
200000000,41,"tp",2112,141,999999999,"","",""
200000001,0,"sp",0,0,999999999,"","",""
200000001,1,"out00",308,185,200000000,"in00","",""
200000002,0,"sp",0,0,999999999,"","",""
200000002,1,"out00",-290,186,200000000,"in01","",""
200000100,0,"sp",-469,-33,999999999,"","",""
200000100,1,"come00",525,-88,999999999,"","",""
200000100,2,"east00",2586,84,999999999,"","",""
200000100,3,"ludi00",884,-87,999999999,"","",""
200000100,4,"west00",-1557,82,200000000,"top00","",""
200000110,0,"sp",-157,54,999999999,"","",""
200000110,1,"west00",-268,139,200000100,"east00","",""
200000110,2,"east00",1605,139,200000111,"west00","",""
200000111,0,"sp",-884,23,999999999,"","",""
200000111,1,"h001",-394,-634,999999999,"","",""
200000111,2,"west00",-944,140,200000110,"east00","",""
200000112,0,"sp",-128,-413,999999999,"","",""
200000112,1,"h002",-18,-455,200000112,"h002_1","",""
200000112,2,"h002_1",-14,-1117,999999999,"","",""
200000120,0,"sp",-157,54,999999999,"","",""
200000120,1,"west00",-268,139,200000100,"east00","",""
200000120,2,"east00",1605,139,200000121,"west00","",""
200000121,0,"sp",216,-11,999999999,"","",""
200000121,1,"h001",1045,-177,999999999,"","",""
200000121,2,"west00",-420,139,200000120,"east00","",""
200000122,0,"sp",1137,-237,999999999,"","",""
200000122,1,"h001",1002,-251,999999999,"","",""
200000130,0,"sp",-157,54,999999999,"","",""
200000130,1,"west00",-268,139,200000100,"east00","",""
200000130,2,"east00",1605,139,200000131,"west00","",""
200000131,0,"sp",216,-11,999999999,"","",""
200000131,1,"h001",1009,-253,999999999,"","",""
200000131,2,"west00",-420,139,200000130,"east00","",""
200000132,0,"sp",811,-88,999999999,"","",""
200000132,1,"h001",1093,-33,200000132,"h002","","only_once"
200000132,2,"h002",879,-519,200000132,"h001","","only_once"
200000140,0,"sp",-157,54,999999999,"","",""
200000140,1,"west00",-268,139,200000100,"east00","",""
200000140,2,"east00",1605,139,200000141,"west00","",""
200000141,0,"sp",216,-11,999999999,"","",""
200000141,1,"h001",1009,-253,999999999,"","",""
200000141,2,"west00",-420,139,200000140,"east00","",""
200000150,0,"sp",-157,54,999999999,"","",""
200000150,1,"west00",-268,139,200000100,"east00","",""
200000150,2,"east00",1605,139,200000151,"west00","",""
200000151,0,"sp",216,-11,999999999,"","",""
200000151,1,"h001",1009,-253,999999999,"","",""
200000151,2,"west00",-420,139,200000150,"east00","",""
200000152,0,"sp",746,-196,999999999,"","",""
200000160,0,"sp",-157,54,999999999,"","",""
200000160,1,"west00",-268,139,200000100,"east00","",""
200000160,2,"east00",1605,139,200000161,"west00","","only_once"
200000161,0,"sp",216,-11,999999999,"","",""
200000161,1,"st00",719,-248,999999999,"","","only_once"
200000161,2,"west00",-420,139,200000160,"east00","","only_once"
200000200,0,"sp",-936,41,999999999,"","",""
200000200,1,"hide1",-749,-845,200000200,"hide1_1","",""
200000200,2,"hide1_1",-901,-1768,200000200,"hide1","",""
200000200,3,"east00",317,141,200000000,"west00","",""
200000200,4,"in01",-1649,-188,200000202,"out00","",""
200000200,5,"in00",-171,-69,200000201,"out00","",""
200000200,6,"in02",-203,-749,200000203,"out00","",""
200000201,0,"sp",-220,147,999999999,"","",""
200000201,1,"out00",-17,139,200000200,"in00","",""
200000202,0,"sp",-227,-159,999999999,"","",""
200000202,1,"out00",-288,191,200000200,"in01","",""
200000203,0,"sp",-15,47,999999999,"","",""
200000203,1,"out00",-12,155,200000200,"in02","",""
200000300,0,"sp",-960,66,999999999,"","",""
200000300,1,"sp",-157,94,999999999,"","",""
200000300,2,"sp",-298,-60,999999999,"","",""
200000300,3,"sp",507,-56,999999999,"","",""
200000300,4,"sp",882,96,999999999,"","",""
200000300,5,"sp",1282,77,999999999,"","",""
200000300,6,"h000",340,-32,200000300,"h001","",""
200000300,7,"h001",155,-172,200000300,"h002","",""
200000300,8,"h002",-74,-292,200000300,"h003","",""
200000300,9,"h003",-179,-477,999999999,"","",""
200000300,10,"out00",-1170,100,200000000,"guild00","",""
200000300,11,"in00",91,20,200000301,"out00","",""
200000301,0,"sp",162,98,999999999,"","",""
200000301,1,"sp",239,101,999999999,"","",""
200000301,2,"out00",576,145,200000300,"in00","",""
200010000,0,"sp",579,-1819,999999999,"","",""
200010000,1,"sp",703,-1825,999999999,"","",""
200010000,2,"sp",902,-1833,999999999,"","",""
200010000,3,"sp",274,-1589,999999999,"","",""
200010000,4,"sp",704,-1500,999999999,"","",""
200010000,5,"sp",232,-213,999999999,"","",""
200010000,6,"sp",-435,-1892,999999999,"","",""
200010000,7,"top01",776,-1821,200010100,"under00","",""
200010000,8,"top00",-532,-1839,200000000,"east00","",""
200010000,9,"under00",799,82,200020000,"top00","",""
200010100,0,"sp",698,52,999999999,"","",""
200010100,1,"sp",-349,-485,999999999,"","",""
200010100,2,"sp",593,-354,999999999,"","",""
200010100,3,"sp",-135,-886,999999999,"","",""
200010100,4,"sp",216,-989,999999999,"","",""
200010100,5,"top00",-321,-813,200010110,"under00","",""
200010100,6,"top01",45,-933,200010120,"under00","",""
200010100,7,"top02",399,-1053,200010130,"under00","",""
200010100,8,"under00",-873,37,200010000,"top01","",""
200010110,0,"sp",80,-996,999999999,"","",""
200010110,1,"sp",-497,-145,999999999,"","",""
200010110,2,"sp",40,-164,999999999,"","",""
200010110,3,"under00",-395,-156,200010100,"top00","",""
200010110,4,"top00",176,-1000,200010111,"under00","",""
200010111,0,"sp",-15,-893,999999999,"","",""
200010111,1,"sp",240,-870,999999999,"","",""
200010111,2,"sp",379,-576,999999999,"","",""
200010111,3,"sp",504,-594,999999999,"","",""
200010111,4,"under00",-679,41,200010110,"top00","",""
200010111,5,"top00",93,-860,200010200,"under00","",""
200010120,0,"sp",1044,-1056,999999999,"","",""
200010120,1,"sp",682,-176,999999999,"","",""
200010120,2,"sp",1264,-444,999999999,"","",""
200010120,3,"under00",769,-156,200010100,"top01","",""
200010120,4,"top00",1167,-1059,200010121,"under00","",""
200010121,0,"sp",-15,-893,999999999,"","",""
200010121,1,"sp",256,-841,999999999,"","",""
200010121,2,"sp",447,-516,999999999,"","",""
200010121,3,"sp",-279,-215,999999999,"","",""
200010121,4,"under00",-728,37,200010120,"top00","",""
200010121,5,"top00",92,-861,200010200,"under01","",""
200010130,0,"sp",67,-1041,999999999,"","",""
200010130,1,"sp",29,-1032,999999999,"","",""
200010130,2,"sp",117,-129,999999999,"","",""
200010130,3,"sp",-491,-155,999999999,"","",""
200010130,4,"under00",-403,-159,200010100,"top02","",""
200010130,5,"top00",182,-1060,200010131,"under00","",""
200010131,0,"sp",-15,-893,999999999,"","",""
200010131,1,"sp",339,-815,999999999,"","",""
200010131,2,"sp",517,-555,999999999,"","",""
200010131,3,"sp",439,-563,999999999,"","",""
200010131,4,"sp",262,-519,999999999,"","",""
200010131,5,"under00",-663,40,200010130,"top00","",""
200010131,6,"top00",93,-861,200010200,"under02","",""
200010200,0,"sp",930,-1088,999999999,"","",""
200010200,1,"sp",757,-1087,999999999,"","",""
200010200,2,"sp",774,-292,999999999,"","",""
200010200,3,"sp",931,-293,999999999,"","",""
200010200,4,"sp",-753,-235,999999999,"","",""
200010200,5,"sp",-605,-237,999999999,"","",""
200010200,6,"under00",850,-1048,200010111,"top00","",""
200010200,7,"under01",-680,-209,200010121,"top00","",""
200010200,8,"under02",849,-279,200010131,"top00","",""
200010200,9,"in00",-648,-1581,200010300,"out00","",""
200010300,0,"sp",169,-1283,999999999,"","",""
200010300,1,"sp",418,-1300,999999999,"","",""
200010300,2,"in00",-139,-219,200010301,"out00","",""
200010300,3,"in01",672,-220,200010302,"out00","",""
200010300,4,"out00",269,-1282,200010200,"in00","",""
200010300,5,"eliza",-251,-1060,999999999,"","eliza_Garden",""
200010301,0,"sp",145,-1298,999999999,"","",""
200010301,1,"sp",413,-1300,999999999,"","",""
200010301,2,"sp",-15,-237,999999999,"","",""
200010301,3,"sp",86,-227,999999999,"","",""
200010301,4,"out00",195,-1238,200010300,"in00","",""
200010302,0,"sp",122,-1297,999999999,"","",""
200010302,1,"sp",400,-1301,999999999,"","",""
200010302,2,"sp",534,-301,999999999,"","",""
200010302,3,"sp",630,-299,999999999,"","",""
200010302,4,"out00",221,-1239,200010300,"in01","",""
200020000,0,"sp",184,-899,999999999,"","",""
200020000,1,"sp",-172,-885,999999999,"","",""
200020000,2,"sp",135,-871,999999999,"","",""
200020000,3,"sp",312,-567,999999999,"","",""
200020000,4,"sp",316,-225,999999999,"","",""
200020000,5,"sp",-585,-171,999999999,"","",""
200020000,6,"top00",-25,-818,200010000,"under00","",""
200020000,7,"under00",1095,141,200030000,"west00","",""
200030000,0,"sp",-15,-646,999999999,"","",""
200030000,1,"sp",46,-646,999999999,"","",""
200030000,2,"sp",103,-644,999999999,"","",""
200030000,3,"sp",-303,-530,999999999,"","",""
200030000,4,"sp",534,-115,999999999,"","",""
200030000,5,"west00",-972,83,200020000,"under00","",""
200030000,6,"east00",1283,139,200040000,"top00","",""
200040000,0,"sp",-160,-1726,999999999,"","",""
200040000,1,"sp",-26,-1721,999999999,"","",""
200040000,2,"sp",-55,-230,999999999,"","",""
200040000,3,"sp",492,-1074,999999999,"","",""
200040000,4,"sp",396,-1491,999999999,"","",""
200040000,5,"in00",-81,-398,200040001,"st00","",""
200040000,6,"top00",-301,-1661,200030000,"east00","",""
200040000,7,"under00",1622,20,200050000,"top00","",""
200040001,0,"sp",-143,-149,999999999,"","",""
200040001,1,"sp",1491,-160,999999999,"","",""
200040001,2,"sp",593,-584,999999999,"","",""
200040001,3,"sp",406,-494,999999999,"","",""
200040001,4,"sp",846,-569,999999999,"","",""
200040001,5,"st00",-72,-338,999999999,"","",""
200040001,6,"out00",1339,-337,200040000,"in00","",""
200050000,0,"sp",-1069,-1495,999999999,"","",""
200050000,1,"sp",-848,-1530,999999999,"","",""
200050000,2,"sp",-773,-1539,999999999,"","",""
200050000,3,"sp",-122,-1565,999999999,"","",""
200050000,4,"sp",-121,-1076,999999999,"","",""
200050000,5,"sp",-505,-305,999999999,"","",""
200050000,6,"sp",219,-283,999999999,"","",""
200050000,7,"top00",-927,-1478,200040000,"under00","",""
200050000,8,"under00",608,20,200060000,"west00","",""
200050000,9,"house00",-99,8,200050001,"out00","",""
200050001,0,"sp",-173,118,999999999,"","",""
200050001,1,"out00",-295,187,200050000,"house00","",""
200060000,0,"sp",-62,-728,999999999,"","",""
200060000,1,"sp",0,-741,999999999,"","",""
200060000,2,"sp",61,-731,999999999,"","",""
200060000,3,"sp",-287,-590,999999999,"","",""
200060000,4,"sp",534,-115,999999999,"","",""
200060000,5,"west00",-1275,-42,200050000,"under00","",""
200060000,6,"east00",1286,202,200070000,"top00","",""
200060000,7,"in00",1231,-323,999999999,"","enterNepenthes",""
200060001,0,"sp",142,-35,999999999,"","",""
200060001,1,"st00",582,-1061,920030001,"st00","","only_once"
200060001,2,"out00",18,80,200060000,"in00","",""
200070000,0,"sp",-993,-1816,999999999,"","",""
200070000,1,"sp",-921,-1821,999999999,"","",""
200070000,2,"sp",-787,-1841,999999999,"","",""
200070000,3,"sp",-303,-1789,999999999,"","",""
200070000,4,"sp",-141,-1236,999999999,"","",""
200070000,5,"sp",-139,-576,999999999,"","",""
200070000,6,"sp",291,-303,999999999,"","",""
200070000,7,"sp",-763,-342,999999999,"","",""
200070000,8,"top00",-911,-1779,200060000,"east00","",""
200070000,9,"under00",698,22,200080000,"top00","",""
200080000,0,"sp",-1143,-1469,999999999,"","",""
200080000,1,"sp",-825,-1478,999999999,"","",""
200080000,2,"sp",-789,-1456,999999999,"","",""
200080000,3,"sp",-507,-1522,999999999,"","",""
200080000,4,"sp",483,-1226,999999999,"","",""
200080000,5,"sp",-993,-290,999999999,"","",""
200080000,6,"sp",271,-232,999999999,"","",""
200080000,7,"top00",-994,-1416,200070000,"under00","",""
200080100,0,"sp",-134,-413,999999999,"","",""
200080100,1,"top00",-181,-350,200000000,"tower00","",""
200080100,2,"under00",-1,91,200080200,"top00","",""
200080100,3,"in00",330,172,200080101,"out00","",""
200080100,4,"highposition",94,-487,999999999,"","highposition","only_once"
200080101,0,"sp",-233,124,999999999,"","",""
200080101,1,"out00",-322,173,200080100,"in00","",""
200080200,0,"sp",-159,-1279,999999999,"","",""
200080200,1,"sp",-126,-1262,999999999,"","",""
