serial_number,itemid,quantity,price,expiration_days,priority,"gender","flags"
10001418,1082172,1,2300,90,9,"both",""
10001419,1072326,1,1800,90,9,"both",""
10001420,1102107,1,3500,90,9,"both",""
10001421,5010051,1,3000,90,9,"both",""
10001422,5010052,1,3100,90,9,"both",""
10001423,5010054,1,2900,90,9,"both",""
10001424,1002714,1,3100,90,9,"both",""
10001425,1012082,1,2400,90,9,"both",""
10001426,1702161,1,4700,90,9,"both",""
10001427,1702162,1,4500,90,9,"both",""
10001428,5000041,1,5900,0,9,"both",""
10001429,5240017,1,1000,90,9,"both",""
10001430,5240017,11,10000,90,9,"both",""
10001431,1802053,1,2600,90,9,"both",""
10001432,1802019,1,2800,90,9,"both",""
10001433,5420000,1,11000,30,9,"both",""
10001434,5420001,1,11000,30,9,"both",""
10001435,5420002,1,11000,30,9,"both",""
10001436,5420003,1,11000,30,9,"both",""
10001437,5420004,1,11000,30,9,"both",""
10001438,5420005,1,11000,30,9,"both",""
10001439,5420006,1,11000,30,9,"both",""
10001440,5010053,1,2700,90,9,"both",""
10001441,5010034,1,1700,90,9,"both",""
10001442,1000030,1,2700,90,9,"both",""
10001443,1000031,1,2700,90,9,"both",""
10001444,1000032,1,2700,90,9,"both",""
10001445,1001045,1,2700,90,9,"both",""
10001446,1001046,1,2700,90,9,"both",""
10001447,1001047,1,2700,90,9,"both",""
10001448,1052091,1,4200,90,9,"both",""
10001449,1052092,1,4200,90,9,"both",""
10001450,1052093,1,4200,90,9,"both",""
10001451,1072281,1,1900,90,9,"both",""
10001452,1072282,1,1900,90,9,"both",""
10001453,1072283,1,1900,90,9,"both",""
10001454,1102096,1,4000,90,9,"both",""
10001455,1102095,1,4000,90,9,"both",""
10001456,1102097,1,4000,90,9,"both",""
10001457,1702119,1,4500,90,9,"both",""
10001458,1702120,1,4500,90,9,"both",""
10001459,1702118,1,4500,90,9,"both",""
10001460,1012083,1,2500,90,8,"both",""
10001461,1702164,1,4500,90,8,"both",""
10001462,1022059,1,4100,90,8,"both",""
10001463,1042120,1,2800,90,8,"both",""
10001464,1042121,1,2800,90,8,"both",""
10001465,1102154,1,3700,90,8,"both",""
10001466,1102153,1,3500,90,8,"both",""
10001467,5010035,1,3000,90,8,"both",""
10001468,1042122,1,2700,90,9,"both",""
10001469,1052144,1,2900,90,9,"both",""
10001470,1012080,1,2400,90,9,"both",""
10001471,1702163,1,4500,90,9,"both",""
10001472,5021021,1,4400,90,9,"both",""
10001473,1802050,1,2900,90,9,"both",""
10001474,1802052,1,2900,90,9,"both",""
10001475,1082227,1,2800,90,9,"both",""
10001476,1802012,1,2700,90,9,"both",""
10001477,1072325,1,1800,90,9,"both",""
10001478,5021020,1,4300,90,9,"both",""
10001479,1042118,1,2500,90,9,"both",""
10001480,1042119,1,2700,90,9,"both",""
10001481,5401000,1,25000,90,9,"both",""
10001482,9101386,1,15700,90,7,"both",""
10001483,9101389,1,15700,90,7,"both",""
10001484,9101387,1,15700,90,9,"both",""
10001485,9101390,1,15700,90,9,"both",""
10001486,9101388,1,15700,90,9,"both",""
10001487,9101391,1,15700,90,9,"both",""
10001488,1002724,1,3000,90,9,"both",""
10001489,1002722,1,2800,90,9,"both",""
10001490,1102157,1,3800,90,9,"both",""
10001491,1102155,1,3400,90,9,"both",""
10001492,1702172,1,4800,90,9,"both",""
10001493,1702154,1,4500,90,9,"both",""
10001494,1032054,1,2400,90,9,"both",""
10001495,1061143,1,2400,90,9,"both",""
10001496,5010055,1,2900,90,9,"both",""
10001497,1002725,1,2800,90,9,"both",""
10001498,1002727,1,2700,90,9,"both",""
10001499,1102156,1,3500,90,9,"both",""
10001500,1022063,1,4000,90,9,"both",""
10001501,1702165,1,5000,90,9,"both",""
10001502,1702163,1,4500,90,9,"both",""
10001503,1032053,1,2400,90,9,"both",""
10001504,5010056,1,2700,90,9,"both",""
10001505,1702171,1,4500,90,9,"both",""
10001506,1702169,1,5000,90,9,"both",""
10001507,1072336,1,2300,90,9,"both",""
10001508,1002726,1,2900,90,9,"both",""
10001509,1022064,1,3900,90,9,"both",""
10001510,1062081,1,2600,90,9,"both",""
10001511,1102151,1,3500,90,9,"both",""
10001512,5110000,1,3200,90,9,"both",""
10001513,1002721,1,2800,90,9,"both",""
10001514,1032052,1,2400,90,9,"both",""
10001515,5030010,1,1700,1,9,"both",""
10001516,5030010,1,5900,7,9,"both",""
10001517,1072337,1,2000,90,9,"both",""
10001518,1702175,1,4500,90,9,"both",""
10001519,5120015,1,300,90,9,"both",""
10001520,5120015,11,3000,90,9,"both",""
10001521,1002734,1,3500,90,9,"both",""
10001522,1052147,1,4800,90,9,"both",""
10001523,5121016,1,300,90,9,"both",""
10001524,5121016,11,3000,90,9,"both",""
10001525,1002713,1,3300,90,9,"both",""
10001526,1012085,1,2400,90,9,"both",""
10001527,1042127,1,2600,90,9,"both",""
10001528,1082229,1,2400,90,9,"both",""
10001529,1102159,1,3700,90,9,"both",""
10001530,1702173,1,4500,90,9,"both",""
10001531,1702155,1,4500,90,9,"both",""
10001532,1042126,1,2800,90,9,"both",""
10001533,1062082,1,2500,90,9,"both",""
10001534,1002741,1,3500,90,9,"both",""
10001535,1002431,1,2900,90,9,"both",""
10001536,1050141,1,3800,90,9,"both",""
10001537,1051164,1,3800,90,9,"both",""
10001538,1042125,1,2700,90,9,"both",""
10001539,1002738,1,2800,90,9,"both",""
10001540,1102158,1,3500,90,9,"both",""
10001541,1702174,1,4400,90,9,"both",""
10001542,5050004,1,12000,90,9,"both",""
10001543,1102072,1,3300,90,9,"both",""
10001544,1102138,1,3600,90,9,"both",""
10001545,1061132,1,2000,90,9,"both",""
10001546,1062056,1,2200,90,9,"both",""
10001547,1042097,1,2700,90,9,"both",""
10001548,1002478,1,2900,90,9,"both",""
10001549,1002666,1,3300,90,9,"both",""
10001550,1702180,1,4800,90,9,"both",""
10001551,1702066,1,3900,90,9,"both",""
10001552,1000006,1,5000,90,9,"both",""
10001553,1002747,1,3300,90,9,"both",""
10001554,1032036,1,2300,90,9,"both",""
10001555,1012048,1,2600,90,9,"both",""
10001556,1002748,1,2800,90,9,"both",""
10001557,1042128,1,3100,90,9,"both",""
10001558,1012025,1,2700,90,9,"both",""
10001559,1032051,1,2500,90,9,"both",""
10001560,1062077,1,2500,90,9,"both",""
10001561,1102160,1,3800,90,9,"both",""
10001562,1082231,1,2600,90,9,"both",""
10001563,1072348,1,2100,90,9,"both",""
10001564,1072284,1,1900,90,9,"both",""
10001565,1062084,1,2500,90,9,"both",""
10001566,1052094,1,3800,90,9,"both",""
10001567,1002607,1,3000,90,9,"both",""
10001568,1062085,1,2300,90,9,"both",""
10001569,1042129,1,3000,90,9,"both",""
10001570,1051167,1,3800,90,9,"both",""
10001571,1002752,1,3500,90,9,"both",""
10001572,1002520,1,3100,90,9,"both",""
10001573,1702070,1,4200,90,9,"both",""
10001574,1072347,1,2000,90,9,"both",""
10001575,1702179,1,4500,90,9,"both",""
10001576,1702112,1,4300,90,9,"both",""
10001577,1002334,1,2800,90,9,"both",""
10001578,1002369,1,2700,90,9,"both",""
10001579,1112122,1,4000,90,9,"both",""
10001580,1112232,1,4500,90,9,"both",""
10001581,1702122,1,4600,90,9,"both",""
10001582,1052084,1,4200,90,9,"both",""
10001583,1072280,1,1900,90,9,"both",""
10001584,1002599,1,3300,90,9,"both",""
10001585,1002313,1,2500,90,9,"both",""
10001586,1060125,1,2100,30,9,"both",""
10001587,1040143,1,2100,30,9,"both",""
10001588,1070014,1,1800,30,9,"both",""
10001589,1050145,1,3900,30,9,"both",""
10001590,1070015,1,1800,30,9,"both",""
10001591,1061147,1,1800,30,9,"both",""
10001592,1041146,1,2100,30,9,"both",""
10001593,1071024,1,1000,30,9,"both",""
10001594,1051169,1,1000,30,9,"both",""
10001595,1071025,1,1800,30,9,"both",""
10001596,1060125,1,400,30,9,"both",""
10001597,1040143,1,300,30,9,"both",""
10001598,1070014,1,200,30,9,"both",""
10001599,1050145,1,500,30,9,"both",""
10001600,1070015,1,300,30,9,"both",""
10001601,1061147,1,400,30,9,"both",""
10001602,1041146,1,300,30,9,"both",""
10001603,1071024,1,200,30,9,"both",""
10001604,1051169,1,500,30,9,"both",""
10001605,1071025,1,300,30,9,"both",""
10001606,9101573,1,900,30,9,"both",""
10001607,9101574,1,800,30,9,"both",""
10001608,9101575,1,900,30,9,"both",""
10001609,9101576,1,800,30,9,"both",""
10001610,1042131,1,3100,90,9,"both",""
10001611,5150008,1,2100,90,9,"both",""
10001612,5150009,1,5700,90,9,"both",""
10001613,5151008,1,2100,90,9,"both",""
10001614,5151009,1,4500,90,9,"both",""
10001615,5152009,1,5100,90,9,"both",""
10001616,5152008,1,2100,90,9,"both",""
10001617,5152045,1,4900,90,9,"both",""
10001618,5152046,1,1800,90,9,"both",""
10001619,1002376,1,2900,90,9,"both",""
10001620,1002304,1,3200,90,9,"both",""
10001621,1052027,1,3900,90,9,"both",""
10001622,1052028,1,3900,90,9,"both",""
10001623,5122000,1,300,90,9,"both",""
10001624,5122000,11,3000,90,9,"both",""
10001625,1022066,1,4100,90,9,"both",""
10001626,1702183,1,5000,90,9,"both",""
10001627,1802055,1,3100,90,9,"both",""
10001628,1012090,1,2500,90,9,"both",""
10001629,1042022,1,2900,90,9,"both",""
10001630,1062024,1,2100,90,9,"both",""
10001631,1002290,1,2700,90,9,"both",""
10001632,1002427,1,3200,90,9,"both",""
10001633,1002760,1,2900,90,9,"both",""
10001634,1002238,1,2900,90,9,"both",""
10001635,1051147,1,4100,90,9,"both",""
10001636,1112227,1,4000,90,9,"both",""
10001637,1112117,1,4500,90,9,"both",""
10001638,1702184,1,5000,90,9,"both",""
10001639,1002319,1,3000,90,9,"both",""
10001640,1002375,1,2900,90,9,"both",""
10001641,1002534,1,3100,90,9,"both",""
10001642,1012062,1,2400,90,9,"both",""
10001643,1062065,1,2300,90,9,"both",""
10001644,5121017,1,300,90,9,"both",""
10001645,5121017,11,3000,90,9,"both",""
10001646,1002322,1,3000,90,9,"both",""
10001647,1002549,1,3100,90,9,"both",""
10001648,1012063,1,2500,90,9,"both",""
10001649,1051126,1,3900,90,9,"both",""
10001650,1702150,1,1700,30,9,"both",""
10001651,1040138,1,1000,30,9,"both",""
10001652,1041139,1,1000,30,9,"both",""
10001653,1060121,1,800,30,9,"both",""
10001654,1061142,1,800,30,9,"both",""
10001655,1072328,1,800,30,9,"both",""
10001656,1082225,1,800,30,9,"both",""
10001657,1102149,1,800,30,9,"both",""
10001658,1702149,1,1700,30,9,"both",""
10001659,1040137,1,1000,30,9,"both",""
10001660,1041138,1,1000,30,9,"both",""
10001661,1060120,1,800,30,9,"both",""
10001662,1061141,1,800,30,9,"both",""
10001663,1072327,1,800,30,9,"both",""
10001664,1082224,1,800,30,9,"both",""
10001665,1102148,1,800,30,9,"both",""
10001666,5460000,1,2500,90,9,"both",""
10001667,5240020,1,1000,90,9,"both",""
10001668,5240020,11,10000,90,9,"both",""
10001669,1702185,1,5000,90,9,"both",""
10001670,1112232,1,4000,90,9,"both",""
10001671,1112122,1,4500,90,9,"both",""
10001672,1002774,1,2700,90,9,"both",""
10001673,1042104,1,3100,90,9,"both",""
10001674,1062083,1,2400,90,9,"both",""
10001675,1012105,1,2400,90,9,"both",""
10001676,1072350,1,2000,90,9,"both",""
10001677,5150026,1,2100,90,9,"both",""
10001678,5150027,1,5700,90,9,"both",""
10001679,5151021,1,2100,90,9,"both",""
10001680,5151022,1,4500,90,9,"both",""
10001681,5152030,1,5100,90,9,"both",""
10001682,5152029,1,2100,90,9,"both",""
10001683,5152047,1,4900,90,9,"both",""
10001684,5152048,1,1800,90,9,"both",""
10001685,1702184,1,5000,90,9,"both",""
10001686,1002753,1,2700,90,9,"both",""
10001687,1050146,1,4500,90,9,"both",""
10001688,1051170,1,4500,90,9,"both",""
10001689,1102164,1,3600,90,9,"both",""
10001690,1042132,1,3000,90,9,"both",""
10001691,1042134,1,2900,90,9,"both",""
10001692,1002410,1,3100,90,9,"both",""
10001693,1002412,1,3100,90,9,"both",""
10001694,1002759,1,2900,90,9,"both",""
10001695,1040144,1,3400,90,9,"both",""
10001696,1042133,1,3200,90,9,"both",""
10001697,1062091,1,2400,90,9,"both",""
10001698,1012097,1,2500,90,9,"both",""
10001699,1702187,1,5000,90,9,"both",""
10001700,1112901,1,3100,90,9,"both",""
10001701,5030012,1,1700,1,9,"both",""
10001702,5030012,1,5900,7,9,"both",""
10001703,1082233,1,2400,90,9,"both",""
10001704,1012002,1,2400,90,9,"both",""
10001705,1002697,1,3000,90,9,"both",""
10001706,1000013,1,3300,90,9,"both",""
10001707,1042130,1,3100,90,9,"both",""
10001708,1002374,1,2900,90,9,"both",""
10001709,1002320,1,3000,90,9,"both",""
10001710,1002696,1,3100,90,9,"both",""
10001711,1052044,1,4100,90,9,"both",""
10001712,1042140,1,3400,90,9,"both",""
10001713,1041142,1,3000,90,9,"both",""
10001714,1060126,1,2500,90,9,"both",""
10001715,1061148,1,2300,90,9,"both",""
10001716,1702182,1,5200,90,9,"both",""
10001717,1070016,1,2000,90,9,"both",""
10001718,1112900,1,3000,90,9,"both",""
10001719,1000030,1,1500,30,9,"both",""
10001720,1001045,1,1500,30,9,"both",""
10001721,1702119,1,1000,30,9,"both",""
10001722,1102096,1,1000,30,9,"both",""
10001723,1052091,1,1000,30,9,"both",""
10001724,1072281,1,1000,30,9,"both",""
10001725,1000032,1,1500,30,9,"both",""
10001726,1001047,1,1500,30,9,"both",""
10001727,1702118,1,1000,30,9,"both",""
10001728,1102097,1,1000,30,9,"both",""
10001729,1052093,1,1000,30,9,"both",""
10001730,1072283,1,1000,30,9,"both",""
10001731,1702188,1,5000,90,9,"both",""
10001732,1071026,1,2000,90,9,"both",""
10001733,5200000,1,500,90,9,"both",""
10001734,1012096,1,2400,90,7,"both",""
10001735,1002504,1,2300,90,7,"both",""
10001736,1002241,1,3000,90,7,"both",""
10001737,1002480,1,3400,90,7,"both",""
10001738,1702144,1,4400,90,7,"both",""
10001739,1702193,1,4500,90,9,"both",""
10001740,1702189,1,4900,90,9,"both",""
10001741,1702104,1,4300,90,9,"both",""
10001742,5010057,1,2800,90,9,"both",""
10001743,5281000,1,400,90,9,"both",""
10001744,5281000,11,4000,90,9,"both",""
10001745,1002596,1,3000,90,9,"both",""
10001746,1002771,1,3100,90,9,"both",""
10001747,1052154,1,4000,90,9,"both",""
10001748,1012034,1,1800,90,9,"both",""
10001749,1012035,1,1800,90,9,"both",""
10001750,1012036,1,1800,90,9,"both",""
10001751,1012037,1,1800,90,9,"both",""
10001752,1012038,1,1800,90,9,"both",""
10001753,1012039,1,1800,90,9,"both",""
10001754,1012112,1,1800,90,9,"both",""
10001755,1012113,1,1800,90,9,"both",""
10001756,1012114,1,1800,90,9,"both",""
10001757,1012121,1,1800,90,9,"both",""
10001758,1012122,1,1800,90,9,"both",""
10001759,1012123,1,1800,90,9,"both",""
10001760,1012124,1,1800,90,9,"both",""
10001761,1012125,1,1800,90,9,"both",""
10001762,1012126,1,1800,90,9,"both",""
10001763,1012127,1,1800,90,9,"both",""
10001764,1012128,1,1800,90,9,"both",""
10001765,1012041,1,1800,90,9,"both",""
10001766,1012129,1,1800,90,9,"both",""
10001767,1012042,1,1800,90,9,"both",""
10001768,1812007,1,3000,90,9,"both",""
10001769,1702148,1,4800,90,9,"both",""
10001770,1702153,1,5000,90,9,"both",""
10001771,1702095,1,4000,90,9,"both",""
10001772,1000035,1,2900,90,9,"both",""
10001773,1002770,1,3200,90,9,"both",""
10001774,1112903,1,3300,90,9,"both",""
10001775,1051099,1,3500,90,9,"both",""
10001776,1040123,1,3500,90,9,"both",""
10001777,1060112,1,2200,90,9,"both",""
10001778,1102169,1,3600,90,9,"both",""
10001779,1112123,1,4000,90,9,"both",""
10001780,1112124,1,4000,90,9,"both",""
10001781,1112125,1,4000,90,9,"both",""
10001782,1112233,1,4500,90,9,"both",""
10001783,1112234,1,4500,90,9,"both",""
10001784,1112235,1,4500,90,9,"both",""
10001785,1702132,1,4400,90,9,"both",""
10001786,1702102,1,4700,90,9,"both",""
10001787,5010029,1,2800,90,9,"both",""
10001788,5021003,1,4800,90,9,"both",""
10001789,5021014,1,4800,90,9,"both",""
10001790,5021017,1,5000,90,9,"both",""
10001791,5010030,1,2800,90,9,"both",""
10001792,1002674,1,3300,90,9,"both",""
10001793,1042131,1,3000,90,9,"both",""
10001794,1062089,1,2400,90,9,"both",""
10001795,1072380,1,1800,90,9,"both",""
10001796,1702094,1,4000,90,9,"both",""
10001797,5281001,1,320,90,9,"both",""
10001798,5281001,11,3200,90,9,"both",""
10001799,5010028,1,2800,90,9,"both",""
10001800,1052085,1,4100,90,9,"both",""
10001801,1052086,1,4100,90,9,"both",""
10001802,1002695,1,3300,90,9,"both",""
10001803,1002672,1,3300,90,9,"both",""
10001804,5000047,1,12000,0,9,"both",""
10001805,5240021,1,1000,90,9,"both",""
10001806,5240021,11,10000,90,9,"both",""
10001807,1702143,1,4000,90,9,"both",""
10001808,1002673,1,3300,90,9,"both",""
10001809,1702104,1,4300,90,9,"both",""
10001810,1702102,1,4700,90,9,"both",""
10001811,1002710,1,2900,90,9,"both",""
10001812,1062092,1,2000,90,9,"both",""
10001813,1022071,1,3800,90,9,"both",""
10001814,1042141,1,2900,90,9,"both",""
10001815,1012100,1,2500,90,9,"both",""
10001816,1012074,1,2400,90,9,"both",""
10001817,1702148,1,4800,90,9,"both",""
10001818,1002472,1,2800,90,9,"both",""
10001819,1002654,1,2600,90,9,"both",""
10001820,1102144,1,3900,90,9,"both",""
10001821,1022050,1,3400,90,9,"both",""
10001822,1702091,1,4100,90,9,"both",""
10001823,1002349,1,2700,90,9,"both",""
10001824,1000015,1,2800,90,9,"both",""
10001825,1000016,1,2800,90,9,"both",""
10001826,1002491,1,2800,90,9,"both",""
10001827,1052090,1,4000,90,9,"both",""
10001828,1022069,1,3800,90,9,"both",""
10001829,1022049,1,3500,90,9,"both",""
10001830,1702181,1,4800,90,9,"both",""
10001831,1032071,1,2200,90,9,"both",""
10001832,1012104,1,2500,90,9,"both",""
10001833,1012099,1,2500,90,9,"both",""
10001834,1042145,1,3000,90,9,"both",""
10001835,1062095,1,2200,90,9,"both",""
10001836,1062096,1,2100,90,9,"both",""
10001837,1052170,1,3800,90,9,"both",""
10001838,1002824,1,2800,90,9,"both",""
10001839,1002823,1,3200,90,9,"both",""
10001840,1702201,1,4500,90,9,"both",""
10001841,5010059,1,3100,90,9,"both",""
10001842,1062095,1,2200,90,9,"both",""
10001843,1062096,1,2100,90,9,"both",""
10001844,5021017,1,5000,90,9,"both",""
10001845,5021014,1,4800,90,9,"both",""
10001846,1002941,1,2700,90,9,"both",""
10001847,1002837,1,3100,90,9,"both",""
10001848,1012134,1,2400,90,9,"both",""
10001849,5021023,1,4800,90,9,"both",""
10001850,1802059,1,3000,90,9,"both",""
10001851,1042146,1,3200,90,9,"both",""
10001852,1042147,1,3000,90,9,"both",""
10001853,1022081,1,3400,90,9,"both",""
10001854,1062097,1,2000,90,9,"both",""
10001855,1062098,1,1900,90,9,"both",""
10001856,5021003,1,4800,90,9,"both",""
10001857,1002605,1,2900,90,9,"both",""
10001858,1062093,1,2100,90,9,"both",""
10001859,1062094,1,2200,90,9,"both",""
10001860,1042142,1,2900,90,9,"both",""
10001861,1042143,1,2900,90,9,"both",""
10001862,1032072,1,2400,90,9,"both",""
10001863,1002755,1,2800,90,9,"both",""
10001864,5252000,1,400,90,9,"both",""
10001865,5252000,5,1800,90,9,"both",""
10001866,5150032,1,2100,90,9,"both",""
10001867,5150033,1,5700,90,9,"both",""
10001868,5152037,1,2100,90,9,"both",""
10001869,5152038,1,5100,90,9,"both",""
10001870,5152039,1,1800,90,9,"both",""
10001871,5152040,1,4900,90,9,"both",""
10001872,5151027,1,2100,90,9,"both",""
10001873,5151028,1,4500,90,9,"both",""
10001874,5153010,1,2700,90,9,"both",""
10001875,5490000,1,1500,90,10,"both",""
10001876,9101621,1,6000,90,9,"both",""
10001877,9101666,1,4800,90,9,"both",""
10001878,9101646,1,8600,90,9,"both",""
10001879,9101647,1,5200,90,9,"both",""
10001880,9101648,1,2300,90,9,"both",""
10001881,9101649,1,2300,90,9,"both",""
10001882,9101650,1,2700,90,9,"both",""
10001883,9101651,1,2700,90,9,"both",""
10001884,9101652,1,2400,90,9,"both",""
10001885,9101653,1,2500,90,9,"both",""
10001886,9101654,1,3300,90,9,"both",""
10001887,9101655,1,3000,90,9,"both",""
10001888,9101656,1,2400,90,9,"both",""
10001889,9101657,1,2400,90,9,"both",""
10001890,9101658,1,2600,90,9,"both",""
10001891,9101659,1,2700,90,9,"both",""
10001892,9101660,1,1700,90,9,"both",""
10001893,9101661,1,1800,90,9,"both",""
10001894,9101662,1,1500,90,9,"both",""
10001895,9101663,1,1500,90,9,"both",""
10001896,9101664,1,1400,90,9,"both",""
10001897,9101665,1,1400,90,9,"both",""
10001898,5200000,1,500,90,10,"both",""
10001899,1702159,1,4900,90,9,"both",""
10001900,1702158,1,4900,90,9,"both",""
10001903,1102175,1,4000,90,9,"both",""
10001904,1022062,1,3800,90,9,"both",""
10001905,1112904,1,3300,90,9,"both",""
10001906,5430000,1,6900,90,9,"both",""
10001909,9101672,1,3500,90,9,"both",""
10001910,9101673,1,3500,90,9,"both",""
10001911,1022061,1,3600,90,9,"both",""
10001912,1002708,1,3000,90,9,"both",""
10001913,1001021,1,2600,90,9,"both",""
10001914,1102185,1,3800,90,9,"both",""
10001915,1012057,1,2500,90,9,"both",""
10001916,1062100,1,2400,90,9,"both",""
10001917,1002796,1,3200,90,9,"both",""
10001918,1001007,1,3400,90,9,"both",""
10001919,1082249,1,1300,90,9,"both",""
10001920,1002820,1,3100,90,9,"both",""
10001921,1002804,1,2900,90,9,"both",""
10001922,1002346,1,2600,90,9,"both",""
10001923,1082247,1,2600,90,9,"both",""
10001924,1072367,1,1900,90,9,"both",""
10001925,1702160,1,4800,90,9,"both",""
10001926,5010059,1,3100,90,9,"both",""
10001927,1002756,1,2900,90,9,"both",""
10001928,1002582,1,3200,90,9,"both",""
10001929,1002336,1,2500,90,9,"both",""
10001930,1702168,1,5000,90,12,"both",""
10001931,1702170,1,5000,90,12,"both",""
10001932,1062106,1,2200,90,12,"both",""
10001933,1052169,1,3800,90,12,"both",""
10001934,5121015,1,300,90,12,"both",""
10001935,5121015,11,3000,90,12,"both",""
10001936,1002803,1,3000,90,12,"both",""
10001937,1702210,1,5000,90,12,"both",""
10001938,1112007,1,4500,90,12,"both",""
10001939,5000055,1,6900,0,13,"both",""
10001940,5200000,1,500,90,13,"both",""
10001941,5200001,1,2400,90,13,"both",""
10001942,5200002,1,4500,90,13,"both",""
10001943,5120012,1,300,90,12,"both",""
10001944,5120012,11,3000,90,12,"both",""
10001945,5121007,1,300,90,12,"both",""
10001946,5121007,11,3000,90,12,"both",""
10001947,1702167,1,5100,90,12,"both",""
10001948,1072373,1,2000,90,12,"both",""
10001949,1112908,1,3300,90,12,"both",""
10001950,1042154,1,3100,90,12,"both",""
10001951,1002863,1,3000,90,12,"both",""
10001952,1702209,1,4900,90,12,"both",""
10001953,5010060,1,3000,90,12,"both",""
10001954,1002876,1,2600,90,12,"both",""
10001955,1702191,1,7000,90,13,"both",""
10001956,1702195,1,6000,90,12,"both",""
10001957,1112905,1,4500,90,12,"both",""
10001958,1102186,1,3500,90,12,"both",""
10001959,1042152,1,3200,90,12,"both",""
10001960,1002822,1,3100,90,12,"both",""
10001961,1052171,1,4000,90,12,"both",""
10001962,1052175,1,4100,90,12,"both",""
10001963,1702196,1,5000,90,12,"both",""
10001964,1062101,1,2200,90,12,"both",""
10001965,1112906,1,4500,90,12,"both",""
10001966,1002849,1,3100,90,12,"both",""
10001967,1002821,1,2900,90,12,"both",""
10001968,1022074,1,3400,90,12,"both",""
10001969,1702202,1,5000,90,12,"both",""
10001970,1072371,1,2000,90,12,"both",""
10001971,1702177,1,4800,90,12,"both",""
10001972,1042150,1,2800,90,12,"both",""
10001973,5120015,1,300,90,12,"both",""
10001974,5120015,11,3000,90,12,"both",""
10001975,1002734,1,2900,90,12,"both",""
10001976,1052147,1,3900,90,12,"both",""
10001977,5000058,1,6200,0,12,"both",""
10001978,5240023,1,1000,90,12,"both",""
10001979,5240023,11,10000,90,12,"both",""
10001980,1802061,1,2900,90,12,"both",""
10001981,1022072,1,3800,90,12,"both",""
10001982,1072370,1,2000,90,12,"both",""
10001983,1062075,1,2100,90,12,"both",""
10001984,1002877,1,2900,90,12,"both",""
10001985,1052179,1,3900,90,12,"both",""
10001986,5121019,1,300,90,12,"both",""
10001987,5121019,11,3000,90,12,"both",""
10001988,1042153,1,2900,90,12,"both",""
10001989,1042155,1,3000,90,12,"both",""
10001990,1042151,1,2900,90,12,"both",""
10001991,1052176,1,3900,90,12,"both",""
10001992,1062104,1,2100,90,12,"both",""
10001993,1002840,1,2900,90,12,"both",""
10001994,5121009,1,300,90,12,"both",""
10001995,5121009,11,3000,90,12,"both",""
10001996,5121010,1,300,90,12,"both",""
10001997,5121010,11,3000,90,12,"both",""
10001998,1702213,1,5000,90,12,"both",""
10001999,1002903,1,3000,90,12,"both",""
10002000,1112012,1,4500,90,12,"both",""
10002001,5010061,1,3000,90,12,"both",""
10002002,1062073,1,1900,90,12,"both",""
10002003,1042149,1,3000,90,12,"both",""
10002004,1062105,1,2000,90,12,"both",""
10002005,1022070,1,3800,90,12,"both",""
10002006,5121002,1,300,90,12,"both",""
10002007,5121002,11,3000,90,12,"both",""
10002008,1052045,1,3500,90,12,"both",""
10002009,1050071,1,3600,90,12,"both",""
10002010,1702138,1,4500,90,12,"both",""
10002011,1102094,1,3000,90,12,"both",""
10002012,1002548,1,2900,90,12,"both",""
10002013,1002736,1,3000,90,12,"both",""
10002014,5060001,1,3000,90,12,"both",""
10002015,1052143,1,4000,90,12,"both",""
10002016,1012081,1,2400,90,12,"both",""
10002017,5220000,65,50000,90,12,"both",""
10002018,5252001,1,1000,90,14,"both",""
10002019,9101753,1,3500,90,14,"both",""
10002020,5010022,1,2900,90,12,"both",""
10002021,1002559,1,3300,90,12,"both",""
10002022,1002590,1,3000,90,12,"both",""
10002023,5450000,5,2800,90,12,"both",""
10002024,1102077,1,3400,90,12,"both",""
10002025,1112231,1,4400,90,12,"both",""
10002026,1072334,1,2000,90,12,"both",""
10002027,1062057,1,2100,90,12,"both",""
10002028,1051173,1,3300,90,12,"both",""
10002029,1012137,1,2300,90,12,"both",""
10002030,1002598,1,2900,90,12,"both",""
10002031,1102196,1,3100,90,12,"both",""
10002032,1022051,1,3600,90,12,"both",""
10002033,1092040,1,3600,90,12,"both",""
10002034,1072335,1,2100,90,12,"both",""
10002035,1002735,1,3000,90,12,"both",""
10002036,1102025,1,3100,90,12,"both",""
10002037,1702207,1,4500,90,12,"both",""
10002038,1051149,1,3900,90,12,"both",""
10002039,5451000,1,1050,90,12,"both",""
10002040,5451000,11,10500,90,12,"both",""
10002041,5451000,35,31500,90,12,"both",""
10002042,9110000,1,6400,90,12,"both",""
10002043,9111000,1,6400,90,12,"both",""
10002044,9112000,1,6800,90,12,"both",""
10002045,9114000,1,6800,90,12,"both",""
10002046,5160012,1,1000,90,12,"both",""
10002047,1002907,1,3000,90,12,"both",""
10002048,1002913,1,2800,90,12,"both",""
10002049,1102203,1,3400,90,12,"both",""
10002050,5130000,11,6000,90,12,"both",""
10002051,5000026,1,5200,0,12,"both",""
10002052,1802038,1,2300,90,12,"both",""
10002053,5240011,1,1000,90,12,"both",""
10002054,5240011,11,10000,90,12,"both",""
10002055,1002592,1,3000,90,12,"both",""
10002056,1048000,1,3000,90,12,"both",""
10002057,1022075,1,3000,90,12,"both",""
