_id,"flags","shuffleName","defaultMusic",minLevel,timeLimit,regenRate,traction,topx,topy,bottomx,bottomy,returnMap,forcedReturnMap,fieldType,fieldLimitations,decreaseHp,damagePerSecond,protectItem,shipKind,mobRate,link
221023300,"","","Bgm07/HighEnough",0,0,1,1.000000000000000,-545,-2350,548,290,220000000,999999999,"","",0,0,0,-1,0.69999992847,0
221023400,"","","Bgm07/HighEnough",0,0,1,1.000000000000000,-400,-2350,400,8180,220000000,999999999,"","",0,0,0,-1,1.00000000000,0
221023401,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,0
221023402,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023403,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023404,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023405,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023406,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023407,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023408,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023409,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023410,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023411,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023412,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023413,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023414,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023415,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023416,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023417,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023418,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023419,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023420,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023421,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023422,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023423,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023424,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023425,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023426,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023427,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023428,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023429,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023430,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023431,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023432,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023433,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023434,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023435,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023436,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023437,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023438,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023439,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023440,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023441,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023442,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023443,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023444,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023445,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023446,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023447,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023448,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023449,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023450,"","","Bgm07/FunnyTimeMaker",0,7200,1,1.000000000000000,-400,32,400,2277,220000000,221023400,"no_clue2,no_clue3","mystic_door,vip_rock,no_clue7",0,0,0,-1,1.50000011921,221023401
221023500,"","","Bgm07/HighEnough",0,0,1,1.000000000000000,-545,-2370,548,270,220000000,999999999,"","",0,0,0,-1,0.69999992847,0
221023600,"","","Bgm07/HighEnough",0,0,1,1.000000000000000,-545,-2350,548,290,220000000,999999999,"","",0,0,0,-1,0.59999990463,0
221023700,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,175,400,2198,220000000,999999999,"","",0,0,0,-1,1.20000004768,0
221023800,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,175,400,2318,220000000,999999999,"","",0,0,0,-1,1.00000000000,0
221023900,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,142,400,2318,220000000,999999999,"","",0,0,0,-1,0.89999997616,0
221024000,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,172,400,2318,220000000,999999999,"","",0,0,0,-1,1.10000002384,0
221024100,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,510,400,2318,220000000,999999999,"","",0,0,0,-1,0.89999997616,0
221024200,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,400,400,2318,220000000,999999999,"","",0,0,0,-1,1.40000009537,0
221024300,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,404,400,2318,220000000,999999999,"","",0,0,0,-1,1.30000007153,0
221024400,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-406,400,1900,220000000,999999999,"","",0,0,0,-1,1.40000009537,0
221024500,"scroll_disable","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,900,400,2370,220000000,999999999,"","",0,0,0,-1,1.00000000000,0
221030000,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,1.20000004768,0
221030100,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.79999995232,0
221030200,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.79999995232,0
221030300,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.79999995232,0
221030301,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.79999995232,0
221030400,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.89999997616,0
221030401,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.79999995232,0
221030500,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.79999995232,0
221030501,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.79999995232,0
221030600,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.79999995232,0
221030601,"","","Bgm08/LetsHuntAliens",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.59999990463,0
221040000,"","","Bgm08/FindingForest",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,1.40000009537,0
221040100,"","","Bgm08/FindingForest",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,1.30000007153,0
221040200,"","","Bgm08/FindingForest",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,1.40000009537,0
221040201,"","","Bgm08/FindingForest",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,1.00000000000,0
221040300,"","","Bgm08/FindingForest",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,1.20000004768,0
221040301,"","","Bgm08/FindingForest",0,0,1,1.000000000000000,-4634,-59,-2389,979,221000000,999999999,"","",0,0,0,-1,1.20000004768,0
221040400,"","","Bgm08/FindingForest",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","",0,0,0,-1,0.79999995232,0
221040401,"","","Bgm08/FindingForest",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","summoning_bag,mystic_door,vip_rock",0,0,0,-1,0.79999995232,0
221040402,"","","Bgm08/FindingForest",0,0,1,1.000000000000000,0,0,0,0,221000000,999999999,"","summoning_bag,mystic_door,vip_rock",0,0,0,-1,0.79999995232,0
222000000,"town","","Bgm11/DownTown",0,0,1,1.000000000000000,-3510,-1000,3600,510,222000000,999999999,"","",0,0,0,-1,1.00000000000,0
222000001,"town","","Bgm11/DownTown",0,0,1,1.000000000000000,-400,-530,400,630,222000000,999999999,"","",0,0,0,-1,1.00000000000,0
222010000,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-1530,-1250,990,280,222000000,999999999,"","",0,0,0,-1,1.20000004768,0
222010001,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-945,-633,1031,493,222000000,999999999,"","",0,0,0,-1,1.40000009537,0
222010002,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-1050,-1137,599,535,222000000,999999999,"","",0,0,0,-1,1.20000004768,0
222010100,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-1530,-1000,809,280,222000000,999999999,"","",0,0,0,-1,1.30000007153,0
222010101,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-1170,-787,1169,476,222000000,999999999,"","",0,0,0,-1,1.60000014305,0
222010102,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-1440,-1227,630,310,222000000,999999999,"","",0,0,0,-1,1.10000002384,0
222010200,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-1530,-1000,990,280,222000000,999999999,"","",0,0,0,-1,1.30000007153,0
222010201,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-990,-1560,180,300,222000000,999999999,"","",0,0,0,-1,1.70000016689,0
222010300,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-360,-1000,2880,340,222000000,999999999,"","",0,0,0,-1,1.00000000000,0
222010310,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-990,-1000,630,270,222000000,999999999,"","",0,0,0,-1,1.50000011921,0
222010400,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,720,-1200,3240,340,222000000,999999999,"","",0,0,0,-1,1.00000000000,0
222010401,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-540,-700,1350,340,222000000,999999999,"","",0,0,0,-1,0.59999990463,0
222010402,"","","Bgm11/DarkMountain",0,0,1,1.000000000000000,-540,-700,1164,340,222000000,999999999,"","",0,0,0,-1,0.59999990463,0
222020000,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-558,400,640,222000000,999999999,"","",0,0,0,-1,1.00000000000,0
222020100,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,0,400,2318,222000000,999999999,"","",0,0,0,-1,0.89999997616,0
222020110,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-300,400,300,222000000,222020100,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
222020111,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-300,400,300,222000000,222020100,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
222020200,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,175,400,2318,220000000,999999999,"","",0,0,0,-1,1.00000000000,0
222020210,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-300,400,300,220000000,222020200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
222020211,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-300,400,300,220000000,222020200,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,no_clue4,drop_down,no_clue7",0,0,0,-1,1.00000000000,0
222020300,"","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-330,400,2365,220000000,999999999,"","",0,0,0,-1,0.89999997616,0
222020400,"town","","Bgm07/FunnyTimeMaker",0,0,1,1.000000000000000,-400,-620,400,200,220000000,999999999,"","mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount,no_clue4,drop_down",0,0,0,-1,1.00000000000,0
229020000,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,0,0,0,0,682000100,682000100,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229020100,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,0,0,0,0,682000100,682000100,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229020200,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,0,0,0,0,682000100,682000100,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229020300,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,0,0,0,0,682000100,682000100,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229020400,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,0,0,0,0,682000100,682000100,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229030000,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,-179,-2134,2519,669,229030300,229030300,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229030100,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,-4258,-602,4449,110,229030300,229030300,"","movement_skills,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229030200,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,-1530,-633,1492,720,229030300,229030300,"","movement_skills,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,2.00000023842,0
229030300,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,0,0,0,0,229030300,999999999,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229030400,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,-179,-2134,2519,669,229030300,229030300,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229030500,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,-4258,-602,4449,110,229030300,229030300,"","movement_skills,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229030600,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,-1530,-633,1492,720,229030300,229030300,"","movement_skills,mystic_door,channel_switching,vip_rock,minigames",0,0,0,-1,2.00000023842,0
229030700,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,-179,-2134,2519,669,229030300,229030300,"","movement_skills,summoning_bag,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229030800,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,-4258,-602,4449,110,229030300,229030300,"","movement_skills,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames,mount",0,0,0,-1,1.00000000000,0
229030900,"","","BgmGL/HauntedHouse",0,0,1,1.000000000000000,-1530,-633,1492,720,229030300,229030300,"","movement_skills,mystic_door,channel_switching,regular_exp_loss,vip_rock,minigames",0,0,0,-1,2.00000023842,0
230000000,"town,swim","","Bgm11/Aquarium",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",0,0,0,-1,1.10000002384,0
230000001,"town","","Bgm11/Aquarium",0,0,1,1.000000000000000,-400,-398,400,600,230000000,999999999,"","summoning_bag",0,0,0,-1,1.00000000000,0
230000002,"town","","Bgm11/Aquarium",0,0,1,1.000000000000000,-400,-1351,400,600,230000000,999999999,"","summoning_bag",0,0,0,-1,1.00000000000,0
230000003,"town","","Bgm11/Aquarium",0,0,1,1.000000000000000,-400,-1305,400,600,230000000,999999999,"","summoning_bag",0,0,0,-1,1.00000000000,0
230010000,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.80000019073,0
230010001,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.50000011921,0
230010100,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.70000016689,0
230010200,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.80000019073,0
230010201,"","","Bgm03/SnowyVillage",0,0,2,1.000000000000000,-550,-350,550,300,230000000,999999999,"","summoning_bag",0,0,0,-1,1.00000000000,0
230010300,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.60000014305,0
230010400,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.60000014305,0
230020000,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.00000000000,0
230020100,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.00000000000,0
230020101,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.30000007153,0
230020200,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.00000000000,0
230020201,"","","Bgm03/SnowyVillage",0,0,2,1.000000000000000,-550,-350,550,300,230000000,999999999,"","summoning_bag",0,0,0,-1,1.00000000000,0
230020300,"swim","","Bgm11/BlueWorld",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.10000002384,0
230030000,"swim","","Bgm11/ShiningSea",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.00000000000,0
230030001,"swim","","Bgm11/ShiningSea",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.10000002384,0
230030100,"swim","","Bgm11/ShiningSea",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.20000004768,0
230030101,"","","Bgm03/SnowyVillage",0,0,2,1.000000000000000,-550,-350,550,300,230000000,999999999,"","summoning_bag",0,0,0,-1,1.00000000000,0
230030200,"swim","","Bgm11/ShiningSea",0,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.40000009537,0
230040000,"swim","","Bgm12/DeepSee",15,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.00000000000,0
230040001,"","","Bgm12/AquaCave",15,0,1,1.000000000000000,-400,-300,400,300,230000000,999999999,"","",0,0,0,-1,1.00000000000,0
230040100,"swim","","Bgm12/DeepSee",15,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.00000000000,0
230040200,"swim","","Bgm12/DeepSee",15,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.00000000000,0
230040300,"swim","","Bgm12/DeepSee",15,0,1,1.000000000000000,0,0,0,0,230000000,999999999,"","",6,0,1102061,-1,1.00000000000,0
230040301,"","","Bgm12/AquaCave",15,0,1,1.000000000000000,-400,-300,400,300,230000000,999999999,"","",0,0,0,-1,1.00000000000,0
