id,mapid,"life_type",lifeid,"life_name",x_pos,y_pos,foothold,min_click_pos,max_click_pos,respawn_time,"flags"
10741,980041000,"reactor",9908001,"goldkey1",241,-1549,0,0,0,-1,""
10742,980041000,"reactor",9908001,"goldkey2",-147,-282,0,0,0,-1,""
10743,980041000,"reactor",9908001,"goldkey3",-63,-757,0,0,0,-1,""
10744,980041000,"reactor",9908001,"goldkey4",-315,-1042,0,0,0,-1,""
10745,980041000,"reactor",9908001,"goldkey5",-27,-1854,0,0,0,-1,""
10746,980041000,"reactor",9908001,"goldkey6",-292,-2312,0,0,0,-1,""
10747,910020203,"npc",9000044,"The Lost Snipe",-137,245,5,-187,-87,0,""
10748,910020203,"reactor",1006000,NULL,-181,-4228,0,0,0,0,""
10749,970041112,"mob",9500347,"Zeno",-3683,776,32,-4165,-3395,-1,""
10750,970041112,"npc",9000037,"Agent Meow",-4034,536,8,-4084,-3984,0,"faces_left"
10751,910020304,"npc",9000044,"The Lost Snipe",-137,245,5,-187,-87,0,""
10752,910020304,"reactor",1006000,NULL,-181,-4228,0,0,0,0,""
10753,922020300,"npc",2043000,"Papulatus",-201,-386,21,-251,-151,0,""
10754,913000200,"mob",9300273,"Target Pig",508,88,3,20,1780,0,""
10755,913000200,"mob",9300273,"Target Pig",688,88,5,20,1780,0,""
10756,913000200,"mob",9300273,"Target Pig",833,88,6,20,1780,0,"faces_left"
10757,913000200,"mob",9300273,"Target Pig",1047,88,13,20,1780,0,"faces_left"
10758,913000200,"mob",9300273,"Target Pig",1254,88,11,20,1780,0,""
10759,913000200,"mob",9300273,"Target Pig",1468,88,17,20,1780,0,""
10760,913000200,"mob",9300273,"Target Pig",1574,-332,39,1247,1633,0,""
10761,913000200,"mob",9300273,"Target Pig",1453,-332,40,1247,1633,0,""
10762,913000200,"mob",9300273,"Target Pig",1292,-332,36,1247,1633,0,""
10763,913000200,"mob",9300273,"Target Pig",923,-332,29,617,1003,0,"faces_left"
10764,913000200,"mob",9300273,"Target Pig",783,-332,23,617,1003,0,"faces_left"
10765,913000200,"mob",9300273,"Target Pig",665,-332,26,617,1003,0,"faces_left"
10766,913000200,"mob",9300273,"Target Pig",596,-632,63,527,823,0,""
10767,913000200,"mob",9300273,"Target Pig",746,-632,55,527,823,0,""
10768,913000200,"mob",9300273,"Target Pig",1139,-632,46,977,1273,0,""
10769,913000200,"mob",9300273,"Target Pig",1500,-632,71,1427,1723,0,"faces_left"
10770,913000200,"mob",9300273,"Target Pig",1644,-632,70,1427,1723,0,"faces_left"
10771,925020001,"npc",2091005,"So Gong",2,-141,8,-48,52,0,""
10772,980032000,"npc",2042008,"Assistant Red",234,-14,11,184,284,0,""
10773,980032000,"npc",2042007,"Spiegelmann",91,-445,2,71,109,0,""
10774,970031402,"mob",9500350,"Tae Roon",-199,393,29,-700,160,-1,""
10775,970031402,"npc",9000037,"Agent Meow",-586,33,17,-636,-536,0,"faces_left"
10776,970030409,"mob",9500340,"King Slime",154,-435,6,-250,520,-1,""
10777,970030409,"npc",9000037,"Agent Meow",-109,-735,3,-159,-77,0,"faces_left"
10778,910040000,"npc",9000054,"Ranch Owner  ",196,155,11,146,246,0,""
10779,970040602,"mob",9500342,"King Clang",157,171,15,-382,382,-1,""
10780,970040602,"npc",9000037,"Agent Meow",-207,-113,1,-257,-157,0,"faces_left"
10781,970030004,"npc",9000037,"Agent Meow",358,2205,4,308,408,0,""
10782,922010500,"mob",9300013,"King Block Golem from Another Dimension",162,58,410,-134,245,-1,""
10783,922010500,"mob",9300013,"King Block Golem from Another Dimension",26,58,410,-134,245,-1,""
10784,922010500,"npc",2040040,"Green Balloon",58,-215,354,8,108,0,"faces_left"
10785,922010500,"npc",2040047,"Sgt. Anderson",-116,-215,352,-166,-66,0,""
10786,926010300,"mob",9700005,"Pyramid Skeleton",369,125,10,-507,507,1,""
10787,926010300,"mob",9700005,"Pyramid Skeleton",369,125,10,-507,507,1,""
10788,926010300,"mob",9700005,"Pyramid Skeleton",369,125,10,-507,507,1,""
10789,926010300,"mob",9700005,"Pyramid Skeleton",369,125,10,-507,507,1,""
10790,926010300,"mob",9700005,"Pyramid Skeleton",423,-55,13,-507,507,1,""
10791,926010300,"mob",9700005,"Pyramid Skeleton",423,-55,13,-507,507,1,""
10792,926010300,"mob",9700005,"Pyramid Skeleton",423,-55,13,-507,507,1,""
10793,926010300,"mob",9700005,"Pyramid Skeleton",-370,125,6,-507,507,1,"faces_left"
10794,926010300,"mob",9700005,"Pyramid Skeleton",-370,125,6,-507,507,1,"faces_left"
10795,926010300,"mob",9700005,"Pyramid Skeleton",-370,125,6,-507,507,1,"faces_left"
10796,926010300,"mob",9700006,"Mummy",369,125,10,-507,507,1,""
10797,926010300,"mob",9700006,"Mummy",369,125,10,-507,507,1,""
10798,926010300,"mob",9700006,"Mummy",369,125,10,-507,507,1,""
10799,926010300,"mob",9700006,"Mummy",369,125,10,-507,507,1,""
10800,926010300,"mob",9700006,"Mummy",369,125,10,-507,507,1,""
10801,926010300,"mob",9700006,"Mummy",369,125,10,-507,507,1,""
10802,926010300,"mob",9700006,"Mummy",369,125,10,-507,507,1,""
10803,926010300,"mob",9700006,"Mummy",369,125,10,-507,507,1,""
10804,926010300,"mob",9700006,"Mummy",-370,125,6,-507,507,1,"faces_left"
10805,926010300,"mob",9700006,"Mummy",-370,125,6,-507,507,1,"faces_left"
10806,926010300,"mob",9700006,"Mummy",-370,125,6,-507,507,1,"faces_left"
10807,926010300,"mob",9700006,"Mummy",-370,125,6,-507,507,1,"faces_left"
10808,926010300,"mob",9700006,"Mummy",-370,125,6,-507,507,1,"faces_left"
10809,926010300,"mob",9700006,"Mummy",-370,125,6,-507,507,1,"faces_left"
10810,926010300,"mob",9700006,"Mummy",423,-55,13,-507,507,1,""
10811,926010300,"mob",9700006,"Mummy",423,-55,13,-507,507,1,""
10812,926010300,"mob",9700006,"Mummy",423,-55,13,-507,507,1,""
10813,926010300,"mob",9700006,"Mummy",423,-55,13,-507,507,1,""
10814,926010300,"mob",9700006,"Mummy",423,-55,13,-507,507,1,""
10815,926010300,"mob",9700006,"Mummy",423,-55,13,-507,507,1,""
10816,926010300,"mob",9700007,"Pharaoh Snake",369,125,10,-507,507,1,""
10817,926010300,"mob",9700007,"Pharaoh Snake",369,125,10,-507,507,1,""
10818,926010300,"mob",9700007,"Pharaoh Snake",369,125,10,-507,507,1,""
10819,926010300,"mob",9700007,"Pharaoh Snake",369,125,10,-507,507,1,""
10820,926010300,"mob",9700007,"Pharaoh Snake",369,125,10,-507,507,1,""
10821,926010300,"mob",9700007,"Pharaoh Snake",369,125,10,-507,507,1,""
10822,926010300,"mob",9700007,"Pharaoh Snake",369,125,10,-507,507,1,""
10823,926010300,"mob",9700007,"Pharaoh Snake",369,125,10,-507,507,1,""
10824,926010300,"mob",9700007,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
10825,926010300,"mob",9700007,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
10826,926010300,"mob",9700007,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
10827,926010300,"mob",9700007,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
10828,926010300,"mob",9700007,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
10829,926010300,"mob",9700007,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
10830,926010300,"mob",9700007,"Pharaoh Snake",423,-55,13,-507,507,1,""
10831,926010300,"mob",9700007,"Pharaoh Snake",423,-55,13,-507,507,1,""
10832,926010300,"mob",9700007,"Pharaoh Snake",423,-55,13,-507,507,1,""
10833,926010300,"mob",9700007,"Pharaoh Snake",423,-55,13,-507,507,1,""
10834,926010300,"mob",9700007,"Pharaoh Snake",423,-55,13,-507,507,1,""
10835,926010300,"mob",9700007,"Pharaoh Snake",423,-55,13,-507,507,1,""
10836,926010300,"npc",2103013,"Duarte",-269,-175,83,-319,-219,0,"faces_left"
10837,970030302,"mob",9500339,"Deo",738,275,11,290,1060,-1,""
10838,970030302,"npc",9000037,"Agent Meow",416,35,1,366,466,0,"faces_left"
10839,910320000,"npc",1052115,"Mr. Lim",51,186,22,1,101,0,""
10840,925022300,"npc",2091005,"So Gong",90,-365,2,40,127,0,""
10841,925022300,"reactor",2508000,"door",1,-364,0,0,0,0,""
10842,922210700,"mob",9500182,"Watermelon Guard Hogol ",-342,333,13,-700,610,-1,""
10843,922210700,"mob",9500182,"Watermelon Guard Hogol ",194,333,21,-700,610,-1,""
10844,922210700,"mob",9500182,"Watermelon Guard Hogol ",-356,-267,95,-554,-248,-1,""
10845,922210700,"mob",9500182,"Watermelon Guard Hogol ",432,33,46,256,610,-1,""
10846,922210700,"mob",9500182,"Watermelon Guard Hogol ",-216,33,54,-464,-68,-1,""
10847,922210700,"mob",9500182,"Watermelon Guard Hogol ",-96,-327,5,-194,22,-1,""
10848,922210700,"mob",9500182,"Watermelon Guard Hogol ",170,-267,67,76,292,-1,""
10849,922210700,"mob",9500182,"Watermelon Guard Hogol ",482,-327,86,346,610,-1,""
10850,922210700,"mob",9500182,"Watermelon Guard Hogol ",-88,-567,85,-700,610,-1,""
10851,922210700,"mob",9500182,"Watermelon Guard Hogol ",-658,-207,111,-700,-608,-1,""
10852,922210700,"mob",9500182,"Watermelon Guard Hogol ",-656,-87,104,-700,-608,-1,""
10853,922210700,"reactor",2222001,NULL,-100,-736,0,0,0,-1,""
10854,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",-267,238,1,-559,-188,-1,""
10855,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",116,238,2,-148,540,-1,""
10856,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",369,238,7,252,1010,-1,""
10857,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",637,238,8,252,1010,-1,""
10858,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",918,238,8,252,1010,-1,""
10859,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1142,238,10,1050,1410,-1,""
10860,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1411,238,10,1050,1411,-1,""
10861,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1685,238,20,1450,1810,-1,""
10862,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1954,238,21,1850,2210,-1,""
10863,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1578,97,22,1484,1792,-1,""
10864,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1741,97,22,1484,1792,-1,""
10865,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",803,98,9,252,1010,-1,""
10866,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",-150,97,11,-239,69,-1,""
10867,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",-178,238,1,-559,-178,-1,""
10868,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",206,238,2,-148,540,-1,""
10869,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",32,238,2,-148,540,-1,""
10870,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",541,238,7,252,1010,-1,""
10871,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",1061,238,10,1050,1410,-1,""
10872,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",862,98,9,252,1010,-1,""
10873,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",724,98,9,252,1010,-1,""
10874,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",1607,238,20,1450,1810,-1,""
10875,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",1880,238,21,1850,2210,-1,""
10876,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",2134,238,21,1850,2210,-1,""
10877,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",1638,97,22,1484,1792,-1,""
10878,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",1706,97,22,1484,1792,-1,""
10879,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",468,56,4,-148,540,-1,""
10880,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",-78,97,11,-239,69,-1,""
10881,925100301,"mob",9300113,"Lord Pirate's 100yrOld Ancient Bellflower",36,97,11,-239,69,-1,""
10882,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",290,75,4,-148,540,-1,""
10883,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",384,65,4,-148,540,-1,""
10884,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",266,238,7,252,1010,-1,""
10885,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",453,238,7,252,1010,-1,""
10886,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",-99,238,2,-148,540,-1,""
10887,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",-32,238,2,-148,540,-1,""
10888,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",-328,238,1,-559,-188,-1,""
10889,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",-23,97,11,-239,69,-1,""
10890,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",593,238,7,252,1010,-1,""
10891,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",988,238,8,252,1010,-1,""
10892,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",927,98,9,252,1010,-1,""
10893,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1325,238,10,1050,1410,-1,""
10894,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1496,238,20,1450,1810,-1,""
10895,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1748,238,20,1450,1810,-1,""
10896,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1812,238,20,1450,1812,-1,""
10897,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",2017,238,21,1850,2210,-1,""
10898,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1148,106,17,1138,1339,-1,""
10899,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",1226,98,17,1138,1339,-1,""
10900,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",-403,238,1,-559,-188,-1,""
10901,925100301,"mob",9300112,"Lord Pirate's 100yrOld Bellflower",-477,238,1,-559,-188,-1,""
10902,925100301,"npc",2094002,"Guon",1238,156,16,1188,1288,0,""
10903,925100301,"reactor",2512001,"treasure2",832,98,0,0,0,-1,""
10904,970031707,"mob",9500353,"Jr. Balrog",-10,130,6,-386,386,-1,""
10905,970031707,"npc",9000037,"Agent Meow",-316,-168,12,-366,-266,0,"faces_left"
10906,926120409,"mob",9500323,"Kitty from Cheese Storage",-128,-94,62,-167,44,-1,""
10907,926120409,"mob",9500323,"Kitty from Cheese Storage",61,-94,67,-167,61,-1,""
10908,926120409,"mob",9500323,"Kitty from Cheese Storage",-13,108,47,-28,52,-1,""
10909,926120409,"mob",9500324,"Kitty from Cheese Storage",252,108,53,252,386,2,""
10910,926120409,"mob",9500324,"Kitty from Cheese Storage",-331,-138,79,-377,-331,1,""
10911,926120409,"mob",9500324,"Kitty from Cheese Storage",206,-94,36,42,298,3,""
10912,926120409,"mob",9500324,"Kitty from Cheese Storage",-259,307,17,-273,-199,1,""
10913,926120409,"mob",9500323,"Kitty from Cheese Storage",151,307,25,89,159,-1,""
10914,926120409,"mob",9500323,"Kitty from Cheese Storage",-57,307,21,-79,-57,-1,""
10915,926120409,"mob",9500324,"Kitty from Cheese Storage",-453,77,59,-510,-397,2,""
10916,926120409,"mob",9500324,"Kitty from Cheese Storage",-208,108,45,-208,-149,2,""
10917,926120409,"reactor",2612006,NULL,-70,-366,0,0,0,-1,""
10918,926120409,"reactor",2612006,NULL,-159,-342,0,0,0,-1,""
10919,926120409,"reactor",2612006,NULL,9,-313,0,0,0,-1,""
10920,926120409,"reactor",2612007,NULL,-153,-459,0,0,0,-1,""
10921,926120409,"reactor",2612007,NULL,-71,-504,0,0,0,-1,""
10922,926120409,"reactor",2612007,NULL,60,-451,0,0,0,-1,""
10923,970042517,"mob",9500361,"Leviathan",-15,2482,7,-389,378,-1,""
10924,970042517,"npc",9000037,"Agent Meow",-320,2482,1,-370,-270,0,"faces_left"
10925,912020000,"reactor",1200000,NULL,-900,105,0,0,0,0,""
10926,912020000,"reactor",1200000,NULL,-340,105,0,0,0,0,""
10927,912020000,"reactor",1200000,NULL,-39,106,0,0,0,0,""
10928,912020000,"reactor",1200000,NULL,-792,-160,0,0,0,0,""
10929,912020000,"reactor",1200000,NULL,-594,106,0,0,0,0,""
10930,912020000,"reactor",1200000,NULL,335,106,0,0,0,0,""
10931,912020000,"reactor",1200000,NULL,662,108,0,0,0,0,""
10932,912020000,"reactor",1200000,NULL,597,-125,0,0,0,0,""
10933,912020000,"reactor",1200000,NULL,978,107,0,0,0,0,""
10934,912020000,"reactor",1209000,NULL,1287,106,0,0,0,0,""
10935,970032106,"mob",9500357,"Snow Yeti",217,274,8,-340,610,-1,""
10936,970032106,"npc",9000037,"Agent Meow",-230,-74,27,-280,-180,0,"faces_left"
10937,910200001,"mob",9300091,"Buff Rocky in the Dark",121,155,4,-700,430,1,""
10938,910200001,"mob",9300091,"Buff Rocky in the Dark",-273,155,6,-700,430,1,""
10939,910200001,"mob",9300091,"Buff Rocky in the Dark",-487,-181,18,-698,-216,1,""
10940,910200001,"mob",9300091,"Buff Rocky in the Dark",-189,-181,23,-189,434,1,""
10941,910200001,"mob",9300091,"Buff Rocky in the Dark",175,-181,25,-176,434,1,""
10942,910200001,"mob",9300091,"Buff Rocky in the Dark",-344,-181,17,-698,-216,0,""
10943,910200001,"mob",9300091,"Buff Rocky in the Dark",-386,-512,41,-696,-216,1,""
10944,910200001,"mob",9300091,"Buff Rocky in the Dark",-175,-512,49,-176,433,1,""
10945,910200001,"mob",9300091,"Buff Rocky in the Dark",60,-512,48,-176,433,1,""
10946,910200001,"mob",9300091,"Buff Rocky in the Dark",294,-512,47,-176,433,1,""
10947,910200001,"mob",9300091,"Buff Rocky in the Dark",-368,-880,34,-368,435,1,""
10948,910200001,"mob",9300091,"Buff Rocky in the Dark",55,-880,36,-351,435,1,""
10949,910200001,"reactor",1021001,NULL,-199,-198,0,0,0,0,""
10950,910200001,"reactor",1021001,NULL,130,-529,0,0,0,0,""
10951,910200001,"reactor",1021001,NULL,-304,-529,0,0,0,0,""
10952,910200001,"reactor",1022000,NULL,-156,-948,0,0,0,0,""
10953,910200001,"reactor",1020003,NULL,311,138,0,0,0,0,""
10954,910200001,"reactor",1020003,NULL,7,138,0,0,0,0,""
10955,910200001,"reactor",1021000,NULL,-381,-198,0,0,0,0,""
10956,910200001,"reactor",1020004,NULL,-581,-198,0,0,0,0,""
10957,910200001,"reactor",1021000,NULL,-225,138,0,0,0,0,""
10958,910200001,"reactor",1021001,NULL,74,-198,0,0,0,0,""
10959,910200001,"reactor",1021001,NULL,-89,-529,0,0,0,0,""
10960,910200001,"reactor",1020005,NULL,363,-529,0,0,0,0,""
10961,970030507,"mob",9500341,"Faust",1069,-142,7,560,1330,-1,""
10962,970030507,"npc",9000037,"Agent Meow",679,-382,13,629,728,0,"faces_left"
10963,920010601,"mob",9300041,"Cellion in Tower of Goddess",139,-1444,145,-290,200,-1,""
10964,920010601,"mob",9300041,"Cellion in Tower of Goddess",-43,-1444,145,-290,200,-1,""
10965,920010601,"mob",9300041,"Cellion in Tower of Goddess",-229,-1444,145,-290,200,-1,""
10966,920010601,"mob",9300041,"Cellion in Tower of Goddess",22,-1845,148,-290,200,-1,""
10967,920010601,"mob",9300041,"Cellion in Tower of Goddess",154,-1845,148,-290,200,-1,""
10968,920010601,"mob",9300041,"Cellion in Tower of Goddess",-212,-1845,148,-290,200,-1,""
10969,920010601,"mob",9300041,"Cellion in Tower of Goddess",132,-1046,142,-290,200,-1,""
10970,920010601,"mob",9300041,"Cellion in Tower of Goddess",-255,-1046,142,-290,200,-1,""
10971,920010601,"mob",9300041,"Cellion in Tower of Goddess",-93,-1845,148,-290,200,-1,""
10972,920010601,"mob",9300041,"Cellion in Tower of Goddess",-43,-1046,142,-290,200,-1,""
10973,926023400,"mob",9700026,"Mummy",369,125,10,-507,507,1,""
10974,926023400,"mob",9700026,"Mummy",369,125,10,-507,507,1,""
10975,926023400,"mob",9700026,"Mummy",369,125,10,-507,507,1,""
10976,926023400,"mob",9700026,"Mummy",-370,125,6,-507,507,1,"faces_left"
10977,926023400,"mob",9700026,"Mummy",-370,125,6,-507,507,1,"faces_left"
10978,926023400,"mob",9700026,"Mummy",-370,125,6,-507,507,1,"faces_left"
10979,926023400,"mob",9700026,"Mummy",-420,-55,18,-507,507,1,"faces_left"
10980,926023400,"mob",9700026,"Mummy",-420,-55,18,-507,507,1,"faces_left"
10981,926023400,"mob",9700026,"Mummy",426,-55,13,-507,507,1,""
10982,926023400,"mob",9700026,"Mummy",426,-55,13,-507,507,1,""
10983,926023400,"mob",9700027,"Pharaoh Snake",369,125,10,-507,507,1,""
10984,926023400,"mob",9700027,"Pharaoh Snake",369,125,10,-507,507,1,""
10985,926023400,"mob",9700027,"Pharaoh Snake",369,125,10,-507,507,1,""
10986,926023400,"mob",9700027,"Pharaoh Snake",369,125,10,-507,507,1,""
10987,926023400,"mob",9700027,"Pharaoh Snake",369,125,10,-507,507,1,""
10988,926023400,"mob",9700027,"Pharaoh Snake",426,-55,13,-507,507,1,""
10989,926023400,"mob",9700027,"Pharaoh Snake",426,-55,13,-507,507,1,""
10990,926023400,"mob",9700027,"Pharaoh Snake",426,-55,13,-507,507,1,""
10991,926023400,"mob",9700027,"Pharaoh Snake",426,-55,13,-507,507,1,""
10992,926023400,"mob",9700027,"Pharaoh Snake",426,-55,13,-507,507,1,""
10993,926023400,"mob",9700027,"Pharaoh Snake",-420,-55,18,-507,507,1,"faces_left"
10994,926023400,"mob",9700027,"Pharaoh Snake",-420,-55,18,-507,507,1,"faces_left"
10995,926023400,"mob",9700027,"Pharaoh Snake",-420,-55,18,-507,507,1,"faces_left"
10996,926023400,"mob",9700027,"Pharaoh Snake",-420,-55,18,-507,507,1,"faces_left"
10997,926023400,"mob",9700027,"Pharaoh Snake",-420,-55,18,-507,507,1,"faces_left"
10998,926023400,"mob",9700027,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
10999,926023400,"mob",9700027,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
11000,926023400,"mob",9700027,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
11001,926023400,"mob",9700027,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
11002,926023400,"mob",9700027,"Pharaoh Snake",-370,125,6,-507,507,1,"faces_left"
11003,926023400,"mob",9700028,"Anubis",369,125,10,-507,507,1,""
11004,926023400,"mob",9700028,"Anubis",369,125,10,-507,507,1,""
11005,926023400,"mob",9700028,"Anubis",369,125,10,-507,507,1,""
11006,926023400,"mob",9700028,"Anubis",369,125,10,-507,507,1,""
11007,926023400,"mob",9700028,"Anubis",369,125,10,-507,507,1,""
11008,926023400,"mob",9700028,"Anubis",-370,125,6,-507,507,1,"faces_left"
11009,926023400,"mob",9700028,"Anubis",-370,125,6,-507,507,1,"faces_left"
11010,926023400,"mob",9700028,"Anubis",-370,125,6,-507,507,1,"faces_left"
11011,926023400,"mob",9700028,"Anubis",-370,125,6,-507,507,1,"faces_left"
11012,926023400,"mob",9700028,"Anubis",-370,125,6,-507,507,1,"faces_left"
11013,926023400,"mob",9700028,"Anubis",-420,-55,18,-507,507,1,"faces_left"
11014,926023400,"mob",9700028,"Anubis",-420,-55,18,-507,507,1,"faces_left"
11015,926023400,"mob",9700028,"Anubis",-420,-55,18,-507,507,1,"faces_left"
11016,926023400,"mob",9700028,"Anubis",-420,-55,18,-507,507,1,"faces_left"
11017,926023400,"mob",9700028,"Anubis",-420,-55,18,-507,507,1,"faces_left"
11018,926023400,"mob",9700028,"Anubis",426,-55,13,-507,507,1,""
11019,926023400,"mob",9700028,"Anubis",426,-55,13,-507,507,1,""
11020,926023400,"mob",9700028,"Anubis",426,-55,13,-507,507,1,""
11021,926023400,"mob",9700028,"Anubis",426,-55,13,-507,507,1,""
11022,926023400,"mob",9700028,"Anubis",426,-55,13,-507,507,1,""
11023,926023400,"npc",2103013,"Duarte",-269,-175,83,-319,-219,0,"faces_left"
11024,970032710,"mob",9500363,"Pianus",281,138,11,167,430,-1,""
11025,970032710,"npc",9000037,"Agent Meow",-393,168,33,-443,-343,0,"faces_left"
11026,970042506,"mob",9500361,"Leviathan",-15,2482,7,-389,378,-1,""
11027,970042506,"npc",9000037,"Agent Meow",-320,2482,1,-370,-270,0,"faces_left"
11028,922211200,"mob",9500182,"Watermelon Guard Hogol ",-254,333,31,-700,610,-1,""
11029,922211200,"mob",9500182,"Watermelon Guard Hogol ",70,333,16,-700,610,-1,""
11030,922211200,"mob",9500182,"Watermelon Guard Hogol ",476,33,34,346,610,-1,""
11031,922211200,"mob",9500182,"Watermelon Guard Hogol ",164,-27,61,76,292,-1,""
11032,922211200,"mob",9500182,"Watermelon Guard Hogol ",418,-327,91,256,610,-1,""
11033,922211200,"mob",9500182,"Watermelon Guard Hogol ",-88,-567,39,-700,610,-1,""
11034,922211200,"mob",9500182,"Watermelon Guard Hogol ",-618,33,6,-700,-518,-1,""
11035,922211200,"mob",9500182,"Watermelon Guard Hogol ",-616,-267,85,-700,-518,-1,""
11036,922211200,"mob",9500183,"Watermelon Guard Hogol ",140,-267,67,76,202,3,""
11037,922211200,"mob",9500183,"Watermelon Guard Hogol ",-48,-267,103,-104,22,8,""
11038,922211200,"mob",9500183,"Watermelon Guard Hogol ",-372,-27,83,-464,-248,8,""
11039,922211200,"mob",9500183,"Watermelon Guard Hogol ",-402,-267,5,-464,-338,8,""
11040,922211200,"reactor",2222001,NULL,-100,-736,0,0,0,-1,""
11041,922010201,"reactor",2202003,NULL,142,-804,0,0,0,-1,"faces_left"
11042,922010201,"reactor",2202003,NULL,-133,-1460,0,0,0,-1,""
11043,922010201,"reactor",2202003,NULL,149,-3113,0,0,0,-1,"faces_left"
11044,922010201,"reactor",2202003,NULL,132,-2209,0,0,0,-1,"faces_left"
11045,970040700,"mob",9500343,"Alishar",917,184,82,430,1190,-1,""
11046,970040700,"npc",9000037,"Agent Meow",478,184,83,430,528,0,"faces_left"
11047,980000503,"npc",2042002,"Spiegelmann",227,-30,10,185,277,0,""
11048,970040912,"mob",9500345,"Mushmom",-623,215,17,-1150,-380,-1,""
11049,970040912,"npc",9000037,"Agent Meow",-941,-55,5,-991,-891,0,"faces_left"
11050,970031605,"mob",9500352,"King Sage Cat",79,543,13,-385,475,-1,""
11051,970031605,"npc",9000037,"Agent Meow",-289,273,5,-339,-248,0,"faces_left"
11052,920011100,"reactor",2002014,NULL,-184,357,0,0,0,-1,""
11053,920011100,"reactor",2002014,NULL,282,549,0,0,0,-1,""
11054,920011100,"reactor",2002014,NULL,278,204,0,0,0,-1,""
11055,920011100,"reactor",2002014,NULL,-175,41,0,0,0,-1,""
11056,920011100,"reactor",2002014,NULL,-92,-175,0,0,0,-1,""
11057,920011100,"reactor",2002014,NULL,178,-380,0,0,0,-1,""
11058,920011100,"reactor",2002014,NULL,294,-24,0,0,0,-1,""
11059,920011100,"reactor",2002014,NULL,282,-249,0,0,0,-1,""
11060,920011100,"reactor",2002014,NULL,-186,-371,0,0,0,-1,""
