itemid,"flags","cure_ailments",effect,hp,mp,hp_percentage,mp_percentage,move_to,decrease_hunger,decrease_fatigue,carnival_points,create_item,prob,buff_time,weapon_attack,magic_attack,weapon_defense,magic_defense,accuracy,avoid,speed,jump,morph,"drop_up",drop_up_item,drop_up_item_range,drop_up_map_ranges,defense_vs_ice,defense_vs_fire,defense_vs_lightning,defense_vs_poison,defense_vs_stun,defense_vs_weakness,defense_vs_curse,defense_vs_darkness,defense_vs_seal
2022077,"","",0,0,0,0,0,0,0,0,0,0,0,900,12,12,12,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022078,"","",0,0,0,0,0,0,0,0,0,0,0,900,15,15,15,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022079,"","",0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022086,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,600,8,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022087,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,600,0,0,15,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022088,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,600,0,10,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022089,"","",0,0,0,0,0,0,0,0,0,0,0,1200,7,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022090,"","",0,0,0,0,0,0,0,0,0,0,0,1800,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022091,"","",0,0,0,0,0,0,0,0,0,0,0,1800,0,0,50,50,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022092,"","",0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,30,30,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022093,"","",0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,20,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022094,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022096,"","",0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022097,"","",0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022098,"","",0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,5,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022099,"","",0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022100,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022101,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022102,"","",0,0,0,0,0,0,0,0,0,0,0,600,8,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022103,"","",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022105,"","",0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022106,"","",0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022107,"","",0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022108,"","",1,0,0,0,0,0,0,0,0,0,0,3600,30,40,200,200,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022109,"","",1,0,0,0,0,0,0,0,0,0,0,3600,25,35,150,150,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022112,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022113,"","",0,700,400,0,0,0,0,0,0,0,0,600,0,0,50,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022116,"","",0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022117,"","",0,0,0,0,0,0,0,0,0,0,0,1200,20,20,50,50,30,30,10,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022118,"","",0,0,0,0,0,0,0,0,0,0,0,1200,10,10,30,30,20,20,3,3,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022119,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022120,"","",0,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022121,"","",0,100,100,0,0,0,0,0,0,0,0,600,120,0,100,0,30,30,10,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022123,"","",0,400,500,0,0,0,0,0,0,0,0,600,0,120,0,100,30,30,10,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022124,"meso_up","",0,0,0,0,0,0,0,0,0,0,100,7200,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022125,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022126,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022127,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022128,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022129,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022130,"","",0,1200,900,0,0,0,0,0,0,0,0,1200,0,0,12,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022131,"","",0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022132,"","",0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022142,"","",0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,10,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022143,"","",0,0,0,0,0,0,0,0,0,0,0,900,0,10,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022144,"","",0,0,0,0,0,0,0,0,0,0,0,900,8,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022145,"","",0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022146,"","",0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022147,"","",0,0,0,0,0,0,0,0,0,0,0,600,6,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022148,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,12,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022149,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,10,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022150,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,12,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022151,"","",0,0,0,0,0,0,0,0,0,0,0,3600,20,20,100,100,50,50,10,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022152,"","",0,0,0,0,0,0,0,0,0,0,0,1200,10,10,30,30,20,20,3,3,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022153,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022154,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022155,"","",0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022156,"","",0,0,0,0,0,0,0,0,0,0,0,1800,13,13,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022157,"auto_consume","",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022158,"auto_consume","",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022159,"auto_consume","",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022160,"auto_consume,party_item","",0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022161,"auto_consume,party_item","",0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022162,"auto_consume,party_item","",0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022163,"auto_consume,party_item","darkness,poison,curse,seal,weakness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022164,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022165,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022166,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022174,"auto_consume","",0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022175,"auto_consume","",0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022176,"auto_consume","",0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022177,"auto_consume","",0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022178,"auto_consume","darkness,poison,curse,seal,weakness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022179,"","",0,0,0,90,90,0,0,0,0,0,0,600,100,100,20,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022180,"","",0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022181,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,40,40,40,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022182,"","",0,0,0,0,0,0,0,0,0,0,0,400,20,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022183,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022184,"","",0,0,0,0,0,0,0,0,0,0,0,1200,13,13,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022185,"","",0,0,0,0,0,0,0,0,0,0,0,600,20,20,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022186,"prevent_freezing","",0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022187,"prevent_drowning","",0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022189,"","",0,500,500,0,0,0,0,0,0,0,0,1800,0,0,20,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022190,"","",0,2000,2000,0,0,0,0,0,0,0,0,480,2,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022191,"","",0,900,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022192,"","",0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022193,"","",0,0,0,0,0,0,0,0,0,0,0,900,0,40,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022194,"","",0,0,0,0,0,0,0,0,0,0,0,1200,12,20,20,20,8,8,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022195,"","",0,0,0,80,90,0,0,0,0,0,0,1800,2,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022196,"","",0,0,0,0,0,0,0,0,0,0,0,1800,5,3,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022197,"","",0,0,0,0,0,0,0,0,0,0,0,1800,8,5,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022198,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022199,"","",0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022200,"","",0,0,0,0,0,0,0,0,0,0,0,1800,10,8,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022203,"","",0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022204,"","",0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022205,"","",0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022206,"","",0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022207,"","",0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022208,"","",0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022209,"","",0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022210,"","",0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022211,"","",0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022212,"","",0,0,0,0,0,0,0,0,0,0,0,300,0,8,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022213,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,8,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022214,"","",0,0,0,0,0,0,0,0,0,0,0,300,8,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022215,"","",0,0,0,0,0,0,0,0,0,0,0,600,8,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022224,"","",0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022225,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022226,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022227,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022228,"","",0,0,0,-40,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022238,"","",0,0,0,0,0,0,0,0,0,0,0,480,8,15,12,12,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022239,"","",0,0,0,0,0,0,0,0,0,0,0,1800,10,10,30,30,20,20,7,5,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022240,"","",0,0,0,0,0,0,0,0,0,0,0,3600,10,10,30,30,20,20,7,5,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022242,"","",0,0,0,50,50,0,0,0,0,0,0,600,14,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022243,"","",0,0,0,100,100,0,0,0,0,0,0,600,0,0,50,50,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022244,"","",0,0,0,25,25,0,0,0,0,0,0,600,0,0,0,0,10,10,10,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022245,"","",0,0,0,0,0,0,0,0,0,0,0,50,60,0,0,0,0,60,60,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022246,"","",0,0,0,0,0,0,0,0,0,0,0,300,0,0,15,15,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022247,"","",0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022248,"","",0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022249,"","",0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022250,"","",0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022251,"","",0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,100,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022252,"","",0,0,0,0,0,0,0,0,0,0,0,60,3,3,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022253,"","",0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,3,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022255,"","",0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022256,"","",0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022257,"","",0,0,0,0,0,0,0,0,0,0,0,600,5,5,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022258,"","",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022259,"","",0,100,0,0,0,0,0,0,0,0,0,300,5,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022260,"","",0,100,0,0,0,0,0,0,0,0,0,300,0,0,0,0,5,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022261,"","",0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022262,"","",0,0,0,0,0,0,0,0,0,0,0,180,0,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022263,"","",0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022264,"","",0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022265,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022266,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,60,15,15,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022267,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,25,15,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022268,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022269,"auto_consume,barrier","",1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022271,"","",0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022272,"","",0,2385,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022273,"","",0,0,0,0,0,0,0,0,0,0,0,120,0,220,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022274,"","",0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,40,25,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022275,"","",0,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022276,"","",0,0,0,0,0,0,0,0,0,0,0,180,40,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022277,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,200,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022278,"","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022279,"","",0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022280,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022281,"","",0,0,0,0,0,0,0,0,0,0,0,300,10,10,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022282,"","",0,0,0,0,0,0,0,0,0,0,0,480,140,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022283,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,200,100,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022284,"","",0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,50,50,0,10,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022285,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022296,"","",0,0,0,0,0,0,0,0,0,0,0,1800,8,12,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022302,"","",0,0,0,0,0,0,0,0,0,0,0,900,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022303,"","",0,0,0,0,0,0,0,0,0,0,0,1800,20,30,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022305,"","",0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,100,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022306,"","",0,0,0,0,0,0,0,0,0,0,0,1200,35,0,0,0,10,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022307,"","",0,0,0,0,0,0,0,0,0,0,0,1200,0,90,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022308,"","",0,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022309,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022310,"","",0,300,300,0,0,0,0,0,0,0,0,180,0,0,0,0,30,0,30,30,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022311,"","",0,0,0,0,0,0,0,0,0,0,0,180,30,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022323,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022324,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022326,"","",0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022332,"","",0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,20,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022333,"","",0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,40,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022335,"","",0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022336,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022337,"","",0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022338,"","",0,0,0,0,0,0,0,0,0,0,0,900,14,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022339,"","",0,0,0,0,0,0,0,0,0,0,0,600,22,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
