id,dropperid,"flags",itemid,minimum_quantity,maximum_quantity,questid,chance
2008,3230304,"",2040316,1,1,0,826
2009,3230304,"",2049000,1,1,0,55
2010,3230304,"",4130002,1,1,0,7157
2011,3230304,"",4130017,1,1,0,6089
2012,3230305,"",4000110,1,1,0,457995
2013,3230305,"",4000003,1,1,0,407095
2014,3230305,"",4000018,1,1,0,445848
2015,3230305,"",2060000,10,25,0,39572
2016,3230305,"",2061000,10,25,0,26920
2017,3230305,"",4020003,1,1,0,15861
2018,3230305,"",4004001,1,1,0,693
2019,3230305,"",2000002,1,1,0,32727
2020,3230305,"",2000003,1,1,0,41550
2021,3230305,"",2041001,1,1,0,680
2022,3230305,"",1032002,1,1,0,184
2023,3230305,"",1041066,1,1,0,424
2024,3230305,"",1061061,1,1,0,240
2025,3230305,"",1040029,1,1,0,282
2026,3230305,"",1060020,1,1,0,529
2027,3230305,"",1002184,1,1,0,95
2028,3230305,"",1002099,1,1,0,97
2029,3230305,"",1082064,1,1,0,528
2030,3230305,"",1082075,1,1,0,516
2031,3230305,"",1072119,1,1,0,300
2032,3230305,"",1442009,1,1,0,13
2033,3230305,"",1051033,1,1,0,51
2034,3230305,"",1492005,1,1,0,40
2035,3230305,"",2330001,1,1,0,544
2036,3230305,"",2040926,1,1,0,641
2037,3230305,"",4130003,1,1,0,5807
2038,3230305,"",4130004,1,1,0,7265
2039,3230305,"",4130014,1,1,0,7153
2040,3230306,"",4000115,1,1,0,475313
2041,3230306,"",1092021,1,1,0,301
2042,3230306,"",2002006,1,1,0,33852
2043,3230306,"",2060000,10,25,0,38962
2044,3230306,"",2061000,10,25,0,30591
2045,3230306,"",4010006,1,1,0,19636
2046,3230306,"",4004002,1,1,0,399
2047,3230306,"",4010001,1,1,0,17003
2048,3230306,"",2000002,1,1,0,30635
2049,3230306,"",2000003,1,1,0,37648
2050,3230306,"",2043702,1,1,0,450
2051,3230306,"",2044201,1,1,0,272
2052,3230306,"",4006000,1,1,0,68889
2053,3230306,"",1072032,1,1,0,325
2054,3230306,"",1072041,1,1,0,343
2055,3230306,"",1051006,1,1,0,103
2056,3230306,"",1082069,1,1,0,241
2057,3230306,"",1072089,1,1,0,270
2058,3230306,"",1041069,1,1,0,479
2059,3230306,"",1061064,1,1,0,108
2060,3230306,"",1002182,1,1,0,83
2061,3230306,"",1002155,1,1,0,47
2062,3230306,"",1040085,1,1,0,122
2063,3230306,"",1060074,1,1,0,363
2064,3230306,"",1492005,1,1,0,171
2065,3230306,"",2044901,1,1,0,867
2066,3230306,"",4130000,1,1,0,6022
2067,3230306,"",4130010,1,1,0,5211
2068,3230307,"",4000123,1,1,0,496128
2069,3230307,"",2060000,10,25,0,37930
2070,3230307,"",2061000,10,25,0,23699
2071,3230307,"",4004001,1,1,0,130
2072,3230307,"",4020008,1,1,0,16052
2073,3230307,"",4010001,1,1,0,19707
2074,3230307,"",2000002,1,1,0,38011
2075,3230307,"",2000003,1,1,0,37507
2076,3230307,"",4003004,1,1,0,24548
2077,3230307,"",4000003,1,1,0,483324
2078,3230307,"",1051004,1,1,0,121
2079,3230307,"",1332004,1,1,0,380
2080,3230307,"",1040069,1,1,0,215
2081,3230307,"",1060058,1,1,0,591
2082,3230307,"",1002036,1,1,0,133
2083,3230307,"",1312005,1,1,0,826
2084,3230307,"",1082008,1,1,0,666
2085,3230307,"",1072104,1,1,0,115
2086,3230307,"",1302004,1,1,0,761
2087,3230307,"",1002183,1,1,0,163
2088,3230307,"",1002152,1,1,0,150
2089,3230307,"",1072120,1,1,0,151
2090,3230307,"",1082023,1,1,0,755
2091,3230307,"",1482004,1,1,0,116
2092,3230307,"",2040929,1,1,0,890
2093,3230307,"",2044110,1,1,0,272
2094,3230307,"",4130010,1,1,0,5626
2095,3230307,"",4130013,1,1,0,6349
2096,3230308,"",4000116,1,1,0,421973
2097,3230308,"",2002008,1,1,0,40093
2098,3230308,"",2060000,10,25,0,28384
2099,3230308,"",2061000,10,25,0,33143
2100,3230308,"",4020008,1,1,0,15628
2101,3230308,"",4004002,1,1,0,633
2102,3230308,"",2000002,1,1,0,36769
2103,3230308,"",2000003,1,1,0,41059
2104,3230308,"",4020001,1,1,0,15992
2105,3230308,"",2040902,1,1,0,806
2106,3230308,"",1322003,1,1,0,449
2107,3230308,"",4003005,1,1,0,23814
2108,3230308,"",4000003,1,1,0,430985
2109,3230308,"",1402006,1,1,0,261
2110,3230308,"",1422008,1,1,0,121
2111,3230308,"",1372000,1,1,0,399
2112,3230308,"",1072107,1,1,0,485
2113,3230308,"",1072120,1,1,0,108
2114,3230308,"",1072115,1,1,0,309
2115,3230308,"",1092012,1,1,0,360
2116,3230308,"",1082073,1,1,0,220
2117,3230308,"",1041085,1,1,0,204
2118,3230308,"",1061084,1,1,0,240
2119,3230308,"",1051033,1,1,0,91
2120,3230308,"",1082065,1,1,0,74
2121,3230308,"",1082010,1,1,0,491
2122,3230308,"",1082083,1,1,0,16
2123,3230308,"",1482005,1,1,0,237
2124,3230308,"",2043210,1,1,0,897
2125,3230308,"",4130004,1,1,0,6194
2126,3230308,"",4130006,1,1,0,7409
2127,3230308,"",4130015,1,1,0,6311
2128,3230400,"",4000127,1,1,0,452286
2129,3230400,"",2000002,1,1,0,34625
2130,3230400,"",2000003,1,1,0,37478
2131,3230400,"",2060000,10,25,0,30449
2132,3230400,"",2061000,10,25,0,27784
2133,3230400,"",4010001,1,1,0,18072
2134,3230400,"",4020007,1,1,0,17565
2135,3230400,"",4006001,1,1,0,41276
2136,3230400,"",4004004,1,1,0,195
2137,3230400,"",1092008,1,1,0,94
2138,3230400,"",2070002,1,1,0,440
2139,3230400,"",1302013,1,1,0,274
2140,3230400,"",1402008,1,1,0,103
2141,3230400,"",1041033,1,1,0,236
2142,3230400,"",1062006,1,1,0,565
2143,3230400,"",1041049,1,1,0,331
2144,3230400,"",1061045,1,1,0,109
2145,3230400,"",1050011,1,1,0,38
2146,3230400,"",1082053,1,1,0,784
2147,3230400,"",1040074,1,1,0,399
2148,3230400,"",1060063,1,1,0,331
2149,3230400,"",1002144,1,1,0,171
2150,3230400,"",1372000,1,1,0,524
2151,3230400,"",1492004,1,1,0,102
2152,3230400,"",2044901,1,1,0,586
2153,3230400,"",2044414,1,1,0,544
2154,3230400,"",2049100,1,1,0,57
2155,3230400,"",4130001,1,1,0,5933
2156,3230400,"",4130008,1,1,0,7796
2157,3230400,"",4130015,1,1,0,7574
2158,3230405,"",4000154,1,1,0,413046
2159,3230405,"",2002005,1,1,0,36335
2160,3230405,"",4131005,1,1,0,6668
2161,3230405,"",2060000,10,25,0,34407
2162,3230405,"",2061000,10,25,0,32480
2163,3230405,"",4010001,1,1,0,15716
2164,3230405,"",1372012,1,1,0,861
2165,3230405,"",4010000,1,1,0,18550
2166,3230405,"",4020002,1,1,0,19546
2167,3230405,"",2000002,1,1,0,43716
2168,3230405,"",2000003,1,1,0,46861
2169,3230405,"",2040302,1,1,0,740
2170,3230405,"",1082054,1,1,0,458
2171,3230405,"",1060062,1,1,0,142
2172,3230405,"",1040073,1,1,0,50
2173,3230405,"",1002177,1,1,0,145
2174,3230405,"",1051023,1,1,0,29
2175,3230405,"",1302009,1,1,0,659
2176,3230405,"",1312007,1,1,0,595
2177,3230405,"",1332011,1,1,0,273
2178,3230405,"",1332031,1,1,0,853
2179,3230405,"",1072122,1,1,0,108
2180,3230405,"",1072128,1,1,0,184
2181,3230405,"",1082009,1,1,0,299
2182,3230405,"",1082192,1,1,0,545
2183,3230405,"",2044410,1,1,0,763
2184,3230405,"",4130009,1,1,0,5057
2185,3230405,"",4130013,1,1,0,5394
2186,4110300,"",2000002,1,1,0,37816
2187,4110300,"",2000003,1,1,0,34123
2188,4110300,"",4010006,1,1,0,18889
2189,4110300,"",4020007,1,1,0,16396
2190,4110300,"",2000004,1,1,0,46852
2191,4110300,"",2060000,10,25,0,23785
2192,4110300,"",2061000,10,25,0,20816
2193,4110300,"",4004004,1,1,0,418
2194,4110300,"",2041019,1,1,0,471
2195,4110300,"",1002045,1,1,0,112
2196,4110300,"",1061062,1,1,0,590
2197,4110300,"",1041067,1,1,0,469
2198,4110300,"",1050037,1,1,0,103
2199,4110300,"",1041076,1,1,0,315
2200,4110300,"",1060073,1,1,0,436
2201,4110300,"",1412005,1,1,0,118
2202,4110300,"",1452007,1,1,0,111
2203,4110300,"",1002213,1,1,0,131
2204,4110300,"",1002085,1,1,0,103
2205,4110300,"",1032012,1,1,0,154
2206,4110300,"",1040096,1,1,0,332
2207,4110300,"",1060085,1,1,0,129
2208,4110300,"",4000357,1,1,0,470158
2209,4110300,"",1052116,1,1,0,69
2210,4110300,"",2330002,1,1,0,535
2211,4110300,"",4130002,1,1,0,6606
2212,4110300,"",4130012,1,1,0,5664
2213,4110300,"",4130013,1,1,0,5171
2214,4110301,"",2000002,1,1,0,35887
2215,4110301,"",2000003,1,1,0,34081
2216,4110301,"",4010002,1,1,0,17706
2217,4110301,"",4010004,1,1,0,17738
2218,4110301,"",4004000,1,1,0,576
2219,4110301,"",2060000,10,25,0,35742
2220,4110301,"",2061000,10,25,0,22522
2221,4110301,"",2040504,1,1,0,718
2222,4110301,"",2044002,1,1,0,270
2223,4110301,"",1002085,1,1,0,113
2224,4110301,"",1382001,1,1,0,789
2225,4110301,"",1082010,1,1,0,465
2226,4110301,"",1041077,1,1,0,162
2227,4110301,"",4000358,1,1,0,475536
2228,4110301,"",4130007,1,1,0,6272
2229,4110301,"",4130012,1,1,0,5042
2230,4110302,"",2000002,1,1,0,45275
2231,4110302,"",2000003,1,1,0,48808
2232,4110302,"",4020000,1,1,0,17431
2233,4110302,"",4020006,1,1,0,18740
2234,4110302,"",4130012,1,1,0,7808
2235,4110302,"",2044102,1,1,0,842
2236,4110302,"",1372007,1,1,0,243
2237,4110302,"",1002215,1,1,0,189
2238,4110302,"",4006001,1,1,0,65873
2239,4110302,"",1040089,1,1,0,210
2240,4110302,"",1050045,1,1,0,187
2241,4110302,"",4004002,1,1,0,477
2242,4110302,"",2040001,1,1,0,528
2243,4110302,"",4000359,1,1,0,425201
2244,4110302,"",1082198,1,1,0,391
2245,4130100,"",4000014,1,1,0,476358
2246,4130100,"",4020008,1,1,0,15876
2247,4130100,"",2000002,1,1,0,40819
2248,4130100,"",2000004,1,1,0,47208
2249,4130100,"",4010005,1,1,0,15325
2250,4130100,"",4000030,1,1,0,464915
2251,4130100,"",2000003,1,1,0,46208
2252,4130100,"",4006001,1,1,0,63609
2253,4130100,"",1050022,1,1,0,155
2254,4130100,"",1002138,1,1,0,169
2255,4130100,"",1322016,1,1,0,517
2256,4130100,"",1082064,1,1,0,16
2257,4130100,"",1060069,1,1,0,486
2258,4130100,"",1040079,1,1,0,313
2259,4130100,"",1002045,1,1,0,91
2260,4130100,"",1382001,1,1,0,757
2261,4130100,"",1050046,1,1,0,175
2262,4130100,"",1302010,1,1,0,898
2263,4130100,"",1332016,1,1,0,376
2264,4130100,"",1072133,1,1,0,453
2265,4130100,"",1072125,1,1,0,224
2266,4130100,"",1052113,1,1,0,130
2267,4130100,"",2040025,1,1,0,376
2268,4130100,"",2040621,1,1,0,841
2269,4130100,"",2044014,1,1,0,394
2270,4130100,"",2049100,1,1,0,28
2271,4130100,"",4130006,1,1,0,6652
2272,4130100,"",4130016,1,1,0,7213
2273,4130101,"",4000045,1,1,0,457275
2274,4130101,"",2041013,1,1,0,567
2275,4130101,"",2000002,1,1,0,33014
2276,4130101,"",2000004,1,1,0,43016
2277,4130101,"",2000003,1,1,0,47275
2278,4130101,"",4020001,1,1,0,18802
2279,4130101,"",4010002,1,1,0,17293
2280,4130101,"",2040805,1,1,0,536
2281,4130101,"",1472016,1,1,0,31
2282,4130101,"",1002152,1,1,0,187
2283,4130101,"",1002183,1,1,0,123
2284,4130101,"",1041081,1,1,0,137
2285,4130101,"",1061080,1,1,0,52
2286,4130101,"",1402003,1,1,0,249
2287,4130101,"",1092004,1,1,0,218
2288,4130101,"",1072124,1,1,0,111
2289,4130101,"",1072142,1,1,0,28
2290,4130101,"",1061088,1,1,0,511
2291,4130101,"",1041089,1,1,0,274
2292,4130101,"",1061078,1,1,0,120
2293,4130101,"",1041079,1,1,0,257
2294,4130101,"",1072303,1,1,0,499
2295,4130101,"",2040923,1,1,0,561
2296,4130101,"",4130003,1,1,0,7192
2297,4130101,"",4130005,1,1,0,6181
2298,4130101,"",4130009,1,1,0,5542
2299,4130102,"",4000062,1,1,0,429960
2300,4130102,"",2041014,1,1,0,284
2301,4130102,"",4004004,1,1,0,191
2302,4130102,"",2000002,1,1,0,32529
2303,4130102,"",2000004,1,1,0,42251
2304,4130102,"",2000003,1,1,0,46272
2305,4130102,"",4020006,1,1,0,15965
2306,4130102,"",4010003,1,1,0,18230
2307,4130102,"",4004000,1,1,0,537
2308,4130102,"",1302013,1,1,0,816
2309,4130102,"",2044201,1,1,0,315
2310,4130102,"",4006001,1,1,0,30415
2311,4130102,"",1051027,1,1,0,163
2312,4130102,"",1002092,1,1,0,146
2313,4130102,"",1040080,1,1,0,289
2314,4130102,"",1060068,1,1,0,551
2315,4130102,"",1072110,1,1,0,126
2316,4130102,"",1082063,1,1,0,21
2317,4130102,"",1041087,1,1,0,265
2318,4130102,"",1061086,1,1,0,299
2319,4130102,"",1040095,1,1,0,417
2320,4130102,"",1060084,1,1,0,268
2321,4130102,"",1082084,1,1,0,428
2322,4130102,"",1072132,1,1,0,313
2323,4130102,"",4130000,1,1,0,7739
2324,4130102,"",4130003,1,1,0,7695
2325,4130102,"",4130013,1,1,0,5960
2326,4130103,"",4000124,1,1,0,902456
2327,4130103,"",2060000,10,25,0,53832
2328,4130103,"",2061000,10,25,0,40512
2329,4130103,"",2000002,1,1,0,70516
2330,4130103,"",2000004,1,1,0,74418
2331,4130103,"",4131009,1,1,0,13414
2332,4130103,"",4010000,1,1,0,30872
2333,4130103,"",4005002,1,1,0,176
2334,4130103,"",2040902,1,1,0,1026
2335,4130103,"",4020007,1,1,0,38026
2336,4130103,"",4020000,1,1,0,35070
2337,4130103,"",4006000,1,1,0,140238
2338,4130103,"",1060052,1,1,0,660
2339,4130103,"",1040063,1,1,0,104
2340,4130103,"",1442009,1,1,0,294
2341,4130103,"",1082071,1,1,0,966
2342,4130103,"",1462006,1,1,0,326
2343,4130103,"",1051032,1,1,0,174
2344,4130103,"",1372007,1,1,0,1316
2345,4130103,"",1472019,1,1,0,372
2346,4130103,"",1072129,1,1,0,434
2347,4130103,"",1432004,1,1,0,408
2348,4130103,"",1072140,1,1,0,438
2349,4130103,"",1082085,1,1,0,672
2350,4130103,"",1312008,1,1,0,1124
2351,4130103,"",1492007,1,1,0,298
2352,4130103,"",2043210,1,1,0,788
2353,4130103,"",4130002,1,1,0,11320
2354,4130103,"",4130004,1,1,0,12534
2355,4130103,"",4130012,1,1,0,15240
2356,4220000,"",4000166,1,1,0,871230
2357,4220000,"",4000167,1,1,0,984280
2358,4220000,"",4010003,1,1,0,32340
2359,4220000,"",4020004,1,1,0,37008
2360,4220000,"",2000002,1,1,0,74728
2361,4220000,"",2000003,1,1,0,92046
2362,4220000,"",2040301,1,1,0,674
2363,4220000,"",2040302,1,1,0,1334
2364,4220000,"",2040516,1,1,0,1388
2365,4220000,"",2040517,1,1,0,1094
2366,4220000,"",2040704,1,1,0,766
2367,4220000,"",2040705,1,1,0,1230
2368,4220000,"",2040804,1,1,0,1086
2369,4220000,"",2040805,1,1,0,1348
2370,4220000,"",2041007,1,1,0,1016
2371,4220000,"",2041008,1,1,0,972
2372,4220000,"",1302010,1,1,0,1740
2373,4220000,"",1312008,1,1,0,258
2374,4220000,"",1322017,1,1,0,578
2375,4220000,"",1402003,1,1,0,20
2376,4220000,"",1412003,1,1,0,384
2377,4220000,"",1422005,1,1,0,58
2378,4220000,"",1432004,1,1,0,586
2379,4220000,"",1442005,1,1,0,404
2380,4220000,"",1452008,1,1,0,274
2381,4220000,"",1462007,1,1,0,208
2382,4220000,"",1332003,1,1,0,1086
2383,4220000,"",1472020,1,1,0,558
2384,4220000,"",1332016,1,1,0,218
2385,4220000,"",1482007,1,1,0,544
2386,4220000,"",1492007,1,1,0,190
2387,4220000,"",1382006,1,1,0,828
2388,4220000,"",1372007,1,1,0,370
2389,4220000,"",1442039,1,1,0,54
2390,4220000,"",2040029,1,1,0,424
2391,4220000,"",2040326,1,1,0,1416
2392,4220000,"",2044809,1,1,0,1416
2393,4220000,"",2049100,1,1,0,60
2394,4230100,"",4000023,1,1,0,407803
2395,4230100,"",2040001,1,1,0,461
2396,4230100,"",2000002,1,1,0,43726
2397,4230100,"",4010006,1,1,0,15997
2398,4230100,"",2000003,1,1,0,45887
2399,4230100,"",4010001,1,1,0,15055
2400,4230100,"",1002103,1,1,0,107
2401,4230100,"",2070010,1,1,0,263
2402,4230100,"",1462004,1,1,0,171
2403,4230100,"",1472013,1,1,0,161
2404,4230100,"",1412004,1,1,0,129
2405,4230100,"",1072090,1,1,0,129
2406,4230100,"",1472017,1,1,0,102
2407,4230100,"",1002166,1,1,0,47
2408,4230100,"",1002098,1,1,0,139
2409,4230100,"",1002169,1,1,0,152
2410,4230100,"",1041075,1,1,0,275
2411,4230100,"",1061070,1,1,0,458
2412,4230100,"",1072132,1,1,0,361
2413,4230100,"",1072140,1,1,0,627
2414,4230100,"",1082066,1,1,0,235
2415,4230100,"",1032008,1,1,0,15
2416,4230100,"",4010005,1,1,0,17518
2417,4230100,"",1060057,1,1,0,383
2418,4230100,"",2000006,1,1,0,31425
2419,4230100,"",2044412,1,1,0,425
2420,4230100,"",2049100,1,1,0,59
2421,4230100,"",4130004,1,1,0,6382
2422,4230100,"",4130005,1,1,0,5336
2423,4230100,"",4130009,1,1,0,6602
2424,4230101,"",2000002,1,1,0,30096
2425,4230101,"",4003004,1,1,0,24087
2426,4230101,"",2000003,1,1,0,47483
2427,4230101,"",4010005,1,1,0,19177
2428,4230101,"",4020001,1,1,0,18803
2429,4230101,"",1462006,1,1,0,215
2430,4230101,"",4000031,1,1,0,410121
2431,4230101,"",1051009,1,1,0,26
2432,4230101,"",1051001,1,1,0,48
2433,4230101,"",1040074,1,1,0,85
2434,4230101,"",1060063,1,1,0,222
2435,4230101,"",1050039,1,1,0,177
2436,4230101,"",1002185,1,1,0,169
2437,4230101,"",1002151,1,1,0,175
2438,4230101,"",1041086,1,1,0,344
2439,4230101,"",1061085,1,1,0,210
2440,4230101,"",1472015,1,1,0,266
2441,4230101,"",1382001,1,1,0,364
2442,4230101,"",1462007,1,1,0,271
2443,4230101,"",1442005,1,1,0,169
2444,4230101,"",1332003,1,1,0,51
2445,4230101,"",1040000,1,1,0,128
2446,4230101,"",1082037,1,1,0,203
2447,4230101,"",1041068,1,1,0,448
2448,4230101,"",1002628,1,1,0,58
2449,4230101,"",2044314,1,1,0,300
2450,4230101,"",4130000,1,1,0,5707
2451,4230101,"",4130005,1,1,0,7691
2452,4230101,"",4130012,1,1,0,5891
2453,4230102,"",4000036,1,1,0,441067
2454,4230102,"",4004004,1,1,0,476
2455,4230102,"",2000002,1,1,0,30744
2456,4230102,"",2000004,1,1,0,41307
2457,4230102,"",2000003,1,1,0,39172
2458,4230102,"",4010001,1,1,0,15726
2459,4230102,"",4020000,1,1,0,17053
2460,4230102,"",1302013,1,1,0,484
2461,4230102,"",4006001,1,1,0,84913
2462,4230102,"",1032008,1,1,0,95
2463,4230102,"",1060050,1,1,0,413
2464,4230102,"",1040061,1,1,0,434
2465,4230102,"",1040085,1,1,0,60
2466,4230102,"",1060074,1,1,0,127
2467,4230102,"",1002099,1,1,0,99
2468,4230102,"",1002207,1,1,0,63
2469,4230102,"",1002211,1,1,0,189
2470,4230102,"",1002215,1,1,0,76
2471,4230102,"",1002212,1,1,0,117
2472,4230102,"",1082066,1,1,0,419
2473,4230102,"",1072141,1,1,0,285
2474,4230102,"",1072303,1,1,0,172
2475,4230102,"",2330002,1,1,0,218
2476,4230102,"",2040026,1,1,0,831
2477,4230102,"",4130007,1,1,0,7501
2478,4230102,"",4130008,1,1,0,5793
2479,4230103,"",4000039,1,1,0,468798
2480,4230103,"",2000002,1,1,0,45811
2481,4230103,"",2000003,1,1,0,40547
2482,4230103,"",4020005,1,1,0,16933
2483,4230103,"",4010003,1,1,0,17103
2484,4230103,"",2000004,1,1,0,45344
2485,4230103,"",2060000,10,25,0,24993
2486,4230103,"",2061000,10,25,0,26753
2487,4230103,"",1332001,1,1,0,886
2488,4230103,"",1312006,1,1,0,334
2489,4230103,"",1002179,1,1,0,136
2490,4230103,"",1092014,1,1,0,386
2491,4230103,"",1072121,1,1,0,544
2492,4230103,"",1072114,1,1,0,106
2493,4230103,"",1082076,1,1,0,47
2494,4230103,"",1002151,1,1,0,140
2495,4230103,"",1051034,1,1,0,97
2496,4230103,"",1472019,1,1,0,126
2497,4230103,"",1322017,1,1,0,552
2498,4230103,"",1050051,1,1,0,23
2499,4230103,"",2040027,1,1,0,182
2500,4230103,"",4130007,1,1,0,7130
2501,4230103,"",4130008,1,1,0,5897
2502,4230104,"",4000044,1,1,0,453498
2503,4230104,"",2000004,1,1,0,41823
2504,4230104,"",2000003,1,1,0,43093
2505,4230104,"",4010003,1,1,0,19928
2506,4230104,"",4020002,1,1,0,18638
2507,4230104,"",1302016,1,1,0,301
2508,4230104,"",2043201,1,1,0,823
2509,4230104,"",1040083,1,1,0,333
2510,4230104,"",1060072,1,1,0,161
2511,4230104,"",1061081,1,1,0,441
2512,4230104,"",1041082,1,1,0,87
2513,4230104,"",1002025,1,1,0,46
2514,4230104,"",1382001,1,1,0,14
2515,4230104,"",1002217,1,1,0,53
2516,4230104,"",1002085,1,1,0,93
2517,4230104,"",1041087,1,1,0,211
2518,4230104,"",1061086,1,1,0,214
2519,4230104,"",1060084,1,1,0,330
2520,4230104,"",1040095,1,1,0,469
2521,4230104,"",1412003,1,1,0,205
2522,4230104,"",1482007,1,1,0,73
2523,4230104,"",2040427,1,1,0,624
2524,4230104,"",4130005,1,1,0,6865
2525,4230104,"",4130015,1,1,0,5580
2526,4230104,"",4130017,1,1,0,7831
2527,4230105,"",4000058,1,1,0,419882
2528,4230105,"",2041011,1,1,0,264
2529,4230105,"",2000002,1,1,0,38699
2530,4230105,"",2000003,1,1,0,49252
2531,4230105,"",4020003,1,1,0,18709
2532,4230105,"",4010000,1,1,0,17418
2533,4230105,"",4004003,1,1,0,309
2534,4230105,"",2041001,1,1,0,875
2535,4230105,"",1332020,1,1,0,841
2536,4230105,"",1072103,1,1,0,208
2537,4230105,"",1002182,1,1,0,57
2538,4230105,"",1002098,1,1,0,189
2539,4230105,"",1041083,1,1,0,193
2540,4230105,"",1061082,1,1,0,554
2541,4230105,"",1040083,1,1,0,167
2542,4230105,"",1060072,1,1,0,144
2543,4230105,"",1382019,1,1,0,313
2544,4230105,"",1472015,1,1,0,167
2545,4230105,"",1050048,1,1,0,22
2546,4230105,"",1051038,1,1,0,166
2547,4230105,"",1082011,1,1,0,95
2548,4230105,"",1072130,1,1,0,356
2549,4230105,"",2022039,1,1,0,43082
2550,4230105,"",4130004,1,1,0,6401
2551,4230105,"",4130013,1,1,0,6808
2552,4230106,"",4000060,1,1,0,431513
2553,4230106,"",4003004,1,1,0,22011
2554,4230106,"",2000002,1,1,0,30754
2555,4230106,"",2000003,1,1,0,43047
2556,4230106,"",4020005,1,1,0,16436
2557,4230106,"",4010004,1,1,0,18088
2558,4230106,"",4004001,1,1,0,583
2559,4230106,"",2060000,10,25,0,31516
2560,4230106,"",2061000,10,25,0,27985
2561,4230106,"",1302016,1,1,0,627
2562,4230106,"",2070002,1,1,0,377
2563,4230106,"",4006000,1,1,0,26470
2564,4230106,"",2040705,1,1,0,542
2565,4230106,"",1082036,1,1,0,139
2566,4230106,"",1082045,1,1,0,659
2567,4230106,"",1040081,1,1,0,384
2568,4230106,"",1060070,1,1,0,491
2569,4230106,"",1060075,1,1,0,386
2570,4230106,"",1040086,1,1,0,334
2571,4230106,"",1072118,1,1,0,628
2572,4230106,"",1051032,1,1,0,78
2573,4230106,"",1002216,1,1,0,60
2574,4230106,"",1002210,1,1,0,65
2575,4230106,"",1041080,1,1,0,90
2576,4230106,"",1061079,1,1,0,562
2577,4230106,"",1050052,1,1,0,172
2578,4230106,"",1002628,1,1,0,103
2579,4230106,"",2040319,1,1,0,394
2580,4230106,"",2044114,1,1,0,711
2581,4230106,"",2044214,1,1,0,188
2582,4230106,"",4130003,1,1,0,7878
2583,4230106,"",4130007,1,1,0,6369
2584,4230106,"",4130009,1,1,0,5123
2585,4230107,"",4000076,1,1,0,456345
2586,4230107,"",2000002,1,1,0,48364
2587,4230107,"",2000003,1,1,0,31510
2588,4230107,"",4003004,1,1,0,28271
2589,4230107,"",4010005,1,1,0,15008
2590,4230107,"",4020004,1,1,0,17957
2591,4230107,"",1332020,1,1,0,756
2592,4230107,"",2043202,1,1,0,652
2593,4230107,"",2041014,1,1,0,289
2594,4230107,"",4004002,1,1,0,731
2595,4230107,"",4006000,1,1,0,30031
2596,4230107,"",4020007,1,1,0,15474
2597,4230107,"",1040030,1,1,0,256
2598,4230107,"",1060020,1,1,0,48
2599,4230107,"",1060061,1,1,0,290
2600,4230107,"",1040072,1,1,0,100
2601,4230107,"",1050035,1,1,0,131
2602,4230107,"",1060071,1,1,0,593
2603,4230107,"",1040082,1,1,0,345
2604,4230107,"",1082072,1,1,0,461
2605,4230107,"",1082063,1,1,0,61
2606,4230107,"",1051030,1,1,0,144
2607,4230107,"",1072134,1,1,0,674
2608,4230107,"",1072129,1,1,0,335
2609,4230107,"",1452008,1,1,0,139
2610,4230107,"",4130005,1,1,0,5984
2611,4230107,"",4130015,1,1,0,7127
2612,4230108,"",4000078,1,1,0,478707
2613,4230108,"",2000002,1,1,0,40087
2614,4230108,"",2000003,1,1,0,30298
2615,4230108,"",4010001,1,1,0,16984
2616,4230108,"",4020006,1,1,0,15375
2617,4230108,"",4004003,1,1,0,817
2618,4230108,"",4000021,1,1,0,54264
2619,4230108,"",4003004,1,1,0,23977
2620,4230108,"",2041017,1,1,0,300
2621,4230108,"",2070002,1,1,0,501
2622,4230108,"",1432008,1,1,0,56
2623,4230108,"",2060000,10,25,0,31480
2624,4230108,"",2061000,10,25,0,27547
2625,4230108,"",1050031,1,1,0,176
2626,4230108,"",1072113,1,1,0,523
2627,4230108,"",1072108,1,1,0,34
2628,4230108,"",1082073,1,1,0,688
2629,4230108,"",1422007,1,1,0,219
2630,4230108,"",1041082,1,1,0,373
2631,4230108,"",1061081,1,1,0,199
2632,4230108,"",1472018,1,1,0,63
2633,4230108,"",1442005,1,1,0,159
2634,4230108,"",1002209,1,1,0,177
2635,4230108,"",1002218,1,1,0,98
2636,4230108,"",1002086,1,1,0,121
2637,4230108,"",2040623,1,1,0,818
2638,4230108,"",4130010,1,1,0,6240
2639,4230108,"",4130011,1,1,0,5867
2640,4230109,"",4000101,1,1,0,478094
2641,4230109,"",2060000,10,25,0,38624
2642,4230109,"",2061000,10,25,0,23981
2643,4230109,"",4010001,1,1,0,16737
2644,4230109,"",4004002,1,1,0,366
2645,4230109,"",2000002,1,1,0,43799
2646,4230109,"",2000003,1,1,0,45307
2647,4230109,"",2040901,1,1,0,881
2648,4230109,"",1032018,1,1,0,142
2649,4230109,"",1402002,1,1,0,109
2650,4230109,"",1002180,1,1,0,113
2651,4230109,"",1082070,1,1,0,626
2652,4230109,"",1051024,1,1,0,133
2653,4230109,"",1002154,1,1,0,24
2654,4230109,"",1002167,1,1,0,146
2655,4230109,"",1472017,1,1,0,101
2656,4230109,"",1072117,1,1,0,489
2657,4230109,"",1040087,1,1,0,16
2658,4230109,"",1060076,1,1,0,265
2659,4230109,"",1462007,1,1,0,161
