id,questid,"quest_state","reward_type",rewardid,quantity,master_level,"gender","job_tracks",job,prop,"flags"
1176,2084,"end","exp",11000,0,0,"both","",-1,0,""
1177,2084,"end","item",4000035,-100,0,"both","",-1,0,""
1178,2084,"end","item",4031164,-10,0,"both","",-1,0,""
1179,2085,"end","exp",100,0,0,"both","",-1,0,""
1180,2086,"end","exp",100,0,0,"both","",-1,0,""
1181,2086,"end","item",4000036,-50,0,"both","",-1,0,""
1182,2086,"end","item",4031165,-20,0,"both","",-1,0,""
1183,2087,"start","item",4031163,1,0,"both","",-1,0,""
1184,2087,"end","exp",13000,0,0,"both","",-1,0,""
1185,2087,"end","item",4031163,-1,0,"both","",-1,0,""
1186,2087,"end","item",1102054,1,0,"both","",-1,1,""
1187,2087,"end","item",1102055,1,0,"both","",-1,1,""
1188,2087,"end","item",1102056,1,0,"both","",-1,1,""
1189,2088,"end","exp",300,0,0,"both","",-1,0,""
1190,2088,"end","item",4000001,-40,0,"both","",-1,0,""
1191,2088,"end","item",4000011,-10,0,"both","",-1,0,""
1192,2088,"end","item",2000000,25,0,"both","",-1,0,""
1193,2089,"end","exp",250,0,0,"both","",-1,0,""
1194,2089,"end","item",4000003,-30,0,"both","",-1,0,""
1195,2089,"end","item",4000004,-30,0,"both","",-1,0,""
1196,2089,"end","item",4000010,-10,0,"both","",-1,0,""
1197,2089,"end","item",2000003,25,0,"both","",-1,0,""
1198,2091,"end","exp",250,0,0,"both","",-1,0,""
1199,2091,"end","item",4000003,-40,0,"both","",-1,0,""
1200,2091,"end","item",4000004,-40,0,"both","",-1,0,""
1201,2091,"end","item",2000000,25,0,"both","",-1,0,""
1202,2091,"end","item",2000003,15,0,"both","",-1,0,""
1203,2092,"start","item",4031174,1,0,"both","",-1,0,""
1204,2092,"end","item",4031174,-1,0,"both","",-1,0,""
1205,2093,"start","item",4031173,1,0,"both","",-1,0,""
1206,2093,"end","exp",200,0,0,"both","",-1,0,""
1207,2093,"end","mesos",500,0,0,"both","",-1,0,""
1208,2093,"end","item",4031173,-1,0,"both","",-1,0,""
1209,2094,"end","exp",20000,0,0,"both","",-1,0,""
1210,2094,"end","item",4000034,-20,0,"both","",-1,0,""
1211,2094,"end","item",2043302,1,0,"both","beginner,thief,cygnus_beginner,cygnus_thief,episode2_beginner",-1,-1,""
1212,2094,"end","item",2044702,1,0,"both","beginner,thief,cygnus_beginner,cygnus_thief,episode2_beginner",-1,-1,""
1213,2094,"end","item",2043002,1,0,"both","beginner,warrior,cygnus_beginner,cygnus_warrior,episode2_beginner,episode2_warrior",-1,-1,""
1214,2094,"end","item",2044002,1,0,"both","beginner,warrior,cygnus_beginner,cygnus_warrior,episode2_beginner,episode2_warrior",-1,-1,""
1215,2094,"end","item",2043102,1,0,"both","beginner,warrior,cygnus_beginner,cygnus_warrior,episode2_beginner,episode2_warrior",-1,-1,""
1216,2094,"end","item",2044102,1,0,"both","beginner,warrior,cygnus_beginner,cygnus_warrior,episode2_beginner,episode2_warrior",-1,-1,""
1217,2094,"end","item",2043202,1,0,"both","beginner,warrior,cygnus_beginner,cygnus_warrior,episode2_beginner,episode2_warrior",-1,-1,""
1218,2094,"end","item",2044202,1,0,"both","beginner,warrior,cygnus_beginner,cygnus_warrior,episode2_beginner,episode2_warrior",-1,-1,""
1219,2094,"end","item",2044302,1,0,"both","beginner,warrior,cygnus_beginner,cygnus_warrior,episode2_beginner,episode2_warrior",-1,-1,""
1220,2094,"end","item",2044402,1,0,"both","beginner,warrior,cygnus_beginner,cygnus_warrior,episode2_beginner,episode2_warrior",-1,-1,""
1221,2094,"end","item",2043702,1,0,"both","beginner,magician,cygnus_beginner,cygnus_magician,episode2_beginner,episode2_magician",-1,-1,""
1222,2094,"end","item",2043802,1,0,"both","beginner,magician,cygnus_beginner,cygnus_magician,episode2_beginner,episode2_magician",-1,-1,""
1223,2094,"end","item",2044502,1,0,"both","beginner,bowman,cygnus_beginner,cygnus_bowman,episode2_beginner",-1,-1,""
1224,2094,"end","item",2044602,1,0,"both","beginner,bowman,cygnus_beginner,cygnus_bowman,episode2_beginner",-1,-1,""
1225,2094,"end","item",2044902,1,0,"both","beginner,pirate,cygnus_beginner,cygnus_pirate,episode2_beginner",-1,-1,""
1226,2094,"end","item",2044802,1,0,"both","beginner,pirate,cygnus_beginner,cygnus_pirate,episode2_beginner",-1,-1,""
1227,2095,"end","exp",25000,0,0,"both","",-1,0,""
1228,2095,"end","item",4000033,-50,0,"both","",-1,0,""
1229,2095,"end","item",2041013,1,0,"both","",-1,-1,""
1230,2095,"end","item",2041016,1,0,"both","",-1,-1,""
1231,2095,"end","item",2041019,1,0,"both","",-1,-1,""
1232,2095,"end","item",2041022,1,0,"both","",-1,-1,""
1233,2096,"end","exp",12000,0,0,"both","",-1,0,""
1234,2096,"end","item",4031212,-33,0,"both","",-1,0,""
1235,2096,"end","item",2000005,20,0,"both","",-1,0,""
1236,2097,"end","exp",45000,0,0,"both","",-1,0,""
1237,2097,"end","item",4031213,-33,0,"both","",-1,0,""
1238,2097,"end","item",4031214,-18,0,"both","",-1,0,""
1239,2097,"end","item",4031215,-18,0,"both","",-1,0,""
1240,2097,"end","item",2000005,30,0,"both","",-1,0,""
1241,2099,"end","exp",1000,0,0,"both","",-1,0,""
1242,2099,"end","item",4031239,-1,0,"both","",-1,0,""
1243,2100,"start","item",4031240,1,0,"both","",-1,0,""
1244,2100,"end","exp",800,0,0,"both","",-1,0,""
1245,2100,"end","item",4031240,-1,0,"both","",-1,0,""
1246,21001,"start","item",4001271,1,0,"both","",-1,0,""
1247,2101,"end","exp",200,0,0,"both","",-1,0,""
1248,21014,"end","exp",140,0,0,"both","",-1,0,""
1249,21015,"end","exp",320,0,0,"both","",-1,0,""
1250,21015,"end","item",2000022,15,0,"both","",-1,0,""
1251,21015,"end","item",2000023,15,0,"both","",-1,0,""
1252,21016,"end","exp",450,0,0,"both","",-1,0,""
1253,21016,"end","item",2000022,20,0,"both","",-1,0,""
1254,21016,"end","item",2000023,20,0,"both","",-1,0,""
1255,21017,"end","exp",550,0,0,"both","",-1,0,""
1256,21017,"end","item",2000022,25,0,"both","",-1,0,""
1257,21017,"end","item",2000023,25,0,"both","",-1,0,""
1258,21018,"end","exp",1200,0,0,"both","",-1,0,""
1259,2102,"end","exp",200,0,0,"both","",-1,0,""
1260,2102,"end","item",4001019,1,0,"both","",-1,0,""
1261,2102,"end","item",4031242,3,0,"both","",-1,0,""
1262,2104,"end","exp",500,0,0,"both","",-1,0,""
1263,2104,"end","pet_closeness",15,0,0,"both","",-1,0,""
1264,2104,"end","item",4031273,-1,0,"both","",-1,0,""
1265,2105,"end","exp",3500,0,0,"both","",-1,0,""
1266,2105,"end","item",2000002,50,0,"both","",-1,0,""
1267,2106,"end","exp",4500,0,0,"both","",-1,0,""
1268,2106,"end","item",2000002,100,0,"both","",-1,0,""
1269,2107,"end","exp",5500,0,0,"both","",-1,0,""
1270,2107,"end","item",2000006,50,0,"both","",-1,0,""
1271,2108,"end","exp",6000,0,0,"both","",-1,0,""
1272,2108,"end","item",2000006,100,0,"both","",-1,0,""
1273,2109,"end","exp",7000,0,0,"both","",-1,0,""
1274,2109,"end","item",2044101,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,2,""
1275,2109,"end","item",2043001,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,2,""
1276,2109,"end","item",2043101,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,2,""
1277,2109,"end","item",2043201,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,2,""
1278,2109,"end","item",2043301,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,2,""
1279,2109,"end","item",2043701,1,0,"both","magician,cygnus_magician,episode2_magician",-1,9,""
1280,2109,"end","item",2043801,1,0,"both","magician,cygnus_magician,episode2_magician",-1,9,""
1281,2109,"end","item",2044001,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,2,""
1282,2109,"end","item",2044201,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,2,""
1283,2109,"end","item",2044301,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,2,""
1284,2109,"end","item",2044401,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,2,""
1285,2109,"end","item",2044501,1,0,"both","bowman,cygnus_bowman",-1,9,""
1286,2109,"end","item",2044601,1,0,"both","bowman,cygnus_bowman",-1,9,""
1287,2109,"end","item",2044701,1,0,"both","thief,cygnus_thief",-1,9,""
1288,2109,"end","item",2020015,3,0,"both","",-1,6,""
1289,2109,"end","item",2020014,3,0,"both","",-1,6,""
1290,2109,"end","item",2020013,5,0,"both","",-1,6,""
1291,2109,"end","item",2044801,1,0,"both","pirate,cygnus_pirate",-1,9,""
1292,2109,"end","item",2044901,1,0,"both","pirate,cygnus_pirate",-1,9,""
1293,2110,"end","exp",6000,0,0,"both","",-1,0,""
1294,2110,"end","item",4000067,-10,0,"both","",-1,0,""
1295,2110,"end","item",4021000,1,0,"both","",-1,1,""
1296,2110,"end","item",4021002,1,0,"both","",-1,1,""
1297,2110,"end","item",4021003,1,0,"both","",-1,1,""
1298,2110,"end","item",4021001,1,0,"both","",-1,1,""
1299,2110,"end","item",4021004,1,0,"both","",-1,1,""
1300,2110,"end","item",4021005,1,0,"both","",-1,1,""
1301,2110,"end","item",4021006,1,0,"both","",-1,1,""
1302,2110,"end","item",4021007,1,0,"both","",-1,1,""
1303,2111,"end","exp",1000,0,0,"both","",-1,0,""
1304,2111,"end","item",2000000,50,0,"both","",-1,0,""
1305,2112,"end","exp",3000,0,0,"both","",-1,0,""
1306,2112,"end","item",2000001,50,0,"both","",-1,0,""
1307,2113,"end","exp",3500,0,0,"both","",-1,0,""
1308,2113,"end","item",2000003,50,0,"both","",-1,0,""
1309,2114,"end","exp",4000,0,0,"both","",-1,0,""
1310,2114,"end","item",2000006,30,0,"both","",-1,0,""
1311,2115,"end","exp",5000,0,0,"both","",-1,0,""
1312,2115,"end","item",2043000,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,9,""
1313,2115,"end","item",2043100,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,9,""
1314,2115,"end","item",2043200,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,9,""
1315,2115,"end","item",2044000,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,9,""
1316,2115,"end","item",2044100,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,9,""
1317,2115,"end","item",2044200,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,9,""
1318,2115,"end","item",2044300,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,9,""
1319,2115,"end","item",2044400,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,9,""
1320,2115,"end","item",2044500,1,0,"both","bowman,cygnus_bowman",-1,36,""
1321,2115,"end","item",2044600,1,0,"both","bowman,cygnus_bowman",-1,36,""
1322,2115,"end","item",2044700,1,0,"both","thief,cygnus_thief",-1,36,""
1323,2115,"end","item",2043300,1,0,"both","thief,cygnus_thief",-1,36,""
1324,2115,"end","item",2043700,1,0,"both","magician,cygnus_magician",-1,36,""
1325,2115,"end","item",2043800,1,0,"both","magician,cygnus_magician",-1,36,""
1326,2115,"end","item",2041013,1,0,"both","",-1,1,""
1327,2115,"end","item",2041019,1,0,"both","",-1,1,""
1328,2115,"end","item",2041022,1,0,"both","",-1,1,""
1329,2115,"end","item",2041016,1,0,"both","",-1,1,""
1330,2115,"end","item",2020013,3,0,"both","",-1,216,""
1331,2115,"end","item",2020014,2,0,"both","",-1,216,""
1332,2115,"end","item",2020015,2,0,"both","",-1,216,""
1333,2115,"end","item",2000004,10,0,"both","",-1,72,""
1334,2115,"end","item",2043001,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,4,""
1335,2115,"end","item",2043101,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,4,""
1336,2115,"end","item",2043201,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,4,""
1337,2115,"end","item",2044001,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,4,""
1338,2115,"end","item",2044101,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,4,""
1339,2115,"end","item",2044201,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,4,""
1340,2115,"end","item",2044301,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,4,""
1341,2115,"end","item",2044401,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,4,""
1342,2115,"end","item",2044501,1,0,"both","bowman,cygnus_bowman",-1,16,""
1343,2115,"end","item",2044601,1,0,"both","bowman,cygnus_bowman",-1,16,""
1344,2115,"end","item",2044701,1,0,"both","thief,cygnus_thief",-1,16,""
1345,2115,"end","item",2043301,1,0,"both","thief,cygnus_thief",-1,16,""
1346,2115,"end","item",2043701,1,0,"both","magician,cygnus_magician,episode2_magician",-1,16,""
1347,2115,"end","item",2043801,1,0,"both","magician,cygnus_magician,episode2_magician",-1,16,""
1348,2115,"end","item",2044801,1,0,"both","pirate,cygnus_pirate",-1,16,""
1349,2115,"end","item",2044901,1,0,"both","pirate,cygnus_pirate",-1,16,""
1350,2116,"end","exp",5000,0,0,"both","",-1,0,""
1351,2116,"end","item",2000000,30,0,"both","",-1,0,""
1352,2116,"end","item",4000195,-54,0,"both","",-1,0,""
1353,2117,"end","exp",3500,0,0,"both","",-1,0,""
1354,2117,"end","item",4000196,-5,0,"both","",-1,0,""
1355,2117,"end","item",4000197,-5,0,"both","",-1,0,""
1356,2118,"end","exp",8000,0,0,"both","",-1,0,""
1357,2118,"end","item",2000001,40,0,"both","",-1,11,""
1358,2118,"end","item",2000002,20,0,"both","",-1,11,""
1359,2118,"end","item",2000003,30,0,"both","",-1,11,""
1360,2118,"end","item",2000006,10,0,"both","",-1,11,""
1361,2118,"end","item",2040707,1,0,"both","",-1,3,""
1362,2118,"end","item",2040704,1,0,"both","",-1,3,""
1363,2119,"end","exp",25000,0,0,"both","",-1,0,""
1364,2119,"end","item",2043002,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,-1,""
1365,2119,"end","item",2043102,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,-1,""
1366,2119,"end","item",2043202,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,-1,""
1367,2119,"end","item",2043302,1,0,"both","thief,cygnus_thief",-1,-1,""
1368,2119,"end","item",2043702,1,0,"both","magician,cygnus_magician,episode2_magician",-1,-1,""
1369,2119,"end","item",2043802,1,0,"both","magician,cygnus_magician,episode2_magician",-1,-1,""
1370,2119,"end","item",2044002,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,-1,""
1371,2119,"end","item",2044102,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,-1,""
1372,2119,"end","item",2044202,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,-1,""
1373,2119,"end","item",2044302,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,-1,""
1374,2119,"end","item",2044402,1,0,"both","warrior,cygnus_warrior,episode2_warrior",-1,-1,""
1375,2119,"end","item",2044502,1,0,"both","bowman,cygnus_bowman",-1,-1,""
1376,2119,"end","item",2044602,1,0,"both","bowman,cygnus_bowman",-1,-1,""
1377,2119,"end","item",2044702,1,0,"both","thief,cygnus_thief",-1,-1,""
1378,2119,"end","item",4000206,-60,0,"both","",-1,0,""
1379,2119,"end","item",4000207,-40,0,"both","",-1,0,""
1380,2119,"end","item",4000208,-20,0,"both","",-1,0,""
1381,2119,"end","item",2044802,1,0,"both","pirate,cygnus_pirate",-1,-1,""
1382,2119,"end","item",2044902,1,0,"both","pirate,cygnus_pirate",-1,-1,""
1383,2120,"end","item",4161013,1,0,"both","",-1,0,""
1384,2121,"start","item",4031345,1,0,"both","",-1,0,""
1385,2121,"end","exp",1000,0,0,"both","",-1,0,""
1386,2121,"end","item",4031346,2,0,"both","",-1,0,""
1387,2121,"end","item",4031345,-1,0,"both","",-1,0,""
1388,2122,"end","exp",1400,0,0,"both","",-1,0,""
1389,2124,"start","item",4031619,1,0,"both","",-1,0,""
1390,2126,"start","item",4031624,1,0,"both","",-1,0,""
1391,2128,"end","exp",590,0,0,"both","",-1,0,""
1392,2128,"end","item",2000000,30,0,"both","",-1,0,""
1393,2128,"end","item",2000003,30,0,"both","",-1,0,""
1394,2129,"end","exp",610,0,0,"both","",-1,0,""
1395,2129,"end","item",2000001,30,0,"both","",-1,0,""
1396,2129,"end","item",2000003,30,0,"both","",-1,0,""
1397,2130,"end","exp",645,0,0,"both","",-1,0,""
1398,2130,"end","item",2000002,30,0,"both","",-1,0,""
1399,2130,"end","item",2000003,50,0,"both","",-1,0,""
1400,21303,"end","item",4032339,-1,0,"both","",-1,0,""
1401,2131,"end","exp",840,0,0,"both","",-1,0,""
1402,2131,"end","item",2000002,50,0,"both","",-1,0,""
1403,2131,"end","item",2000003,50,0,"both","",-1,0,""
1404,2131,"end","item",2030000,10,0,"both","",-1,0,""
1405,2132,"end","exp",290,0,0,"both","",-1,0,""
1406,2132,"end","item",2000000,30,0,"both","",-1,0,""
1407,2132,"end","item",2000003,30,0,"both","",-1,0,""
1408,2133,"end","exp",323,0,0,"both","",-1,0,""
1409,2133,"end","item",2000001,30,0,"both","",-1,0,""
1410,2133,"end","item",2000003,30,0,"both","",-1,0,""
1411,2134,"end","exp",345,0,0,"both","",-1,0,""
1412,2134,"end","item",2000002,30,0,"both","",-1,0,""
1413,2134,"end","item",2000003,50,0,"both","",-1,0,""
1414,2135,"end","exp",470,0,0,"both","",-1,0,""
1415,2135,"end","item",2000002,50,0,"both","",-1,0,""
1416,2135,"end","item",2000003,50,0,"both","",-1,0,""
1417,2135,"end","item",2030000,10,0,"both","",-1,0,""
1418,2136,"end","exp",590,0,0,"both","",-1,0,""
1419,2136,"end","item",2000000,30,0,"both","",-1,0,""
1420,2136,"end","item",2000003,30,0,"both","",-1,0,""
1421,2137,"end","exp",610,0,0,"both","",-1,0,""
1422,2137,"end","item",2000001,30,0,"both","",-1,0,""
1423,2137,"end","item",2000003,30,0,"both","",-1,0,""
1424,2138,"end","exp",645,0,0,"both","",-1,0,""
1425,2138,"end","item",2000002,30,0,"both","",-1,0,""
1426,2138,"end","item",2000003,50,0,"both","",-1,0,""
1427,2139,"end","exp",840,0,0,"both","",-1,0,""
1428,2139,"end","item",2000002,50,0,"both","",-1,0,""
1429,2139,"end","item",2000003,50,0,"both","",-1,0,""
1430,2139,"end","item",2030000,10,0,"both","",-1,0,""
1431,2140,"end","exp",590,0,0,"both","",-1,0,""
1432,2140,"end","item",2000000,30,0,"both","",-1,0,""
1433,2140,"end","item",2000003,30,0,"both","",-1,0,""
1434,2141,"end","exp",610,0,0,"both","",-1,0,""
1435,2141,"end","item",2000001,30,0,"both","",-1,0,""
1436,2141,"end","item",2000003,30,0,"both","",-1,0,""
1437,2142,"end","exp",645,0,0,"both","",-1,0,""
1438,2142,"end","item",2000002,30,0,"both","",-1,0,""
1439,2142,"end","item",2000003,50,0,"both","",-1,0,""
1440,2143,"end","exp",840,0,0,"both","",-1,0,""
1441,2143,"end","item",2000002,50,0,"both","",-1,0,""
1442,2143,"end","item",2000003,50,0,"both","",-1,0,""
1443,2143,"end","item",2030000,10,0,"both","",-1,0,""
1444,2144,"end","exp",100,0,0,"both","",-1,0,""
1445,2145,"end","exp",50,0,0,"both","",-1,0,""
1446,2145,"end","item",4031773,-100,0,"both","",-1,0,""
1447,2146,"end","exp",43500,0,0,"both","",-1,0,""
1448,2146,"end","fame",5,0,0,"both","",-1,0,""
1449,2148,"end","exp",10,0,0,"both","",-1,0,""
1450,2149,"end","exp",10,0,0,"both","",-1,0,""
1451,2150,"end","exp",10,0,0,"both","",-1,0,""
1452,21500,"end","item",1142133,1,0,"both","",-1,0,""
1453,21500,"end","skill",20001005,1,1,"both","",2112,0,""
1454,2151,"end","exp",10,0,0,"both","",-1,0,""
1455,2152,"end","exp",15,0,0,"both","",-1,0,""
1456,2153,"start","item",4161035,1,0,"both","",-1,0,""
1457,2153,"end","exp",5,0,0,"both","",-1,0,""
1458,2153,"end","item",4161035,-1,0,"both","",-1,0,""
1459,2154,"end","exp",5,0,0,"both","",-1,0,""
1460,2155,"end","exp",100,0,0,"both","",-1,0,""
1461,2155,"end","item",4000019,-10,0,"both","",-1,0,""
1462,2155,"end","item",4000016,-10,0,"both","",-1,0,""
1463,2155,"end","item",4000000,-10,0,"both","",-1,0,""
1464,2157,"end","exp",1000,0,0,"both","",-1,0,""
1465,2158,"end","exp",200,0,0,"both","",-1,0,""
1466,2159,"end","exp",200,0,0,"both","",-1,0,""
1467,2160,"end","exp",200,0,0,"both","",-1,0,""
1468,21601,"end","item",4000157,-50,0,"both","",-1,0,""
1469,21601,"end","item",4032331,-1,0,"both","",-1,0,""
1470,21602,"end","mesos",-10000000,0,0,"both","",-1,0,""
1471,21602,"end","item",4032331,1,0,"both","",-1,0,""
1472,21603,"start","item",4032332,1,0,"both","",-1,0,""
1473,21603,"end","item",4032332,-1,0,"both","",-1,0,""
1474,21603,"end","item",1902015,1,0,"both","",-1,0,""
1475,21604,"end","item",4000048,-50,0,"both","",-1,0,""
1476,21604,"end","item",1912011,1,0,"both","",-1,0,""
1477,21604,"end","skill",20001004,1,1,"both","",2000,0,""
1478,21604,"end","skill",20001004,1,1,"both","",2100,0,""
1479,21604,"end","skill",20001004,1,1,"both","",2110,0,""
1480,21604,"end","skill",20001004,1,1,"both","",2111,0,""
1481,21604,"end","skill",20001004,1,1,"both","",2112,0,""
1482,21605,"end","mesos",-20000000,0,0,"both","",-1,0,""
1483,21605,"end","item",1902015,1,0,"both","",-1,0,""
1484,21606,"end","mesos",-10000000,0,0,"both","",-1,0,""
1485,21606,"end","item",4000048,-50,0,"both","",-1,0,""
1486,21606,"end","item",1912011,1,0,"both","",-1,0,""
1487,21607,"end","item",1902015,-1,0,"both","",-1,0,""
1488,21607,"end","item",1902016,1,0,"both","",-1,0,""
1489,21608,"end","item",4000182,-200,0,"both","",-1,0,""
1490,21608,"end","item",4000183,-200,0,"both","",-1,0,""
1491,21608,"end","item",4000184,-200,0,"both","",-1,0,""
1492,21608,"end","item",4032333,-1,0,"both","",-1,0,""
1493,21609,"end","mesos",-40000000,0,0,"both","",-1,0,""
1494,21609,"end","item",4032333,1,0,"both","",-1,0,""
1495,2161,"end","exp",133500,0,0,"both","",-1,0,""
1496,2161,"end","fame",10,0,0,"both","",-1,0,""
1497,21611,"end","mesos",-80000000,0,0,"both","",-1,0,""
1498,21611,"end","item",1902015,-1,0,"both","",-1,0,""
1499,21611,"end","item",1902016,1,0,"both","",-1,0,""
1500,21614,"end","item",4032334,-1,0,"both","",-1,0,""
1501,21614,"end","item",1902016,-1,0,"both","",-1,0,""
1502,21614,"end","item",1902017,1,0,"both","",-1,0,""
1503,21615,"end","mesos",-80000000,0,0,"both","",-1,0,""
1504,21615,"end","item",4032335,1,0,"both","",-1,0,""
1505,21616,"end","item",4032334,-1,0,"both","",-1,0,""
1506,21616,"end","item",1902016,-1,0,"both","",-1,0,""
1507,21616,"end","item",1902017,1,0,"both","",-1,0,""
1508,21617,"end","mesos",-100000000,0,0,"both","",-1,0,""
1509,21617,"end","item",4032335,1,0,"both","",-1,0,""
1510,2162,"end","exp",100,0,0,"both","",-1,0,""
1511,2162,"end","item",4031839,0,0,"both","",-1,0,""
1512,2163,"end","exp",100,0,0,"both","",-1,0,""
1513,2164,"start","item",4031840,1,0,"both","",-1,0,""
1514,2164,"end","exp",300,0,0,"both","",-1,0,""
1515,2164,"end","item",4031840,0,0,"both","",-1,0,""
1516,2164,"end","item",2030019,5,0,"both","",-1,0,""
1517,2165,"end","exp",400,0,0,"both","",-1,0,""
1518,2165,"end","item",2000006,-1,0,"both","",-1,0,""
1519,2166,"end","exp",400,0,0,"both","",-1,0,""
1520,2167,"end","item",4031841,0,0,"both","",-1,0,""
1521,2167,"start","item",4031841,1,0,"both","",-1,0,""
1522,2168,"end","exp",7000,0,0,"both","",-1,0,""
1523,2168,"end","item",4031842,0,0,"both","",-1,0,""
1524,2168,"start","item",4031842,1,0,"both","",-1,0,""
1525,2169,"end","exp",7000,0,0,"both","",-1,0,""
1526,2169,"end","item",4031843,0,0,"both","",-1,0,""
1527,2170,"end","exp",10000,0,0,"both","",-1,0,""
1528,2170,"end","item",4031844,0,0,"both","",-1,0,""
1529,2170,"start","item",4031844,1,0,"both","",-1,0,""
1530,21700,"start","item",1442077,1,0,"both","",-1,0,""
1531,21700,"end","exp",100,0,0,"both","",-1,0,""
1532,21701,"end","exp",1400,0,0,"both","",-1,0,""
1533,21701,"end","item",2000022,30,0,"both","",-1,0,""
1534,21701,"end","item",2000023,30,0,"both","",-1,0,""
1535,21702,"end","exp",2000,0,0,"both","",-1,0,""
1536,21702,"end","item",2000022,30,0,"both","",-1,0,""
1537,21702,"end","item",2000023,30,0,"both","",-1,0,""
1538,21703,"end","item",2000022,30,0,"both","",-1,0,""
1539,21703,"end","item",2000023,30,0,"both","",-1,0,""
1540,21705,"start","item",4032338,1,0,"both","",-1,0,""
1541,21705,"end","exp",500,0,0,"both","",-1,0,""
1542,21705,"end","item",4032338,-1,0,"both","",-1,0,""
1543,21706,"end","exp",620,0,0,"both","",-1,0,""
1544,21707,"end","item",4000019,-10,0,"both","",-1,0,""
1545,21707,"end","item",4000000,-10,0,"both","",-1,0,""
1546,21707,"end","item",4000016,-10,0,"both","",-1,0,""
1547,21708,"start","item",4032313,1,0,"both","",-1,0,""
1548,21708,"end","exp",200,0,0,"both","",-1,0,""
1549,21709,"end","exp",620,0,0,"both","",-1,0,""
1550,21709,"end","item",4032314,-30,0,"both","",-1,0,""
1551,2171,"end","exp",100,0,0,"both","",-1,0,""
1552,21710,"end","exp",780,0,0,"both","",-1,0,""
1553,21710,"end","item",4032340,-50,0,"both","",-1,0,""
1554,21711,"end","exp",970,0,0,"both","",-1,0,""
1555,21711,"end","item",4032315,-1,0,"both","",-1,0,""
1556,21712,"end","exp",200,0,0,"both","",-1,0,""
1557,21713,"end","exp",400,0,0,"both","",-1,0,""
1558,21714,"end","exp",1770,0,0,"both","",-1,0,""
1559,21714,"end","item",4032316,-1,0,"both","",-1,0,""
1560,21715,"end","exp",100,0,0,"both","",-1,0,""
1561,21716,"end","exp",400,0,0,"both","",-1,0,""
1562,21717,"end","exp",2100,0,0,"both","",-1,0,""
1563,21717,"end","item",4032317,-1,0,"both","",-1,0,""
1564,21717,"end","item",2050004,10,0,"both","",-1,0,""
1565,21718,"end","exp",2500,0,0,"both","",-1,0,""
1566,21718,"end","item",4032318,-1,0,"both","",-1,0,""
1567,21718,"end","item",2050004,20,0,"both","",-1,0,""
1568,2172,"start","item",4031845,1,0,"both","",-1,0,""
1569,2172,"end","exp",100,0,0,"both","",-1,0,""
1570,2172,"end","item",4031845,0,0,"both","",-1,0,""
1571,21721,"end","exp",400,0,0,"both","",-1,0,""
1572,21722,"end","exp",3900,0,0,"both","",-1,0,""
1573,21723,"end","exp",4500,0,0,"both","",-1,0,""
1574,21723,"end","item",4032319,-5,0,"both","",-1,0,""
1575,21724,"end","exp",400,0,0,"both","",-1,0,""
1576,21725,"start","item",4032320,1,0,"both","",-1,0,""
1577,21725,"end","exp",900,0,0,"both","",-1,0,""
1578,21725,"end","item",4032320,-1,0,"both","",-1,0,""
1579,21725,"end","item",2030000,10,0,"both","",-1,0,""
1580,21726,"end","exp",500,0,0,"both","",-1,0,""
1581,21727,"end","exp",7250,0,0,"both","",-1,0,""
1582,21727,"end","item",4032321,-1,0,"both","",-1,0,""
1583,21728,"end","exp",200,0,0,"both","",-1,0,""
1584,21729,"end","exp",500,0,0,"both","",-1,0,""
