"object_type",objectid,"label"
"npc",9201009,"Assistant Jackie"
"npc",9201007,"Assistant Nancy"
"npc",9201005,"Assistant Nicole"
"npc",2042003,"Assistant Red"
"npc",2042008,"Assistant Red"
"npc",9201010,"Assistant Travis"
"mob",9400633,"Astaroth"
"item",1412046,"Astaroth Axe"
"item",1452085,"Astaroth Bow"
"item",1472100,"Astaroth Claw"
"item",1462075,"Astaroth Crossbow"
"item",1492048,"Astaroth Gun"
"item",1482046,"Astaroth Knuckles"
"item",1302133,"Astaroth One-Handed Sword"
"item",1442103,"Astaroth Polearm"
"item",1332099,"Astaroth Short Sword"
"item",1432061,"Astaroth Spear"
"item",1382080,"Astaroth Staff"
"item",2101213,"Astaroth Summoning Sack"
"item",1402072,"Astaroth Two-Handed Sword"
"item",1372058,"Astaroth Wand"
"npc",9201133,"Astaroth's Doorway"
"item",1302079,"Astral Blade"
"npc",10200,"Athena Pierce"
"npc",1012100,"Athena Pierce"
"npc",1204032,"Athena Pierce"
"npc",1209000,"Athena Pierce"
"npc",1209007,"Athena Pierce"
"npc",2131000,"Athena Pierce"
"npc",9000023,"Athena Pierce"
"mob",9001002,"Athena Pierce's Clone"
"item",4031010,"Athena Pierce's Letter"
"item",4031561,"Athena Pierce's Stamp"
"item",2022259,"Attack Crystal"
"item",4161002,"Attendance Book"
"item",4161003,"Attendance Book"
"item",4161004,"Attendance Book"
"item",4161005,"Attendance Book"
"item",4161006,"Attendance Book"
"item",4161007,"Attendance Book"
"item",4161008,"Attendance Book"
"item",4161009,"Attendance Book"
"item",4161010,"Attendance Book"
"item",4161011,"Attendance Book"
"item",4161012,"Attendance Book"
"quest",8245,"Attendance Check"
"quest",8246,"Attendance Check"
"item",4032057,"Attendance Sheet"
"npc",9201135,"Audrey"
"mob",8220011,"Aufheben"
"item",4032517,"Aufheben's Time Sand"
"npc",2032002,"Aura"
"skill",1320008,"Aura of the Beholder"
"item",1112908,"Aura Ring"
"item",1102184,"Aurora Happy Wing"
"item",4031189,"Aurora Marble"
"item",4031195,"Aurora Marble"
"item",1702077,"Australia Cheer Towel"
"item",1012043,"Australia Face Painting"
"item",1812002,"Auto HP Potion Pouch"
"item",1812003,"Auto MP Potion Pouch"
"item",5190003,"Automatic Pick-Up Skill"
"item",1002434,"Autumn Hat"
"skill",4111005,"Avenger"
"skill",14111002,"Avenger"
"item",1072418,"Average Black Boots "
"item",1060138,"Average Denim Shorts "
"item",1061160,"Average Denim Skirt "
"item",1072383,"Average Musashi Shoes"
"item",1003028,"Average Straw Hat"
"item",1142129,"Awakened Aran"
"item",1122052,"Awakening Mind of Maple Necklace"
"item",1122053,"Awakening Mind of Maple Necklace"
"item",1122054,"Awakening Mind of Maple Necklace"
"item",1122055,"Awakening Mind of Maple Necklace"
"item",1122056,"Awakening Mind of Maple Necklace"
"item",1122057,"Awakening Mind of Maple Necklace"
"quest",4559,"Away from Kampung - Gift for Brother"
"quest",4557,"Away from Kampung - Lam wants to see the world"
"quest",4560,"Away from Kampung - Merry-go-round in Kampung"
"quest",4558,"Away from Kampung - Off to the City"
"item",4000215,"Axe"
"skill",1101005,"Axe Booster"
"skill",1100001,"Axe Mastery"
"item",1442003,"Axe Pole Arm"
"mob",1130100,"Axe Stump"
"mob",9300220,"Axe Stump"
"item",2381000,"Axe Stump Card"
"npc",1022007,"Ayan"
"item",4032488,"Ayan Mercury's Microphone"
"item",4031173,"Ayan's Letter"
"item",4031685,"Ayan's seal of love "
"item",4031174,"Ayan's Toy Sword"
"item",2022526,"Azalea"
"item",1012042,"Aztec Paint (Mexico)"
"mob",9400597,"Azure Ocelot"
"item",1002785,"Azure Sun Cap"
"mob",9400522,"B Slime"
"item",1112902,"Baba Blue"
"item",5010006,"Baby Angel"
"item",1102005,"Baby Angel Wings"
"mob",6400007,"Baby Balrog"
"item",4032066,"Baby Bird Feather"
"item",1052171,"Baby Chick Apron"
"item",2022335,"Baby Chick Cookie"
"item",5000029,"Baby Dragon"
"item",2022089,"Baby Dragon Food"
"item",1702202,"Baby Ellie"
"item",1102160,"Baby Lupin Cape"
"npc",1092093,"Baby Milk Cow"
"npc",1092094,"Baby Milk Cow"
"npc",1092095,"Baby Milk Cow"
"npc",9001102,"Baby Moon Bunny"
"npc",1013200,"Baby Pig"
"item",1112906,"Baby Pink Heart"
"item",1062110,"Baby Pink Pants "
"item",5000048,"Baby Robo"
"quest",21704,"Baby Steps"
"item",5000066,"Baby Tiger"
"item",1802063,"Baby Tiger Wings"
"item",1802042,"Baby Turkey Carriage"
"item",1002742,"Baby Turkey Hat"
"mob",9400573,"Baby typhon"
"item",2022112,"Baby Witch"
"quest",9101,"Back to School Event : MapleStory "
"quest",9121,"Back to School Event : Nexon "
"quest",9111,"Back to School Event : Wizet "
"quest",21749,"Back to the Past"
"skill",5101002,"Backspin Blow"
"item",4031069,"Bad Luck Fortune Cookie Message"
"map",600010000,"Badlands - Urban Underground"
"item",4001150,"Baekcho Village"
"item",1062103,"Baggy Glow-in-the-dark Pants"
"item",1062023,"Baggy Jeans"
"skill",2321003,"Bahamut"
"item",1072165,"Baige Elf Shoes"
"mob",8140500,"Bain"
"mob",9301000,"Bain"
"mob",9500138,"Bain"
"item",1472086,"Bain Biter"
"item",2385021,"Bain Card"
"item",1452071,"Bain Long Bow  "
"mob",9400747,"Bain Minion"
"item",1442078,"Bain Pole Arm "
"item",1492037,"Bain Shooter  "
"item",1402062,"Bain Sword "
"item",1382068,"Bain Wings  "
"item",4000080,"Bain's Spiky Collar"
"npc",1092002,"Baine"
"npc",9270007,"Bak Cho Maple TV"
"item",2070018,"Balanced Fury"
"item",1462003,"Balanche"
"item",1002498,"Bald Wig"
"item",1042061,"Ball Zone Jumper"
"item",1102215,"Balloon Bouquet"
"mob",8830000,"Balrog"
"mob",8830001,"Balrog"
"mob",8830002,"Balrog"
"mob",8830003,"Balrog"
"mob",8830004,"Balrog"
"mob",8830005,"Balrog"
"mob",8830006,"Balrog"
"mob",8830007,"Balrog"
"mob",8830008,"Balrog"
"mob",8830009,"Balrog"
"mob",8830010,"Balrog"
"mob",8830011,"Balrog"
"mob",8830012,"Balrog"
"mob",8830013,"Balrog"
"item",2388055,"Balrog Card"
"item",4031906,"Balrog Claw"
"mob",9300327,"Balrog Corpse"
"item",2100132,"Balrog Summoning Sack"
"item",2040736,"Balrog's Accuracy Scroll 30%"
"item",1332084,"Balrog's Angelic Betrayal"
"item",2040737,"Balrog's Avoidability Scroll 30%"
"item",1402058,"Balrog's Berzerker "
"item",1472083,"Balrog's Black Mamba "
"item",1382067,"Balrog's Blue Marine "
"item",1402056,"Balrog's Blue Screamer "
"item",1462063,"Balrog's Casa Crow "
"item",1472084,"Balrog's Caster "
"item",1412039,"Balrog's Colonian Axe "
"item",1332086,"Balrog's Cursayer "
"item",1452069,"Balrog's Dark Arund "
"item",1462062,"Balrog's Dark Raven"
"item",2040738,"Balrog's Defense Scroll 30%"
"item",2040731,"Balrog's DEX Scroll 30%"
"item",1442074,"Balrog's Eclipse "
"item",1432055,"Balrog's Fairfrozen "
"item",1452067,"Balrog's Fire Arund "
"item",1462060,"Balrog's Fire Raven "
"item",1302113,"Balrog's Fraute "
"item",1072376,"Balrog's Fur Shoes "
"item",1312042,"Balrog's Gaea "
"item",1452068,"Balrog's Golden Arund"
"item",1322068,"Balrog's Golden Hammer"
"item",1462061,"Balrog's Golden Raven "
"item",1412038,"Balrog's Helios "
"item",1442075,"Balrog's Hellslayer "
"item",2040732,"Balrog's HP Scroll 30%"
"item",1492035,"Balrog's Infinity  "
"item",2040729,"Balrog's INT Scroll 30%"
"item",2040735,"Balrog's Jump Scroll 30%"
"item",1382066,"Balrog's Kage"
"item",1302112,"Balrog's Khan "
"item",1072375,"Balrog's Leather Shoes"
"item",1422043,"Balrog's Leomite "
"item",2040730,"Balrog's LUK Scroll 30%"
"item",1372050,"Balrog's Magicodar "
"item",1452066,"Balrog's Marine Arund"
"item",1462059,"Balrog's Marine Raven "
"item",1452070,"Balrog's Metus "
"item",1422042,"Balrog's Morningstar"
"item",2040733,"Balrog's MP Scroll 30%"
"item",1432054,"Balrog's Omega Spear "
"item",1492036,"Balrog's Peacemaker "
"item",1372051,"Balrog's Phoenix Wand "
"item",1322069,"Balrog's Runi Hammer"
"item",2040734,"Balrog's Speed Scroll 30%"
"item",2100133,"Balrog's Spirit"
"item",1482031,"Balrog's Steel Renault"
"item",2040728,"Balrog's STR Scroll 30%"
"item",2040739,"Balrog's Twilight Scroll 5%"
"item",1332087,"Balrog's Varkit "
"item",1312043,"Balrog's Vifennis "
"item",1482032,"Balrog's White Evil "
"mob",9300311,"Bam Bam Cat"
"item",5240003,"Bamboo"
"item",3010062,"Bamboo Chair "
"item",1002348,"Bamboo Hat"
"item",3993002,"Bamboo Luck Sack"
"item",4000414,"Bamboo Nameplate"
"skill",1009,"Bamboo Rain"
"item",1432009,"Bamboo Spear"
"item",1302022,"Bamboo Sword"
"skill",10001009,"Bamboo Thrust"
"skill",20001009,"Bamboo Thrust"
"mob",6090002,"Bamboo Warrior"
"item",2022123,"Banana Graham Pie"
"skill",4211004,"Band of Thieves"
"item",1012027,"Bandage Strip"
"npc",9300006,"Banquet Master"
"npc",2082010,"Bao"
"item",2002025,"Barbarian Elixir"
"item",2022079,"Barbecue"
"item",1802027,"Bare Bones"
"npc",20001,"Bari"
"quest",1045,"Bari's Test"
"skill",1031,"Barlog Mount"
"skill",10001031,"Barlog Mount"
"skill",20001031,"Barlog Mount"
"mob",4230116,"Barnard Gray"
"mob",9300103,"Barnard Gray"
"mob",9300332,"Barnard Gray"
"mob",9500366,"Barnard Gray"
"item",4031103,"Barnard Gray's Cell"
"item",2382042,"Barnard Grey Card"
"npc",1104001,"Baroq"
"item",1452047,"Barracuda Bow"
"skill",5121007,"Barrage"
"skill",15111004,"Barrage"
"item",2022284,"Barricade Booster"
"npc",9201088,"Barry"
"npc",1094000,"Bart"
"npc",1092011,"Bartol"
"quest",2208,"Bartol's Requests"
"item",4031993,"Bartos' Favorite Juice"
"item",4031035,"Bartos' Letter"
"npc",2022002,"Barun"
"item",1042158,"Baseball Classic"
"item",1042050,"Baseball Jumper"
"item",4250400,"Basic Amethyst"
"item",4250500,"Basic AquaMarine"
"item",1082012,"Basic Archer Gloves"
"item",4251300,"Basic Black Crystal"
"item",4251400,"Basic Dark Crystal"
"item",4251100,"Basic DEX Crystal"
"item",4250000,"Basic Diamond"
"item",1002266,"Basic Earmuff"
"item",4250700,"Basic Emerald"
"quest",21018,"Basic Fitness Test"
"quest",21015,"Basic Fitness Training 1"
"quest",21016,"Basic Fitness Training 2"
"quest",21017,"Basic Fitness Training 3"
"item",4250200,"Basic Garnet"
"item",4251000,"Basic LUK Crystal"
"item",4260000,"Basic Monster Crystal 1"
"item",4260001,"Basic Monster Crystal 2"
"item",4260002,"Basic Monster Crystal 3"
"item",4250300,"Basic Opal"
"item",1442079,"Basic Polearm "
"item",4250800,"Basic Power Crystal"
"item",4250100,"Basic Sapphire"
"item",4251200,"Basic Secret Crystal"
"item",1602002,"Basic Skill Effect (bowman)"
"item",1602001,"Basic Skill Effect (magician)"
"item",1602003,"Basic Skill Effect (thief)"
"item",1602000,"Basic Skill Effect (warrior)"
"item",4250600,"Basic Topaz"
"item",4250900,"Basic Wisdom Crystal"
"item",4031113,"Basket"
"item",1102075,"Bat's Bane"
"item",1050127,"Bath Towel (Black)"
"item",1050100,"Bathrobe for Men"
"item",1051098,"Bathrobe for Women"
"mob",9420506,"Batoo"
"item",4000376,"Batteries"
"item",1312001,"Battle Axe"
"item",1452000,"Battle Bow"
"item",1462002,"Battle Crossbow"
"item",1322045,"Battle Hammer"
"item",1012000,"Battle Scar"
"item",1092007,"Battle Shield"
"npc",9201115,"Battle Statue"
"skill",5221006,"Battleship"
"skill",5221007,"Battleship Cannon"
"skill",5221008,"Battleship Torpedo"
"item",1012112,"Bauhinia Paint (Hong Kong)"
"item",1332011,"Bazlud"
"item",4031659,"BBQ Sauce"
"item",4031665,"BBQ Sauce"
"item",1142073,"Be My Friend Medal"
"item",3010013,"Beach Chair"
"item",1112112,"Beach Label Ring"
"item",1112223,"Beach Quote Ring"
"item",4001178,"Beach Sandals"
"item",4031970,"Beach Sandals Order Form"
"item",2049103,"Beach Sandals Scroll 100%"
"item",1032036,"Beaded Cross Earring"
"item",4000354,"Beaker"
"item",1102229,"Bear Cape"
"item",4000283,"Bear Foot"
"item",1003047,"Bear Hat"
"item",1072067,"Bear Huntertop"
"item",1072233,"Bear Shoes"
"item",1002863,"Bear Tassel Hat"
"item",1042056,"Beat Shirt"
"quest",9051,"Beat the Heat <Easy> - Beat the Heat <Easy> - 1st Stage"
"quest",9052,"Beat the Heat <Easy> - Beat the Heat <Easy> - 2nd Stage"
"quest",9053,"Beat the Heat <Easy> - Beat the Heat <Easy> - 3rd Stage"
"quest",9058,"Beat the Heat <Hard> - Beat the Heat <Hard> - 2nd Stage"
"quest",9059,"Beat the Heat <Hard> - Beat the Heat <Hard> - 3rd Stage"
"quest",9057,"Beat the Heat <Hard> - Beat the Heat <Hard>-1st Stage"
"quest",9055,"Beat the Heat <Medium> - Beat the Heat <Medium> - 2nd Stage"
"quest",9056,"Beat the Heat <Medium> - Beat the Heat <Medium> - 3rd Stage"
"quest",9054,"Beat the Heat <Medium> - Beat the Heat <Medium>-1st Stage"
"item",1050135,"Beau Tuxedo"
"quest",1051,"Becoming a Bowman"
"quest",1050,"Becoming a Magician"
"quest",1053,"Becoming a Pirate"
"quest",1052,"Becoming a Thief"
"quest",1049,"Becoming a Warrior"
"npc",2111008,"Bedin"
"mob",9400704,"Beef Eater"
"item",4032037,"Beef Slice"
"mob",7130002,"Beetle"
"item",2384027,"Beetle Card"
"item",1042032,"Beetle Longsleeve"
"item",4000236,"Beetle's Horn"
"quest",20720,"Before the Mission in Perion Begins"
"quest",29900,"Beginner Adventurer"
"item",1142107,"Beginner Adventurer Medal "
"item",1452051,"Beginner Bowman's bow"
"quest",2136,"Beginner Bowman's First Training Session"
"quest",2139,"Beginner Bowman's Last Training Session"
"quest",2137,"Beginner Bowman's Second Training Session"
"quest",2138,"Beginner Bowman's Third Training Session"
"item",1142127,"Beginner Explorer"
"quest",29005,"Beginner Explorer"
"quest",2132,"Beginner Magician's First Training Session"
"quest",2135,"Beginner Magician's Last Training Session"
"quest",2133,"Beginner Magician's Second Training Session"
"quest",2134,"Beginner Magician's Third Training Session"
"item",1372043,"Beginner Magician's wand"
"quest",2196,"Beginner Pirate's Fourth Training Session"
"quest",2195,"Beginner Pirate's Third Training Session"
"item",1472061,"Beginner Thief Wrist Guard"
"quest",2140,"Beginner Thief's First Training Session"
"quest",2143,"Beginner Thief's Last Training Session"
"quest",2141,"Beginner Thief's Second Training Session"
"item",1332063,"Beginner Thief's short sword"
"quest",2142,"Beginner Thief's Third Training Session"
"quest",2128,"Beginner Warrior's First Training Session"
"quest",2131,"Beginner Warrior's Last Training Session"
"quest",2129,"Beginner Warrior's Second Training Session"
"item",1302077,"Beginner Warrior's sword"
"quest",2130,"Beginner Warrior's Third Training Session"
"item",4161001,"Beginner's Guide"
"item",4031180,"Beginner's Shopping Guide"
"skill",1321007,"Beholder"
"item",1482009,"Beia Crash"
"item",1482018,"Beia Crash"
"item",1052101,"Beige Carribean"
"item",1002428,"Beige Checkered Hat"
"item",1042033,"Beige Double-Coat"
"item",1072217,"Beige Golashes"
"item",1002426,"Beige Goya Beret"
"item",1051063,"Beige Lineros"
"item",1050062,"Beige Linnex"
"item",1072023,"Beige Nitty"
"item",1002287,"Beige Patriot"
"item",1050008,"Beige Plain Robe"
"item",1302029,"Beige Umbrella"
"npc",9201057,"Bell"
"item",1062018,"Bell-Bottomed Faded Jeans"
"mob",2100105,"Bellamoa"
"item",2381015,"Bellamoa Card"
"item",4000293,"Bellflower"
"item",2022132,"Bellflower Concentrate"
"item",2022147,"Bellflower Medicine Soup"
"mob",5120501,"Bellflower Root"
"item",2383025,"Bellflower Root Card"
"item",4001187,"Beltin"
"npc",9201034,"Ben"
"item",1062006,"Bennis Chainpants"
"item",1322020,"Bent Judgement"
"item",1001013,"Beret"
"mob",7220003,"Bergamot"
"mob",7220004,"Bergamot"
"mob",7220005,"Bergamot"
"item",4032515,"Bergamot's Time Sand"
"skill",1320006,"Berserk"
"item",1402005,"Berzerker"
"npc",1032104,"Betty"
"quest",3522,"Beyond the Ruins"
"quest",3538,"Beyond the Ruins"
"item",4000336,"Bible of the Corrupt"
"npc",9250054,"Bicho"
"quest",4490,"Bicho's snowman"
"npc",2090002,"Bidiwon"
"npc",9000053,"Big Bad Wolf "
"skill",2121001,"Big Bang"
"skill",2221001,"Big Bang"
"skill",2321001,"Big Bang"
"item",2022324,"Big Belly Fish"
"item",4000141,"Big Boss Flashlight"
"mob",9400004,"Big Cloud Fox"
"item",2022311,"Big Cream Puff"
"item",1702058,"Big Hand"
"npc",1012117,"Big Headward"
"item",1052024,"Big Kimono"
"item",4000378,"Big Poop"
"mob",9400569,"Big Puff Daddy"
"mob",9400608,"Big Puff Daddy"
"item",2101158,"Big Puff Daddy Sack"
"item",1072240,"Big Rabbit Feet"
"item",1022064,"Big Red Glasses"
"item",2060006,"Big Snowball"
"mob",9400575,"Bigfoot"
"item",4032013,"Bigfoot's Toe"
"quest",1007,"Bigg's Collection of Items"
"map",600020000,"Bigger Ben - Lobby"
"npc",20002,"Biggs"
"quest",1046,"Biggs's Story on Victoria Island."
"item",1002420,"Biker Bandana"
"mob",9410004,"Biker Monkey"
"npc",9220006,"Bill"
"npc",1052015,"Billy"
"item",1012001,"Bindi"
"item",4000148,"Binding Bridle"
"mob",9420502,"Biner"
"item",2022614,"Bingo Gift Box"
"item",4032418,"Bingo Necklace"
"item",4032419,"Bingo Necklace"
"item",4032420,"Bingo Necklace"
"item",4032421,"Bingo Necklace"
"item",4032422,"Bingo Necklace"
"item",1812005,"Binocular"
"item",1702145,"Bionic Claw"
"item",1002661,"Bird Nest"
"item",1002822,"Bird Nest"
"mob",8140110,"Birk"
"item",2385014,"Birk Card"
"item",4000241,"Birk's Chewed Grass"
"item",2020032,"Birthday Cake"
"item",4220045,"Birthday Cake Box"
"item",4220074,"Birthday Cake Box"
"item",3994086,"Birthday Cake Candle"
"item",4031305,"Birthday Candle"
"item",4031590,"Birthday Candle"
"mob",9400601,"Birthday Candle"
"item",4031307,"Birthday Present (Blue)"
"item",4031306,"Birthday Present (Red)"
"item",1022034,"Bizarre Monocle"
"item",1042150,"Black \"Hit Me\" Shirt"
"item",1072058,"Black Air H's"
"item",1042041,"Black Allstar"
"item",1061049,"Black Amoria Skirt"
"item",1041053,"Black Amoria Top"
"item",1041015,"Black Armine"
"item",1061010,"Black Armine Skirt"
"item",4000459,"Black Armor Fragment"
"item",1022015,"Black Aviator Shades"
"item",2430032,"Black Bag"
"item",1082079,"Black Bandage"
"item",1002083,"Black Bandana"
"npc",1092006,"Black Bark"
"item",1002060,"Black Baseball Cap"
"item",1072100,"Black Baseball Cleats"
"item",1002199,"Black Baseball Helmet"
"item",1072306,"Black Basile Boots"
"item",2022156,"Black Bean Noodle"
"item",4031587,"Black Bean Paste of Longing"
"item",1132004,"Black Belt"
"item",1040023,"Black Bennis Chainmail"
"mob",9400599,"Black Bird"
"item",1082204,"Black Bisk"
"item",1040001,"Black Blazer"
"item",1072110,"Black Blue-Lines Shoes"
"item",1052021,"Black Body Tights"
"mob",9400008,"Black Boogie"
"item",1072230,"Black Boxing Shoes"
"item",1002713,"Black Bubble Beanie"
"item",5000034,"Black Bunny"
"item",1042082,"Black Cardigan Set"
"mob",9400636,"Black Cat"
"item",1051125,"Black Cat Costume"
"item",1001032,"Black Cat Ears"
"item",1081004,"Black Cat Gloves"
"item",1002549,"Black Cat Hat"
"item",1071014,"Black Cat Shoes"
"item",4031059,"Black Charm"
"item",1062091,"Black Checkered Shorts"
"item",1060023,"Black Cloth Pants"
"item",1061031,"Black Cloth Pants"
"item",1040033,"Black Cloth Vest"
"item",1041038,"Black Cloth Vest"
"item",2280001,"Black Cloud Machine"
"quest",6210,"Black Clouds..."
"item",1050079,"Black Coat of Death"
"item",1002349,"Black Cowboy Hat"
"mob",9400014,"Black Crow"
"item",4021008,"Black Crystal"
"item",1302107,"Black Crystal Blade"
"item",4020008,"Black Crystal Ore"
"item",5000033,"Black Dragon"
"item",1050011,"Black Dragon Robe"
"item",1072010,"Black Dress Shoes"
"item",1071024,"Black Dress Shoes [f]"
"item",1072318,"Black Duke Barkin Shoes"
"item",1082031,"Black Duo"
"item",1702021,"Black Electric Guitar"
"item",1032027,"Black Emerald Earrings"
"item",1072022,"Black Enamel Boots"
"item",1072332,"Black Enamel Shoes"
"item",4000384,"Black Essence"
"item",1022013,"Black Eye Guard"
"item",4031042,"Black Feather"
"item",1002115,"Black Feather Hat"
"item",1051156,"Black Female Fur Coat"
"item",2022087,"Black Fruit"
"item",4000194,"Black Fur"
"item",1102024,"Black Gaia Cape"
"item",1052072,"Black Garina"
"item",1082167,"Black Garina Gloves"
"item",1002550,"Black Garina Hood"
"item",1072272,"Black Garina Shoes"
"item",1002125,"Black Ghetto Beanie"
"item",1102035,"Black Giles Cape"
"mob",9600005,"Black Goat"
"item",1072042,"Black Gomushin"
"item",1072108,"Black Green-Lined Shoes"
"item",1802003,"Black Hat"
"item",1002066,"Black Headband"
"item",1072350,"Black High Tops"
"item",1472062,"Black Hole"
"item",1052023,"Black Holed Tights"
"item",1042001,"Black Hooded Vest"
"item",4000191,"Black Horn"
"item",1002159,"Black Hunter"
"item",1072082,"Black Hunter Boots"
"item",1041055,"Black Huntress Armor"
"item",1061051,"Black Huntress Pants"
"item",1041086,"Black Jangoon Armor"
"item",1060000,"Black Jangoon Pants"
"item",1061085,"Black Jangoon Skirt"
"item",1002037,"Black Jester"
"item",1102014,"Black Justice Cape"
"mob",8140101,"Black Kentaurus"
"mob",9300096,"Black Kentaurus"
"mob",9300261,"Black Kentaurus"
"mob",9500164,"Black Kentaurus"
"item",2385016,"Black Kentaurus Card"
"item",4032471,"Black Key"
"item",5000004,"Black Kitty"
"item",1002712,"Black Kitty Ears"
"mob",9300022,"Black Knight"
"mob",9300036,"Black Knight"
"item",1040063,"Black Knucklevest"
"item",1060052,"Black Knucklevest Pants"
"item",1102037,"Black Landcell Pack"
"item",1072087,"Black Lappy Boots"
"item",1072111,"Black Leather Boots"
"item",1062043,"Black Leather Pants"
"item",1002130,"Black Loosecap"
"item",1082053,"Black Lutia"
"mob",9300380,"Black Mage Cornian"
"item",1050027,"Black Mage Robe"
"mob",9300381,"Black Mage Skelegon"
"mob",9300379,"Black Mage Wyvern"
"item",1102018,"Black Magic Cape"
"mob",9300156,"Black Magician's Disciple"
"item",4031846,"Black Magician's Token"
"item",4031862,"Black Magician's Token"
"item",1072078,"Black Magicshoes"
"item",1050136,"Black Male Fur Coat"
"item",1472031,"Black Mamba"
"item",1472038,"Black Mamba"
"item",1472043,"Black Mamba"
"item",1472049,"Black Mamba"
"item",1082050,"Black Marker"
"item",1072315,"Black Markintz"
"item",1002214,"Black Maro"
"item",1060016,"Black Martial Arts Pants"
"item",1050087,"Black Mesoranger"
"item",1051089,"Black Mesoranger"
"npc",2040018,"Black Mesoranger"
"item",1452026,"Black Metus"
"item",4000437,"Black Mushroom Spore"
"item",1102004,"Black Napoleon"
"item",1040122,"Black Neos"
"item",1060111,"Black Neos Pants"
"item",1080002,"Black Ninja Gloves"
"item",1072024,"Black Nitty"
"item",1050033,"Black Officer Uniform"
"item",1002587,"Black Old Wisconsin"
"item",1050095,"Black Oriental Fury Coat"
"item",1051097,"Black Oriental Fury Coat"
"item",1002366,"Black Oriental Fury Hat"
"item",1052089,"Black Overcoat of Doom"
"item",1312014,"Black Paint Brush"
"item",1040044,"Black Pao"
"item",1060033,"Black Pao Bottom"
"item",1092052,"Black Phoenix Shield"
"item",4031829,"Black Phoenix Shield Forging Manual"
"item",5000007,"Black Pig"
"item",1002637,"Black Pirate's Bandana"
"item",1002646,"Black Polax Hat"
"item",1002270,"Black Polyfeather Hat"
"mob",4230502,"Black Porky"
"item",2382060,"Black Porky Card"
"mob",3210205,"Black Ratz"
"item",2382016,"Black Ratz Card"
"mob",9300006,"Black Ratz from Another Dimension"
"mob",9300170,"Black Ratz from Another Dimension"
"item",1072107,"Black Red-Lined Shoes"
"map",914000200,"Black Road - Burning Forest 1"
"map",914000420,"Black Road - Burning Forest 1"
"map",914000210,"Black Road - Burning Forest 2"
"map",914000410,"Black Road - Burning Forest 2"
"map",914000220,"Black Road - Burning Forest 3"
"map",914000400,"Black Road - Burning Forest 3"
"map",914000300,"Black Road - Dead End Forest"
"map",914000100,"Black Road - Ready to Leave"
"map",914000500,"Black Road - Ready to Leave"
"map",914000000,"Black Road - Wounded Soldier's Camp"
"item",1002120,"Black Robin Hat"
"item",1051167,"Black Rockabilly Dress"
"item",1052119,"Black Royal Barone"
"item",2100000,"Black Sack"
"item",1072091,"Black Salt Shoes"
"item",1070001,"Black Santa Boots"
"item",4001207,"Black Scale"
"quest",20402,"Black Scale"
"item",1472029,"Black Scarab"
"item",1472037,"Black Scarab"
"item",1472042,"Black Scarab"
"item",1472048,"Black Scarab"
"item",1082201,"Black Schult"
"item",1902039,"Black Scooter"
"item",1912032,"Black Scooter Key"
"item",1102030,"Black Seraph Cape"
"item",1022059,"Black Shades"
"mob",9300224,"Black Sheep"
"mob",9600008,"Black Sheep"
"item",1070003,"Black Shoes of Death"
"item",1082213,"Black Skellduke"
"item",1002496,"Black Skull Bandana"
"item",1022062,"Black Skull Eye Patch"
"item",1042088,"Black Skull Hooded Vest"
"item",1002220,"Black Slanted Visor"
"item",1040050,"Black Sneak"
"item",1060039,"Black Sneak Pants"
"item",1002481,"Black Snowboard Helmet"
"item",1052047,"Black Snowboard Overall"
"item",1072171,"Black Snowshoes"
"item",1072266,"Black Soccer Cleats"
"item",4031414,"Black Soul of Dark Cornian"
"item",4031412,"Black Soul of Dark Rash"
"item",4031415,"Black Soul of Dark Wyvern"
"item",4031413,"Black Soul of Dual Birk"
"item",1041029,"Black Split"
"item",1060014,"Black Split Pants"
"item",1040018,"Black Split Piece"
"item",1061027,"Black Split Skirt"
"item",1102010,"Black Star Cape"
"item",1002452,"Black Starry Bandana"
"item",1002455,"Black Starry Bandana"
"item",1041048,"Black Steal"
"item",1061044,"Black Steal Pants"
"item",1072262,"Black Strap Shoes"
"item",1060001,"Black Suit Pants"
"item",1022004,"Black Sunglasses"
"item",1442028,"Black Surfboard"
"item",1002132,"Black Swimming Cap"
"item",1002110,"Black Thief Hood"
"item",1002259,"Black Top Hat"
"item",4031119,"Black Toy Heena"
"item",1041112,"Black Trainer Jacket"
"item",1061075,"Black Trainer Pants"
"item",1061111,"Black Training Shorts"
"item",1322021,"Black Tube"
"item",1302026,"Black Umbrella"
"item",4031754,"Black Versal Materia"
"item",1072309,"Black Voyson Shoes"
"item",1072354,"Black Voyson Shoes for Transformation"
"item",1060126,"Black Wakeboard Pants"
"item",1072074,"Black Windshoes"
"mob",9300392,"Black Wing Henchman"
"item",2100164,"Black Wing Henchman Summoning Sack"
"mob",9001010,"Black Witch"
"item",2100109,"Black Witch Summoning Summoning Sack"
"item",1072109,"Black Yellow-Lined Shoes"
"item",1002370,"Black-Striped Indian Hat"
"item",1702159,"Blackbeard's Knuckler"
"npc",1020000,"Blackbull"
"quest",4935,"Blackbull's Mistake"
"item",1102206,"Blackfist Cloak"
"item",4001190,"Blackhole Marble"
"item",1012048,"Blackjack Scar"
"item",4000411,"Blacklist"
"item",1052199,"Blade Overall"
"npc",1052117,"Blake"
"quest",2292,"Blake's Dream"
"item",1042101,"Blanc Rose Top"
