mobid,mob_level,"flags",hp,mp,hp_recovery,mp_recovery,explode_hp,experience,link,summon_type,knockback,fixed_damage,death_buff,death_after,traction,damaged_by_skill_only,damaged_by_mob_only,drop_item_period,hp_bar_color,hp_bar_bg_color,carnival_points,physical_attack,physical_defense,magical_attack,magical_defense,accuracy,avoidability,speed,chase_speed,"ice_modifier","fire_modifier","poison_modifier","lightning_modifier","holy_modifier","nonelemental_modifier"
8140103,88,"",37000,200,0,0,0,1600,0,1,3000,0,0,0,10.0,0,0,0,0,0,0,390,800,430,495,170,28,0,10,"strong","weak","normal","normal","normal","normal"
8140110,85,"",32000,150,150,30,0,1420,0,1,3200,0,0,0,10.0,0,0,0,0,0,0,380,760,0,465,160,27,-30,10,"weak","normal","normal","normal","strong","normal"
8140111,88,"",37000,200,200,10,0,1620,0,1,3700,0,0,0,10.0,0,0,0,0,0,0,395,850,0,480,170,28,-30,10,"normal","normal","strong","normal","strong","normal"
8140200,70,"undead",15000,180,0,2,0,270,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,250,250,320,250,130,26,-40,-40,"normal","weak","normal","normal","weak","normal"
8140300,76,"undead",18000,200,0,2,0,370,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,300,380,350,400,140,27,-40,-40,"normal","normal","normal","normal","weak","normal"
8140500,90,"",45000,190,0,0,0,1800,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,425,835,465,505,195,38,-20,-20,"weak","strong","normal","normal","normal","normal"
8140510,90,"boss",15000,150,20,5,0,330,0,27,1500,0,0,0,10.0,0,0,0,0,0,0,250,250,350,250,150,30,-20,-20,"normal","normal","normal","normal","normal","normal"
8140511,91,"",43000,170,0,0,0,2280,0,1,3280,0,0,0,10.0,0,0,0,0,0,0,430,650,460,670,190,37,30,30,"normal","normal","strong","normal","strong","normal"
8140512,93,"",50000,250,0,0,0,2520,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,450,830,500,530,200,37,0,0,"normal","normal","strong","normal","normal","normal"
8140555,90,"",40500,190,0,0,0,0,0,1,4000,0,0,0,10.0,0,0,0,0,0,0,410,840,450,530,196,35,0,0,"strong","strong","strong","strong","normal","normal"
8140600,92,"undead",42500,190,0,0,0,2000,0,1,4200,0,0,0,10.0,0,0,0,0,0,0,420,840,460,540,197,38,-30,-30,"normal","strong","normal","normal","weak","normal"
8140700,90,"",40000,150,0,0,0,1780,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,410,820,0,480,195,37,-40,-40,"strong","weak","normal","normal","normal","normal"
8140701,93,"",49000,160,0,0,0,2100,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,420,830,0,500,200,37,-40,-40,"weak","strong","normal","normal","normal","normal"
8140702,95,"",50000,200,0,0,0,2280,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,460,840,510,550,200,37,-50,-50,"normal","normal","weak","weak","normal","normal"
8140703,97,"",55000,200,0,0,0,2500,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,470,850,520,570,200,37,-50,-50,"weak","strong","normal","normal","normal","normal"
8141000,93,"",50000,190,0,0,0,2100,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,430,830,480,530,200,37,-40,-40,"normal","strong","normal","weak","normal","normal"
8141100,98,"",58000,220,0,0,0,2600,0,1,5300,0,0,0,10.0,0,0,0,0,0,0,460,845,520,580,205,38,-50,-50,"normal","strong","normal","weak","normal","normal"
8141300,94,"",46000,190,0,0,0,2200,0,1,4200,0,0,0,10.0,0,0,0,0,0,0,430,830,485,525,200,37,-70,-70,"normal","strong","strong","normal","normal","normal"
8142000,95,"undead",53000,200,0,0,0,2300,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,450,835,500,530,200,37,-30,-30,"strong","weak","normal","normal","weak","normal"
8142100,97,"",49000,210,0,0,0,2500,0,1,4300,0,0,0,10.0,0,0,0,0,0,0,445,830,500,550,203,37,-70,-70,"normal","strong","normal","strong","normal","normal"
8143000,99,"undead",60000,220,0,0,0,2800,0,1,6000,0,0,0,10.0,0,0,0,0,0,0,465,850,530,570,205,38,-10,-10,"immune","weak","normal","normal","weak","normal"
8150000,100,"boss,flying",100000,500,200,5,0,3500,0,0,5000,0,0,0,10.0,0,0,0,0,0,0,500,800,720,800,180,40,0,0,"normal","normal","immune","normal","weak","normal"
8150100,100,"",56000,230,0,0,0,3000,0,1,5500,0,0,0,10.0,0,0,0,0,0,0,490,850,530,570,205,38,-40,-40,"normal","strong","normal","normal","normal","normal"
8150101,102,"",58500,240,0,0,0,3100,0,1,5500,0,0,0,10.0,0,0,0,0,0,0,500,855,535,575,205,38,-40,-40,"strong","strong","normal","normal","normal","normal"
8150200,100,"",56000,200,0,0,0,3000,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,480,800,0,500,205,45,-10,-10,"normal","normal","strong","normal","normal","normal"
8150201,105,"",67000,200,0,0,0,3700,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,495,800,0,500,205,45,-10,-10,"normal","normal","strong","normal","normal","normal"
8150300,97,"",53000,210,0,0,0,2500,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,450,830,500,550,203,37,-20,-20,"weak","strong","normal","normal","normal","normal"
8150301,101,"",57000,250,0,0,0,3050,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,495,850,535,570,205,38,-20,-20,"strong","weak","normal","normal","normal","normal"
8150302,103,"",60000,250,0,0,0,3150,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,505,900,540,580,205,38,-20,-20,"normal","normal","normal","normal","normal","normal"
8160000,108,"auto_aggro",78000,200,0,0,0,4300,0,1,5500,0,0,0,10.0,0,0,0,0,0,0,550,900,600,650,210,37,-50,-50,"normal","normal","normal","strong","normal","normal"
8170000,108,"undead,auto_aggro",70000,300,0,0,0,4100,0,1,5500,0,0,0,10.0,0,0,0,0,0,0,510,850,620,680,210,38,-50,-50,"strong","normal","normal","normal","weak","normal"
8180000,105,"boss,public_reward,auto_aggro",3700000,1500,300,20,0,13500,0,1,5000,0,0,0,10.0,0,0,0,1,5,0,550,900,680,850,200,39,-20,-20,"weak","strong","normal","normal","normal","normal"
8180001,105,"boss,public_reward,auto_aggro",3700000,1500,300,20,0,13500,0,1,5000,0,0,0,10.0,0,0,0,1,5,0,550,900,680,850,200,39,-20,-20,"normal","normal","weak","strong","normal","normal"
8190000,105,"auto_aggro",68000,200,0,0,0,3800,0,1,5000,0,0,0,0.0,0,0,0,0,0,0,500,750,550,680,205,38,0,0,"normal","normal","normal","normal","normal","normal"
8190001,105,"auto_aggro",68000,200,0,0,0,0,0,1,5000,0,0,0,0.0,0,0,0,0,0,0,500,750,550,680,205,38,0,0,"normal","normal","normal","normal","normal","normal"
8190002,110,"",80000,240,0,0,0,8050,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,580,900,650,600,210,38,-50,-50,"normal","normal","normal","normal","normal","normal"
8190003,110,"undead",80000,240,0,0,0,4500,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,520,800,660,700,210,38,-20,-20,"normal","normal","normal","normal","weak","normal"
8190004,113,"undead",85000,250,0,0,0,4750,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,530,810,670,710,210,38,-20,-20,"normal","normal","normal","normal","weak","normal"
8190005,110,"",80000,240,0,0,0,4450,8190002,1,5000,0,0,0,10.0,0,0,0,0,0,0,580,900,650,600,210,38,-50,-50,"normal","normal","normal","normal","normal","normal"
8200000,80,"",24000,300,0,0,0,850,0,1,2800,0,0,0,10.0,0,0,0,0,0,0,350,650,410,450,140,30,-40,-40,"normal","normal","normal","normal","normal","normal"
8200001,91,"",41000,195,0,0,0,1900,0,1,4000,0,0,0,10.0,0,0,0,0,0,0,400,650,460,670,190,37,-70,-70,"normal","normal","strong","strong","normal","normal"
8200002,94,"",45000,200,0,0,0,2200,0,1,4000,0,0,0,10.0,0,0,0,0,0,0,420,660,510,720,195,37,-60,-60,"normal","normal","strong","strong","normal","normal"
8200003,98,"",53000,200,0,0,0,2600,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,460,870,525,530,200,37,-60,-60,"normal","normal","strong","strong","normal","normal"
8200004,101,"",59000,200,0,0,0,3100,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,500,910,545,540,205,37,-50,-50,"normal","normal","strong","strong","normal","normal"
8200005,106,"",71000,200,0,0,0,3350,0,1,6000,0,0,0,10.0,0,0,0,0,0,0,520,690,560,750,205,37,-70,-70,"strong","weak","normal","weak","normal","normal"
8200006,109,"",79000,250,0,0,0,3600,0,1,7000,0,0,0,10.0,0,0,0,0,0,0,530,700,600,800,210,38,-60,-60,"strong","weak","normal","weak","normal","normal"
8200007,113,"",90000,260,0,0,0,4500,0,1,8000,0,0,0,10.0,0,0,0,0,0,0,560,940,638,570,210,39,-60,-60,"strong","weak","normal","weak","normal","normal"
8200008,116,"",99000,270,0,0,0,4960,0,1,8000,0,0,0,10.0,0,0,0,0,0,0,575,990,655,590,215,40,-50,-50,"strong","weak","normal","weak","normal","normal"
8200009,121,"",115000,300,0,0,0,5750,0,1,9000,0,0,0,10.0,0,0,0,0,0,0,605,740,685,870,215,41,-70,-70,"normal","strong","weak","normal","normal","normal"
8200010,124,"",123000,320,0,0,0,6150,0,1,9000,0,0,0,10.0,0,0,0,0,0,0,620,760,700,910,220,43,-60,-60,"normal","strong","weak","normal","normal","normal"
8200011,128,"",133000,340,0,0,0,6670,0,1,10000,0,0,0,10.0,0,0,0,0,0,0,635,1030,715,630,220,45,-60,-60,"normal","strong","weak","normal","normal","normal"
8200012,131,"",141000,360,0,0,0,7060,0,1,10000,0,0,0,10.0,0,0,0,0,0,0,645,1060,725,680,230,47,-50,-50,"normal","strong","weak","normal","normal","normal"
8220000,83,"boss,auto_aggro",87000,320,100,5,0,2800,0,1,3000,0,0,0,10.0,0,0,0,1,5,0,420,600,400,450,150,30,-50,-50,"normal","normal","normal","normal","normal","normal"
8220001,90,"boss,auto_aggro",120000,300,110,5,0,5200,0,1,3000,0,0,0,10.0,0,0,0,1,5,0,450,800,430,500,195,38,0,0,"normal","normal","normal","normal","normal","normal"
8220002,85,"boss,auto_aggro",96000,350,100,5,0,3000,0,1,3000,0,0,0,10.0,0,0,0,1,5,0,430,700,430,465,160,27,-30,-30,"normal","normal","normal","normal","normal","normal"
8220003,120,"boss,auto_aggro",13400000,3500,1000,100,0,47355,0,1,10000,0,0,0,10.0,0,0,0,1,5,0,620,950,710,1050,230,41,-20,-20,"strong","strong","normal","normal","normal","normal"
8220004,121,"boss,auto_aggro",5900000,2000,5000,200,0,20850,0,1,10000,0,0,0,10.0,0,0,0,1,5,0,630,950,715,1050,218,42,-70,-70,"strong","strong","strong","strong","normal","normal"
8220005,131,"boss,auto_aggro",7600000,2500,7000,220,0,26850,0,1,13000,0,0,0,10.0,0,0,0,1,5,0,665,1020,735,1110,232,47,-20,-20,"strong","normal","normal","weak","normal","normal"
8220006,141,"boss,auto_aggro",9300000,3000,10000,300,0,32865,0,1,15000,0,0,0,10.0,0,0,0,1,5,0,675,1100,755,1170,239,49,-50,-50,"normal","strong","weak","normal","normal","normal"
8220007,90,"boss",135000,190,100,5,0,5500,0,0,2800,0,0,0,10.0,0,0,0,0,0,0,450,810,540,520,200,45,-20,-20,"normal","weak","normal","normal","normal","normal"
8220008,85,"",5000,10,0,0,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,520,340,0,350,180,10,0,0,"normal","normal","normal","normal","normal","normal"
8220009,85,"boss,auto_aggro",110000,1000,500,50,0,3180,0,1,3000,0,0,0,10.0,0,0,0,0,0,0,480,720,520,660,190,35,-15,-15,"normal","normal","normal","normal","normal","normal"
8220010,81,"boss,public_reward",300000,350,700,22,0,3800,0,17,5000,0,0,0,0.0,0,0,0,1,5,0,410,700,400,440,155,30,0,0,"normal","normal","immune","normal","normal","normal"
8220011,85,"boss",410000,1500,0,0,0,4300,0,1,5500,0,0,0,10.0,0,0,0,1,5,0,530,700,670,200,200,32,0,0,"weak","normal","weak","normal","normal","normal"
8220012,90,"boss,auto_aggro",450000,300,0,0,0,5500,0,1,6000,0,0,0,10.0,0,0,0,1,5,0,550,800,550,700,185,37,0,0,"normal","strong","strong","normal","normal","normal"
8220013,95,"boss,public_reward,auto_aggro",240000,600,12000,50,0,0,0,1,999999,0,0,0,10.0,0,0,0,4,3,0,565,850,560,820,200,37,0,0,"weak","strong","immune","weak","normal","normal"
8220014,95,"boss,public_reward",240000,600,12000,50,0,0,0,1,999999,0,0,0,10.0,0,0,0,3,1,0,565,850,560,820,200,37,0,0,"weak","strong","immune","weak","normal","normal"
8220015,95,"boss,public_reward",240000,600,12000,50,0,6340,0,1,24000,0,0,0,10.0,0,0,0,1,5,0,565,850,560,820,200,37,0,0,"weak","strong","immune","weak","normal","normal"
8500000,100,"boss,undead",16000,12000,5000,100,0,0,0,1,10000,0,0,0,10.0,0,0,0,0,0,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8500001,125,"boss,auto_aggro",23000000,2000000,10000,50000,0,596000,0,1,10000,0,0,0,10.0,0,0,0,4,1,0,630,1000,480,1100,250,12,-40,-40,"normal","normal","normal","normal","normal","normal"
8500002,125,"boss,public_reward,auto_aggro",1590000,80,0,0,0,970000,0,1,12000,0,0,0,10.0,0,0,0,1,5,0,800,800,1000,1200,230,40,60,60,"normal","normal","normal","normal","normal","normal"
8500003,71,"boss",10000,200,0,0,5000,0,0,1,10000,0,0,0,10.0,0,0,0,0,0,0,500,300,0,300,999,23,0,0,"weak","strong","normal","normal","normal","normal"
8500004,80,"boss",10000,200,0,0,5000,0,0,1,10000,0,0,0,10.0,0,0,0,0,0,0,500,300,0,500,999,15,0,0,"weak","strong","normal","normal","normal","normal"
8510000,110,"boss,public_reward,auto_aggro",30000000,3000000,10000,50000,0,1300000,0,1,10000,0,0,0,10.0,0,0,0,1,5,0,790,1150,780,1270,245,14,0,0,"normal","weak","normal","normal","normal","normal"
8510100,75,"boss",10000,200,0,0,5000,0,0,1,10000,0,0,0,10.0,0,0,0,0,0,0,500,300,0,400,220,20,0,0,"normal","immune","normal","immune","normal","normal"
8520000,110,"boss,public_reward,auto_aggro",24000000,3000000,10000,50000,0,900000,0,1,10000,0,0,129600,10.0,0,0,0,2,5,0,670,1000,670,1100,245,14,0,0,"normal","weak","normal","normal","normal","normal"
8800000,140,"boss,auto_aggro",66000000,30000,5000,100,0,0,0,1,50000,0,0,0,10.0,0,0,0,1,3,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8800001,140,"boss,auto_aggro",88000000,35000,10000,1000,0,0,0,1,50000,0,0,0,10.0,0,0,0,3,4,0,1040,1100,550,1300,250,14,0,0,"normal","normal","normal","normal","normal","normal"
8800002,140,"boss,public_reward,explosive_reward,auto_aggro",110000000,40000,20000,1000,0,7000000,0,1,50000,0,0,0,10.0,0,0,0,4,5,0,1080,1200,570,1500,250,16,0,0,"normal","normal","normal","normal","normal","normal"
8800003,140,"boss,auto_aggro",33000000,18000,20000,1000,0,1344000,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,505,800,460,800,200,14,0,0,"normal","normal","normal","normal","normal","normal"
8800004,140,"boss,auto_aggro",33000000,18000,20000,1000,0,1344000,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,505,800,460,800,200,14,0,0,"normal","normal","normal","normal","normal","normal"
8800005,140,"boss,auto_aggro",22000000,18000,20000,1000,0,896000,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,530,800,485,950,200,14,0,0,"weak","strong","immune","normal","normal","normal"
8800006,140,"boss,auto_aggro",22000000,18000,20000,1000,0,896000,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,530,800,485,950,200,14,0,0,"strong","weak","normal","strong","normal","normal"
8800007,140,"boss,auto_aggro",27500000,18000,20000,1000,0,1120000,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,550,1050,515,1050,200,14,0,0,"normal","normal","normal","normal","normal","normal"
8800008,140,"boss,auto_aggro",30000000,18000,20000,1000,0,1120000,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,550,1050,515,1050,200,14,0,0,"normal","normal","normal","normal","normal","normal"
8800009,140,"boss,auto_aggro",25300000,18000,30000,1000,0,1030400,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,510,1050,500,750,200,14,0,0,"normal","normal","normal","normal","normal","normal"
8800010,140,"boss,auto_aggro",25300000,18000,30000,1000,0,1030400,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,510,1050,500,750,200,14,0,0,"normal","normal","normal","normal","normal","normal"
8810000,160,"boss,public_reward,explosive_reward,auto_aggro",330000000,43000,100000,1000,0,9732030,0,1,50000,0,0,0,10.0,0,0,0,3,5,0,1350,1760,820,1840,250,18,0,0,"normal","normal","normal","normal","normal","normal"
8810001,160,"boss,public_reward,explosive_reward,auto_aggro",330000000,43000,5000,100,0,9732030,0,1,50000,0,0,0,10.0,0,0,0,3,5,0,1350,1760,820,1840,250,18,0,0,"normal","normal","normal","normal","normal","normal"
8810002,160,"boss,auto_aggro",330000000,43000,100000,1000,0,13902900,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,1350,1760,820,1840,250,43,0,0,"normal","normal","normal","normal","normal","normal"
8810003,160,"boss,auto_aggro",490000000,49000,100000,1000,0,20673700,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,1540,1840,840,1920,250,45,0,0,"normal","normal","normal","normal","normal","normal"
8810004,160,"boss,auto_aggro",330000000,43000,100000,1000,0,13902900,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,1350,1760,820,1840,250,43,0,0,"normal","normal","normal","normal","normal","normal"
8810005,160,"boss,auto_aggro",230000000,35000,100000,1000,0,9689900,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,960,1350,525,1450,230,40,0,0,"normal","normal","normal","normal","normal","normal"
8810006,160,"boss,auto_aggro",230000000,35000,100000,1000,0,9689900,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,960,1350,525,1450,230,40,0,0,"normal","normal","normal","normal","normal","normal"
8810007,160,"boss,auto_aggro",270000000,400000,100000,1000,0,11375100,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,940,1440,550,1640,210,42,0,0,"normal","normal","normal","normal","normal","normal"
8810008,160,"boss,auto_aggro",130000000,38000,100000,1000,0,5476900,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,1160,1380,560,1580,210,42,0,0,"normal","normal","normal","normal","normal","normal"
8810009,160,"boss,auto_aggro",80000000,26000,100000,1000,0,3370400,0,1,50000,0,0,0,10.0,0,0,0,0,0,0,1750,1430,570,1630,210,40,0,0,"normal","normal","normal","normal","normal","normal"
8810010,140,"boss",66000000,30000,5000,100,0,0,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8810011,140,"boss",66000000,30000,5000,100,0,0,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8810012,140,"boss,auto_aggro",66000000,30000,5000,100,0,0,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8810013,140,"boss,cannot_damage_player,player_cannot_damage",66000000,30000,5000,100,0,0,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8810014,140,"boss,cannot_damage_player,player_cannot_damage",66000000,30000,5000,100,0,0,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8810015,140,"boss,cannot_damage_player,player_cannot_damage",66000000,30000,5000,100,0,0,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8810016,140,"boss,cannot_damage_player,player_cannot_damage",66000000,30000,5000,100,0,0,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8810017,140,"boss",66000000,30000,5000,100,0,0,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,980,1000,530,1100,250,12,0,0,"normal","normal","normal","normal","normal","normal"
8810018,160,"public_reward,explosive_reward,cannot_damage_player,player_cannot_damage",2090000000,0,0,0,0,0,0,1,1,0,2022108,0,10.0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8810019,97,"boss,flying,auto_aggro",53000,210,0,0,0,800,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,450,830,500,550,203,37,0,0,"weak","strong","normal","normal","normal","normal"
8810020,101,"boss,flying,auto_aggro",57000,250,0,0,0,1000,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,495,850,535,570,205,38,0,0,"strong","weak","normal","normal","normal","normal"
8810021,103,"boss,flying,auto_aggro",80000,1000,0,0,0,1050,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,505,900,540,580,205,38,0,0,"normal","normal","normal","normal","normal","normal"
8810022,100,"boss,auto_aggro",56000,200,0,0,0,1000,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,480,800,0,500,205,45,-10,-10,"normal","normal","strong","normal","normal","normal"
8810023,105,"boss,auto_aggro",67000,200,0,0,0,1200,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,495,800,0,500,205,45,-10,-10,"normal","normal","strong","normal","normal","normal"
8810024,1,"cannot_damage_player,player_cannot_damage",40000,0,0,0,0,0,0,12,1,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8810025,1,"cannot_damage_player,player_cannot_damage",40000,0,0,0,0,0,0,12,1,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8810026,1,"cannot_damage_player,player_cannot_damage",40000,0,0,0,0,0,0,12,1,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820000,180,"boss,auto_aggro",1,1000,0,500,0,0,0,12,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820001,180,"boss,public_reward,explosive_reward,auto_aggro",2100000000,50000,100000,1000,0,50000000,0,12,140000,0,2022449,0,10.0,0,0,0,1,5,0,1700,1700,1200,1930,270,55,-50,-50,"strong","strong","normal","normal","strong","strong"
8820002,180,"boss,auto_aggro",600000000,50000,100000,1000,0,20000000,0,12,120000,0,0,0,10.0,0,0,0,0,0,0,1650,1700,1300,1980,265,54,0,0,"strong","strong","normal","strong","immune","normal"
8820003,180,"boss,auto_aggro",300000000,50000,100000,1000,0,3000000,0,12,100000,0,0,0,10.0,0,0,0,0,0,0,1440,1540,770,1810,240,50,0,0,"normal","normal","normal","normal","normal","normal"
8820004,180,"boss,auto_aggro",300000000,50000,100000,1000,0,3000000,0,12,100000,0,0,0,10.0,0,0,0,0,0,0,1480,1580,750,1830,250,51,0,0,"normal","normal","normal","normal","normal","normal"
8820005,180,"boss,auto_aggro",450000000,50000,100000,1000,0,3500000,0,12,100000,0,0,0,10.0,0,0,0,0,0,0,1580,1600,900,1860,255,52,0,0,"weak","strong","normal","normal","normal","normal"
8820006,180,"boss,auto_aggro",450000000,50000,100000,1000,0,3500000,0,12,100000,0,0,0,10.0,0,0,0,0,0,0,1600,1580,950,1880,260,53,0,0,"strong","weak","normal","normal","normal","normal"
8820007,150,"boss,flying",303000,500,0,0,0,11000,0,1,30000,0,0,0,10.0,0,0,0,0,0,0,700,1200,800,1200,240,50,0,0,"weak","weak","strong","normal","normal","normal"
8820008,1,"cannot_damage_player,player_cannot_damage",200000,0,0,0,0,0,0,12,1,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820009,1,"cannot_damage_player,player_cannot_damage",200000,0,0,0,0,0,0,12,1,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820010,1,"cannot_damage_player,player_cannot_damage",300000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820011,1,"cannot_damage_player,player_cannot_damage",600000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820012,1,"cannot_damage_player,player_cannot_damage",1050000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820013,1,"cannot_damage_player,player_cannot_damage",1500000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820014,1,"cannot_damage_player,player_cannot_damage",2100000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820015,180,"boss,auto_aggro",300000000,50000,100000,1000,0,3000000,0,12,100000,0,0,0,10.0,0,0,0,0,0,0,1500,1500,830,1870,250,52,0,0,"normal","normal","normal","normal","normal","normal"
8820016,180,"boss,auto_aggro",300000000,50000,100000,1000,0,3000000,0,12,100000,0,0,0,10.0,0,0,0,0,0,0,1520,1520,810,1890,260,53,0,0,"normal","normal","normal","normal","normal","normal"
8820017,180,"boss,auto_aggro",450000000,50000,100000,1000,0,3500000,0,12,100000,0,0,0,10.0,0,0,0,0,0,0,1640,1560,960,1920,260,54,0,0,"weak","strong","normal","normal","normal","normal"
8820018,180,"boss,auto_aggro",450000000,50000,100000,1000,0,3500000,0,12,100000,0,0,0,10.0,0,0,0,0,0,0,1660,1540,1010,1940,265,55,0,0,"strong","weak","normal","normal","normal","normal"
8820019,1,"cannot_damage_player,player_cannot_damage",600000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820020,1,"cannot_damage_player,player_cannot_damage",300000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820021,1,"cannot_damage_player,player_cannot_damage",300000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820022,1,"cannot_damage_player,player_cannot_damage",450000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820023,1,"cannot_damage_player,player_cannot_damage",450000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820024,1,"cannot_damage_player,player_cannot_damage",300000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820025,1,"cannot_damage_player,player_cannot_damage",300000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
8820026,1,"cannot_damage_player,player_cannot_damage",450000000,0,0,0,0,0,0,12,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"normal","normal","normal","normal","normal","normal"
