"script_type",helper,objectid,"script"
"npc",0,9901209,"rank_user"
"npc",0,9901210,"rank_user"
"npc",0,9901211,"rank_user"
"npc",0,9901212,"rank_user"
"npc",0,9901213,"rank_user"
"npc",0,9901214,"rank_user"
"npc",0,9901215,"rank_user"
"npc",0,9901216,"rank_user"
"npc",0,9901217,"rank_user"
"npc",0,9901218,"rank_user"
"npc",0,9901219,"rank_user"
"npc",0,9901300,"rank_user"
"npc",0,9901301,"rank_user"
"npc",0,9901302,"rank_user"
"npc",0,9901303,"rank_user"
"npc",0,9901304,"rank_user"
"npc",0,9901305,"rank_user"
"npc",0,9901306,"rank_user"
"npc",0,9901307,"rank_user"
"npc",0,9901308,"rank_user"
"npc",0,9901309,"rank_user"
"npc",0,9901310,"rank_user"
"npc",0,9901311,"rank_user"
"npc",0,9901312,"rank_user"
"npc",0,9901313,"rank_user"
"npc",0,9901314,"rank_user"
"npc",0,9901315,"rank_user"
"npc",0,9901316,"rank_user"
"npc",0,9901317,"rank_user"
"npc",0,9901318,"rank_user"
"npc",0,9901319,"rank_user"
"npc",0,9901500,"rank_user"
"npc",0,9901501,"rank_user"
"npc",0,9901502,"rank_user"
"npc",0,9901503,"rank_user"
"npc",0,9901504,"rank_user"
"npc",0,9901505,"rank_user"
"npc",0,9901506,"rank_user"
"npc",0,9901507,"rank_user"
"npc",0,9901508,"rank_user"
"npc",0,9901509,"rank_user"
"npc",0,9901510,"rank_user"
"npc",0,9901511,"rank_user"
"npc",0,9901512,"rank_user"
"npc",0,9901513,"rank_user"
"npc",0,9901514,"rank_user"
"npc",0,9901515,"rank_user"
"npc",0,9901516,"rank_user"
"npc",0,9901517,"rank_user"
"npc",0,9901518,"rank_user"
"npc",0,9901519,"rank_user"
"npc",0,9901520,"rank_user"
"npc",0,9901521,"rank_user"
"npc",0,9901522,"rank_user"
"npc",0,9901523,"rank_user"
"npc",0,9901524,"rank_user"
"npc",0,9901525,"rank_user"
"npc",0,9901526,"rank_user"
"npc",0,9901527,"rank_user"
"npc",0,9901528,"rank_user"
"npc",0,9901529,"rank_user"
"npc",0,9901530,"rank_user"
"npc",0,9901531,"rank_user"
"npc",0,9901532,"rank_user"
"npc",0,9901533,"rank_user"
"npc",0,9901534,"rank_user"
"npc",0,9901535,"rank_user"
"npc",0,9901536,"rank_user"
"npc",0,9901537,"rank_user"
"npc",0,9901538,"rank_user"
"npc",0,9901539,"rank_user"
"npc",0,9901540,"rank_user"
"npc",0,9901541,"rank_user"
"npc",0,9901542,"rank_user"
"npc",0,9901543,"rank_user"
"npc",0,9901544,"rank_user"
"npc",0,9901545,"rank_user"
"npc",0,9901546,"rank_user"
"npc",0,9901547,"rank_user"
"npc",0,9901548,"rank_user"
"npc",0,9901549,"rank_user"
"npc",0,9901550,"rank_user"
"npc",0,9901551,"rank_user"
"npc",0,9901600,"rank_user"
"npc",0,9901601,"rank_user"
"npc",0,9901602,"rank_user"
"npc",0,9901603,"rank_user"
"npc",0,9901604,"rank_user"
"npc",0,9901605,"rank_user"
"npc",0,9901606,"rank_user"
"npc",0,9901607,"rank_user"
"npc",0,9901608,"rank_user"
"npc",0,9901609,"rank_user"
"npc",0,9901610,"rank_user"
"npc",0,9901611,"rank_user"
"npc",0,9901612,"rank_user"
"npc",0,9901613,"rank_user"
"npc",0,9901614,"rank_user"
"npc",0,9901615,"rank_user"
"npc",0,9901616,"rank_user"
"npc",0,9901700,"rank_user"
"npc",0,9901701,"rank_user"
"npc",0,9901702,"rank_user"
"npc",0,9901703,"rank_user"
"npc",0,9901704,"rank_user"
"npc",0,9901705,"rank_user"
"npc",0,9901706,"rank_user"
"npc",0,9901707,"rank_user"
"npc",0,9901708,"rank_user"
"npc",0,9901709,"rank_user"
"npc",0,9901710,"rank_user"
"npc",0,9901711,"rank_user"
"npc",0,9901712,"rank_user"
"npc",0,9901713,"rank_user"
"npc",0,9901714,"rank_user"
"npc",0,9901715,"rank_user"
"npc",0,9901716,"rank_user"
"npc",0,9901717,"rank_user"
"npc",0,9901718,"rank_user"
"npc",0,9901719,"rank_user"
"npc",0,9901720,"rank_user"
"npc",0,9901721,"rank_user"
"npc",0,9901722,"rank_user"
"npc",0,9901723,"rank_user"
"npc",0,9901724,"rank_user"
"npc",0,9901725,"rank_user"
"npc",0,9901726,"rank_user"
"npc",0,9901727,"rank_user"
"npc",0,9901728,"rank_user"
"npc",0,9901729,"rank_user"
"npc",0,9901730,"rank_user"
"npc",0,9901731,"rank_user"
"npc",0,9901732,"rank_user"
"npc",0,9901733,"rank_user"
"npc",0,9901734,"rank_user"
"npc",0,9901735,"rank_user"
"npc",0,9901736,"rank_user"
"npc",0,9901737,"rank_user"
"npc",0,9901738,"rank_user"
"npc",0,9901739,"rank_user"
"npc",0,9901740,"rank_user"
"npc",0,9901741,"rank_user"
"npc",0,9901742,"rank_user"
"npc",0,9901743,"rank_user"
"npc",0,9901744,"rank_user"
"npc",0,9901745,"rank_user"
"npc",0,9901746,"rank_user"
"npc",0,9901747,"rank_user"
"npc",0,9901748,"rank_user"
"npc",0,9901749,"rank_user"
"npc",0,9901800,"rank_user"
"npc",0,9901801,"rank_user"
"npc",0,9901802,"rank_user"
"npc",0,9901803,"rank_user"
"npc",0,9901804,"rank_user"
"npc",0,9901805,"rank_user"
"npc",0,9901806,"rank_user"
"npc",0,9901807,"rank_user"
"npc",0,9901808,"rank_user"
"npc",0,9901809,"rank_user"
"npc",0,9901810,"rank_user"
"npc",0,9901811,"rank_user"
"npc",0,9901812,"rank_user"
"npc",0,9901813,"rank_user"
"npc",0,9901814,"rank_user"
"npc",0,9901815,"rank_user"
"npc",0,9901816,"rank_user"
"npc",0,9901817,"rank_user"
"npc",0,9901818,"rank_user"
"npc",0,9901819,"rank_user"
"npc",0,9901820,"rank_user"
"npc",0,9901821,"rank_user"
"npc",0,9901822,"rank_user"
"npc",0,9901823,"rank_user"
"npc",0,9901824,"rank_user"
"npc",0,9901825,"rank_user"
"npc",0,9901826,"rank_user"
"npc",0,9901827,"rank_user"
"npc",0,9901828,"rank_user"
"npc",0,9901829,"rank_user"
"npc",0,9901830,"rank_user"
"npc",0,9901831,"rank_user"
"npc",0,9901832,"rank_user"
"npc",0,9901833,"rank_user"
"npc",0,9901834,"rank_user"
"npc",0,9901835,"rank_user"
"npc",0,9901836,"rank_user"
"npc",0,9901837,"rank_user"
"npc",0,9901838,"rank_user"
"npc",0,9901839,"rank_user"
"npc",0,9901840,"rank_user"
"npc",0,9901841,"rank_user"
"npc",0,9901842,"rank_user"
"npc",0,9901843,"rank_user"
"npc",0,9901844,"rank_user"
"npc",0,9901845,"rank_user"
"npc",0,9901846,"rank_user"
"npc",0,9901847,"rank_user"
"npc",0,9901848,"rank_user"
"npc",0,9901849,"rank_user"
"npc",0,9901900,"rank_user"
"npc",0,9901901,"rank_user"
"npc",0,9901902,"rank_user"
"npc",0,9901903,"rank_user"
"npc",0,9901904,"rank_user"
"npc",0,9901905,"rank_user"
"npc",0,9901906,"rank_user"
"npc",0,9901907,"rank_user"
"npc",0,9901908,"rank_user"
"npc",0,9901909,"rank_user"
"npc",1,9001102,"spaceGaGa_ent"
"npc",2,9001102,"enterRabbitGround"
"reactor",-1,2000,"mBoxItem0"
"reactor",-1,2001,"mBoxItem0"
"reactor",-1,1002000,"babyBirdItem0"
"reactor",-1,1002001,"BF_item0"
"reactor",-1,1002002,"BF_item1"
"reactor",-1,1002003,"BF_item2"
"reactor",-1,1002006,"BF_item5"
"reactor",-1,1006000,"lostDoyoNPC0"
"reactor",-1,1009000,"BF_scr0"
"reactor",-1,1012000,"vFlowerItem0"
"reactor",-1,1020000,"s4hitmanMap0"
"reactor",-1,1020001,"s4hitmanMap1"
"reactor",-1,1020002,"s4hitmanMap2"
"reactor",-1,1020003,"s4hitmanMap3"
"reactor",-1,1020004,"s4hitmanMap4"
"reactor",-1,1020005,"s4hitmanMap5"
"reactor",-1,1020006,"s4hitmanMap6"
"reactor",-1,1020007,"s4hitmanMap7"
"reactor",-1,1020008,"s4hitmanMap8"
"reactor",-1,1021000,"s4hitmanMob0"
"reactor",-1,1021001,"s4hitmanMob1"
"reactor",-1,1022000,"s4hitmanItem0"
"reactor",-1,1022001,"periItem0"
"reactor",-1,1022002,"EpisodeQuest0"
"reactor",-1,1029000,"scaScript0"
"reactor",-1,1032000,"EpisodeQuest0"
"reactor",-1,1050000,"s4berserkMap0"
"reactor",-1,1052000,"s4berserkItem0"
"reactor",-1,1052001,"balogItem0"
"reactor",-1,1052002,"balogItem0"
"reactor",-1,1052003,"balogItem0"
"reactor",-1,1058001,"minibalogSummon"
"reactor",-1,1058003,"minibalogSummon"
"reactor",-1,1058004,"minibalogSummon"
"reactor",-1,1058005,"balogReactor"
"reactor",-1,1058011,"minibalogSummon"
"reactor",-1,1058013,"minibalogSummon"
"reactor",-1,1058014,"minibalogSummon"
"reactor",-1,1058015,"Easy_balogReactor"
"reactor",-1,1072000,"vFlowerItem1"
"reactor",-1,1102000,"coconut0"
"reactor",-1,1102001,"coconut1"
"reactor",-1,1102002,"coconut2"
"reactor",-1,1102003,"florinaBox0"
"reactor",-1,1200000,"ntQuest02"
"reactor",-1,1202000,"EpisodeQuest0"
"reactor",-1,1202002,"ntItem03"
"reactor",-1,1202003,"EpisodeQuest1"
"reactor",-1,1202004,"EpisodeQuest0"
"reactor",-1,1209000,"ntQuest01"
"reactor",-1,1302000,"erebItem0"
"reactor",-1,1402000,"rienItem0"
"reactor",-1,2001000,"fgodMob0"
"reactor",-1,2001001,"fgodMob1"
"reactor",-1,2001002,"fgodMob2"
"reactor",-1,2001003,"fgodMob3"
"reactor",-1,2001004,"fgodMob4"
"reactor",-1,2001005,"fgodMob5"
"reactor",-1,2001006,"fgodMob6"
"reactor",-1,2001007,"fgodMob7"
"reactor",-1,2001008,"fgodMob8"
"reactor",-1,2001009,"fgodMob9"
"reactor",-1,2001010,"fgodMob10"
"reactor",-1,2001011,"fgodMob11"
"reactor",-1,2001012,"fgodMob12"
"reactor",-1,2001013,"fgodMob13"
"reactor",-1,2001014,"fgodMob14"
"reactor",-1,2001015,"fgodMob15"
"reactor",-1,2001016,"fgodBoss"
"reactor",-1,2002000,"oBoxItem0"
"reactor",-1,2002001,"fgodItem0"
"reactor",-1,2002002,"fgodItem1"
"reactor",-1,2002003,"fgodItem2"
"reactor",-1,2002004,"fgodItem3"
"reactor",-1,2002005,"fgodItem4"
"reactor",-1,2002006,"fgodItem5"
"reactor",-1,2002007,"fgodItem6"
"reactor",-1,2002008,"fgodItem7"
"reactor",-1,2002009,"fgodItem8"
"reactor",-1,2002010,"fgodItem9"
"reactor",-1,2002011,"fgodItem10"
"reactor",-1,2002012,"fgodItem11"
"reactor",-1,2002013,"fgodItem12"
"reactor",-1,2002014,"fgodItem13"
"reactor",-1,2002015,"fgodItem14"
"reactor",-1,2002016,"fgodItem15"
"reactor",-1,2002017,"fgodItem16"
"reactor",-1,2002018,"fgodItem17"
"reactor",-1,2006000,"fgodNPC0"
"reactor",-1,2006001,"fgodNPC1"
"reactor",-1,2092000,"snowdrop"
"reactor",-1,2092001,"snowdrop1"
"reactor",-1,2092002,"SEAitem0"
"reactor",-1,2092003,"canedrop"
"reactor",-1,2099000,"snowScript0"
"reactor",-1,2110000,"go280010000"
"reactor",-1,2111000,"boxMob0"
"reactor",-1,2111001,"boss"
"reactor",-1,2112000,"boxItem0"
"reactor",-1,2112001,"boxItem1"
"reactor",-1,2112002,"boxItem2"
"reactor",-1,2112003,"boxItem3"
"reactor",-1,2112004,"boxKey0"
"reactor",-1,2112005,"boxPaper0"
"reactor",-1,2112006,"money10000"
"reactor",-1,2112007,"boxItem0"
"reactor",-1,2112008,"boxItem1"
"reactor",-1,2112009,"boxItem2"
"reactor",-1,2112010,"boxItem3"
"reactor",-1,2112011,"boxKey0"
"reactor",-1,2112012,"boxPaper0"
"reactor",-1,2112013,"money100"
"reactor",-1,2112014,"boxBItem0"
"reactor",-1,2112015,"s4frameItem0"
"reactor",-1,2112016,"s4fireHawkItem0"
"reactor",-1,2112017,"s4iceEagleItem0"
"reactor",-1,2119000,"scaScript1"
"reactor",-1,2119001,"scaScript2"
"reactor",-1,2119002,"scaScript3"
"reactor",-1,2119003,"scaScript4"
"reactor",-1,2119004,"snowscaScript0"
"reactor",-1,2119005,"snowscaScript1"
"reactor",-1,2119006,"snowscaScript2"
"reactor",-1,2200000,"go221024400"
"reactor",-1,2200001,"ludiPotal0"
"reactor",-1,2200002,"go922010201"
"reactor",-1,2201000,"ludiMob0"
"reactor",-1,2201001,"ludiMob1"
"reactor",-1,2201002,"ludiMob2"
"reactor",-1,2201003,"ludiBoss0"
"reactor",-1,2201004,"boss2"
"reactor",-1,2202000,"ludiquest0"
"reactor",-1,2202001,"ludiquest1"
"reactor",-1,2202002,"ludiquest2"
"reactor",-1,2202003,"ludiquest3"
"reactor",-1,2202004,"ludiquest4"
"reactor",-1,2212000,"osquest0"
"reactor",-1,2212001,"osquest1"
"reactor",-1,2212002,"osquest2"
"reactor",-1,2212003,"osquest3"
"reactor",-1,2212004,"osquest4"
"reactor",-1,2212005,"osquest5"
"reactor",-1,2221000,"fvMob0"
"reactor",-1,2221001,"fvMob1"
"reactor",-1,2221002,"fvMob2"
"reactor",-1,2221003,"fvquest0"
"reactor",-1,2221004,"fvquest1"
"reactor",-1,2222000,"fvquest2"
"reactor",-1,2222001,"fvevent0"
"reactor",-1,2222002,"fvevent1"
"reactor",-1,2229009,"fvscaScript0"
"reactor",-1,2292001,"amberItem0"
"reactor",-1,2292002,"amberItem1"
"reactor",-1,2292003,"amberItem2"
"reactor",-1,2292004,"amberItem3"
"reactor",-1,2292005,"amberItem4"
"reactor",-1,2292006,"amberItem5"
"reactor",-1,2298001,"hwMob0"
"reactor",-1,2302000,"aquaItem0"
"reactor",-1,2302001,"aquaItem1"
"reactor",-1,2302002,"aquaItem2"
"reactor",-1,2302003,"s4resurItem0"
"reactor",-1,2302005,"tameItem0"
"reactor",-1,2401000,"hontaleBoss"
"reactor",-1,2401001,"s4fireHawkMob0"
"reactor",-1,2401002,"s4iceEagleMob0"
"reactor",-1,2402000,"leafItem0"
"reactor",-1,2402001,"leafItem1"
"reactor",-1,2402002,"hontaleItem0"
"reactor",-1,2402003,"hontaleItem1"
"reactor",-1,2402004,"hontaleItem2"
"reactor",-1,2402005,"hontaleItem3"
"reactor",-1,2402006,"hontaleItem4"
"reactor",-1,2402007,"neoCityItem0"
"reactor",-1,2402008,"neoCityItem0"
"reactor",-1,2406000,"hontaleNPC0"
"reactor",-1,2502000,"muruengItem0"
"reactor",-1,2502001,"muruengItem1"
"reactor",-1,2502002,"muruengItem2"
"reactor",-1,2511000,"davyMob0"
"reactor",-1,2511001,"davyMob1"
"reactor",-1,2512000,"davyItem0"
"reactor",-1,2512001,"davyItem1"
"reactor",-1,2516000,"davyNPC0"
"reactor",-1,2519000,"davyScript0"
"reactor",-1,2519001,"davyScript1"
"reactor",-1,2519002,"davyScript2"
"reactor",-1,2519003,"davyScript3"
"reactor",-1,2602000,"ariantItem0"
"reactor",-1,2612000,"magatiaItem0"
"reactor",-1,2612001,"rnjItem0"
"reactor",-1,2612002,"rnjItem1"
"reactor",-1,2612003,"rnjItem2"
"reactor",-1,2612004,"magatiaItem1"
"reactor",-1,2612005,"magatiaItem2"
"reactor",-1,2612006,"magatiaItem3"
"reactor",-1,2612007,"magatiaItem4"
"reactor",-1,2619000,"magaScript0"
"reactor",-1,2619001,"rnjScript0"
"reactor",-1,2619002,"rnjScript1"
"reactor",-1,2619003,"magascaScript0"
"reactor",-1,2619004,"magascaScript1"
"reactor",-1,2619005,"magascaScript2"
"reactor",-1,2708000,"PinkBeenBack0"
"reactor",-1,2709000,"PinkBeenScript0"
"reactor",-1,3001000,"pFBoss"
"reactor",-1,3002000,"pFItem0"
"reactor",-1,3002001,"pFItem1"
"reactor",-1,3008000,"pFBack0"
"reactor",-1,5411000,"sgboss0"
"reactor",-1,5511000,"myboss0"
"reactor",-1,5511001,"myboss1"
"reactor",-1,6102001,"glpqitem2"
"reactor",-1,6102002,"glpqreward1"
"reactor",-1,6102003,"glpqreward2"
"reactor",-1,6102004,"glpqreward3"
"reactor",-1,6102005,"glpqreward4"
"reactor",-1,6109000,"glpqskill0"
"reactor",-1,6109001,"glpqskill1"
"reactor",-1,6109002,"glpqskill2"
"reactor",-1,6109003,"glpqskill3"
"reactor",-1,6109004,"glpqskill4"
"reactor",-1,6109005,"glpqweapon0"
"reactor",-1,6109006,"glpqweapon1"
"reactor",-1,6109007,"glpqweapon2"
"reactor",-1,6109008,"glpqweapon3"
"reactor",-1,6109009,"glpqweapon4"
"reactor",-1,6109010,"glpqmob0"
"reactor",-1,6109011,"glpqmob1"
"reactor",-1,6109013,"glpqstrge"
"reactor",-1,6109014,"glpqflame0"
"reactor",-1,6109016,"glpqskill5"
"reactor",-1,6109017,"glpqskill6"
"reactor",-1,6109018,"glpqskill7"
"reactor",-1,6109019,"glpqskill8"
"reactor",-1,6109020,"glpqskill9"
"reactor",-1,6109021,"glpqflame1"
"reactor",-1,6109022,"glpqflame2"
"reactor",-1,6109023,"glpqflame3"
"reactor",-1,6109024,"glpqflame4"
"reactor",-1,6109025,"glpqflame5"
"reactor",-1,6109026,"glpqflame6"
"reactor",-1,6109027,"glpqflame7"
"reactor",-1,6701000,"amoriaboxMob0"
"reactor",-1,6701001,"amoriaboxMob1"
"reactor",-1,6701002,"amoriaboxMob2"
"reactor",-1,6702000,"amoriaItem0"
"reactor",-1,6702001,"amoriaItem1"
"reactor",-1,6702002,"amoriaItem2"
"reactor",-1,6702003,"amoriaItem3"
"reactor",-1,6702004,"amoriaItem4"
"reactor",-1,6702005,"amoriaItem5"
"reactor",-1,6702006,"amoriaItem6"
"reactor",-1,6702007,"amoriaItem7"
"reactor",-1,6702008,"amoriaItem8"
"reactor",-1,6702009,"amoriaItem9"
"reactor",-1,6702010,"amoriaItem10"
"reactor",-1,6702011,"amoriaItem11"
"reactor",-1,6702012,"amoriaItem12"
"reactor",-1,6741001,"guyfawkesmob0"
"reactor",-1,6741015,"guyfawkesmob1"
"reactor",-1,6741016,"guyfawkesmob2"
"reactor",-1,6742014,"guyfawkesbox0"
"reactor",-1,6802000,"weddingItem0"
"reactor",-1,6802001,"weddingItem1"
"reactor",-1,6822000,"halloweenGLitem"
"reactor",-1,6829000,"halloweenbox"
"reactor",-1,8001000,"shouwaBoss"
"reactor",-1,8091000,"JPludiMob0"
"reactor",-1,8091001,"JPludiMob1"
"reactor",-1,8091002,"JPludiMob2"
"reactor",-1,8091003,"JPludiMob3"
"reactor",-1,8091004,"JPludiMob4"
"reactor",-1,8892000,"08_Snowman0"
"reactor",-1,8892001,"08_Cross0"
"reactor",-1,8892002,"08_Snowman1"
"reactor",-1,8892003,"08_Cross1"
"reactor",-1,8892004,"08_Snowman2"
"reactor",-1,8892005,"08_Cross2"
"reactor",-1,9000000,"eventMap0"
"reactor",-1,9000001,"eventMap1"
"reactor",-1,9000002,"eventMap2"
"reactor",-1,9001000,"eventMob0"
"reactor",-1,9002000,"eventItem0"
"reactor",-1,9002001,"eventItem1"
"reactor",-1,9002002,"eventItem2"
"reactor",-1,9101000,"moonMob0"
"reactor",-1,9102000,"sBoxItem0"
"reactor",-1,9102001,"sBoxItem1"
"reactor",-1,9102002,"moonItem0"
"reactor",-1,9102003,"moonItem1"
"reactor",-1,9102004,"moonItem2"
"reactor",-1,9102005,"moonItem3"
"reactor",-1,9102006,"moonItem4"
"reactor",-1,9102007,"moonItem5"
"reactor",-1,9102008,"dropTreasureBox"
"reactor",-1,9201000,"syarenMob0"
"reactor",-1,9201001,"syarenNPC0"
"reactor",-1,9201002,"syarenMob1"
"reactor",-1,9202000,"syarenItem0"
"reactor",-1,9202001,"syarenItem1"
"reactor",-1,9202002,"syarenItem2"
"reactor",-1,9202003,"syarenItem3"
"reactor",-1,9202004,"syarenItem4"
"reactor",-1,9202005,"syarenItem5"
"reactor",-1,9202006,"syarenItem6"
"reactor",-1,9202007,"syarenItem7"
"reactor",-1,9202008,"syarenItem8"
"reactor",-1,9202009,"syarenItem9"
"reactor",-1,9202010,"syarenItem10"
"reactor",-1,9202011,"syarenItem11"
"reactor",-1,9202012,"syarenItem12"
"reactor",-1,9222000,"6th_item0"
"reactor",-1,9701000,"6th_mob0"
"reactor",-1,9702000,"5thItem0"
"reactor",-1,9802000,"goldRichbox0"
"reactor",-1,9802002,"goldRichItem0"
"reactor",-1,9802003,"goldRichItem0"
"reactor",-1,9802004,"goldRichItem0"
"reactor",-1,9802005,"goldRichItem1"
"reactor",-1,9802006,"goldRichItem2"
"reactor",-1,9802008,"goldRichItem0"
"reactor",-1,9902000,"PB_boxCount"
"reactor",-1,9980000,"mcGuardian0"
"reactor",-1,9980001,"mcGuardian0"
"quest",0,1021,"q1021s"
"quest",0,1028,"q1028s"
"quest",0,1048,"q1048s"
"quest",0,1049,"q1049s"
"quest",0,1050,"q1050s"
"quest",0,1051,"q1051s"
"quest",0,1052,"q1052s"
"quest",0,1053,"q1053s"
"quest",0,1054,"q1054s"
"quest",0,2147,"q2147s"
"quest",0,2148,"q2148s"
"quest",0,2149,"q2149s"
"quest",0,2150,"q2150s"
"quest",0,2151,"q2151s"
"quest",0,2152,"q2152s"
"quest",0,2216,"q2216s"
"quest",0,2217,"q2217s"
"quest",0,2218,"q2218s"
"quest",0,2219,"q2219s"
"quest",0,2228,"q2228s"
"quest",0,2238,"q2238s"
"quest",0,2245,"q2245s"
"quest",0,2254,"q2254s"
"quest",0,2258,"q2258s"
"quest",0,2259,"q2259s"
"quest",0,2260,"q2260s"
"quest",0,2293,"q2293s"
"quest",0,2300,"q2300s"
"quest",0,2301,"q2301s"
"quest",0,2302,"q2302s"
"quest",0,2303,"q2303s"
"quest",0,2304,"q2304s"
"quest",0,2305,"q2305s"
"quest",0,2306,"q2306s"
"quest",0,2307,"q2307s"
"quest",0,2308,"q2308s"
"quest",0,2309,"q2309s"
"quest",0,2310,"q2310s"
"quest",0,2314,"q2314s"
"quest",0,2322,"q2322s"
"quest",0,2327,"q2327s"
"quest",0,2332,"q2332s"
"quest",0,2333,"q2333s"
"quest",0,2334,"q2334s"
"quest",0,2335,"q2335s"
"quest",0,2338,"q2338s"
"quest",0,2342,"q2342s"
"quest",0,3108,"q3108s"
"quest",0,3250,"q3250s"
"quest",0,3305,"q3305s"
"quest",0,3306,"q3306s"
"quest",0,3320,"q3320s"
"quest",0,3321,"q3321s"
"quest",0,3353,"q3353s"
"quest",0,3354,"q3354s"
"quest",0,3360,"q3360s"
"quest",0,3455,"q3455s"
"quest",0,3523,"q3523s"
"quest",0,3524,"q3524s"
"quest",0,3525,"q3525s"
"quest",0,3526,"q3526s"
"quest",0,3527,"q3527s"
"quest",0,3529,"q3529s"
"quest",0,3539,"q3539s"
"quest",0,3714,"q3714s"
"quest",0,3933,"q3933s"
"quest",0,3941,"q3941s"
"quest",0,4482,"q4482s"
"quest",0,4490,"q4490s"
"quest",0,8219,"q8219s"
"quest",0,8221,"q8221s"
"quest",0,8222,"q8222s"
"quest",0,8223,"q8223s"
"quest",0,8224,"q8224s"
"quest",0,8225,"q8225s"
"quest",0,8226,"q8226s"
"quest",0,8227,"q8227s"
"quest",0,8228,"q8228s"
"quest",0,8229,"q8229s"
"quest",0,8230,"q8230s"
"quest",0,8231,"q8231s"
"quest",0,8232,"q8232s"
"quest",0,8233,"q8233s"
"quest",0,8234,"q8234s"
"quest",0,8235,"q8235s"
"quest",0,8236,"q8236s"
"quest",0,8237,"q8237s"
"quest",0,8238,"q8238s"
"quest",0,8251,"q8251s"
"quest",0,8255,"q8255s"
"quest",0,8256,"q8256s"
"quest",0,9633,"q9633s"
"quest",0,9680,"selectedMob"
"quest",0,9851,"q9851s"
"quest",0,9860,"selectedMob"
"quest",0,9875,"q9875s"
"quest",0,9880,"q9880s"
"quest",0,9881,"q9881s"
"quest",0,9882,"q9882s"
"quest",0,9883,"q9883s"
"quest",0,9884,"q9884s"
"quest",0,9885,"q9885s"
"quest",0,9890,"selectedMob1"
"quest",0,9891,"selectedMob2"
"quest",0,9892,"selectedMob3"
"quest",0,9893,"selectedMob4"
"quest",0,9922,"q9922s"
"quest",0,9924,"q9924s"
"quest",0,9925,"q9925s"
"quest",0,9926,"q9926s"
"quest",0,9929,"q9929s"
"quest",0,9937,"q9937s"
"quest",0,9938,"q9938s"
"quest",0,9939,"q9939s"
"quest",0,9947,"q9947s"
"quest",0,9961,"q9961s"
"quest",0,9965,"q9965s"
"quest",0,9980,"q9980s"
"quest",0,9982,"q9982s"
"quest",0,9983,"q9983s"
"quest",0,9990,"q9990s"
"quest",0,9991,"q9991s"
"quest",0,9997,"q9997s"
"quest",0,10008,"q10008s"
"quest",0,10014,"q10014s"
"quest",0,10034,"q10034s"
"quest",0,10036,"q10036s"
"quest",0,10043,"q10043s"
"quest",0,10046,"q10046s"
"quest",0,10052,"q10052s"
"quest",0,10059,"q10059s"
"quest",0,10074,"q10074s"
"quest",0,10082,"q10082s"
"quest",0,10108,"q10108s"
"quest",0,10206,"q10206s"
"quest",0,10207,"q10207s"
"quest",0,10208,"q10208s"
"quest",0,10209,"q10209s"
"quest",0,10210,"q10210s"
"quest",0,10211,"q10211s"
"quest",0,10212,"q10212s"
"quest",0,10213,"q10213s"
"quest",0,10214,"q10214s"
"quest",0,10215,"q10215s"
"quest",0,10216,"q10216s"
"quest",0,10217,"q10217s"
"quest",0,10218,"q10218s"
"quest",0,10219,"q10219s"
"quest",0,10220,"q10220s"
"quest",0,10222,"q10222s"
"quest",0,10224,"q10224s"
"quest",0,10231,"q10231s"
"quest",0,10264,"q10264s"
"quest",0,10265,"q10265s"
"quest",0,10266,"q10266s"
"quest",0,10267,"q10267s"
"quest",0,10282,"q10282s"
"quest",0,10283,"q10283s"
"quest",0,10284,"q10284s"
"quest",0,10287,"q10287s"
"quest",0,10319,"q10319s"
"quest",0,10320,"q10320s"
"quest",0,10321,"q10321s"
"quest",0,10329,"q10329s"
"quest",0,10331,"q10331s"
"quest",0,10332,"q10332s"
"quest",0,10333,"q10333s"
"quest",0,10340,"q10340s"
"quest",0,10341,"q10341s"
"quest",0,10351,"q10351s"
"quest",0,10354,"q10354s"
"quest",0,10380,"q10380s"
"quest",0,10395,"q10395s"
"quest",0,10396,"q10396s"
"quest",0,10397,"q10397s"
"quest",0,10398,"q10398s"
"quest",0,10400,"q10400s"
"quest",0,10401,"q10401s"
"quest",0,10450,"q10450s"
"quest",0,10451,"q10451s"
"quest",0,10452,"q10452s"
"quest",0,10470,"q10470s"
"quest",0,19000,"q19000s"
"quest",0,19001,"q19001s"
"quest",0,19002,"q19002s"
"quest",0,19005,"q19005s"
"quest",0,19006,"q19006s"
"quest",0,20000,"q20000s"
"quest",0,20001,"q20001s"
"quest",0,20002,"q20002s"
"quest",0,20008,"q20008s"
"quest",0,20010,"q20010s"
"quest",0,20011,"q20011s"
"quest",0,20012,"q20012s"
"quest",0,20013,"q20013s"
"quest",0,20015,"q20015s"
"quest",0,20016,"q20016s"
"quest",0,20017,"q20017s"
"quest",0,20020,"q20020s"
"quest",0,20100,"q20100s"
"quest",0,20200,"q20200s"
"quest",0,20311,"q20311s"
"quest",0,20312,"q20312s"
"quest",0,20313,"q20313s"
"quest",0,20314,"q20314s"
"quest",0,20315,"q20315s"
"quest",0,20400,"q20400s"
"quest",0,20401,"q20401s"
"quest",0,20405,"q20405s"
"quest",0,20406,"q20406s"
"quest",0,20408,"q20408s"
"quest",0,20500,"q20500s"
"quest",0,20502,"q20502s"
"quest",0,20507,"q20507s"
"quest",0,20520,"q20520s"
"quest",0,20522,"q20522s"
