itemid,"inventory",price,max_slot_quantity,max_possession_count,min_level,max_level,experience,money,state_change_item,level_for_maker,npc,"flags"
1062008,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062009,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062010,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062011,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062012,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062013,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062014,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062015,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062016,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062017,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062018,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062019,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062020,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062021,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062022,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062023,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062024,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062025,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062026,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062027,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062028,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062029,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062030,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062031,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062032,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062033,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062034,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062035,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062038,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062039,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062040,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062041,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062042,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062043,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062044,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062045,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062046,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062047,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062048,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062049,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062050,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062051,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062052,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062053,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062054,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062055,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062056,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062057,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062058,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062059,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062060,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062061,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062062,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062063,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062064,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062065,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062066,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062067,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062068,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062069,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062070,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062071,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062072,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062073,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062074,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062075,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062076,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062077,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062080,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062081,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062082,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062083,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062084,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062085,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062086,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062087,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062088,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062089,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062091,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062092,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062093,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062094,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062095,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062096,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062097,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062098,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062100,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062101,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062102,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062103,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062104,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062105,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062106,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062107,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062108,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062109,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062110,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062111,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062112,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062113,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062114,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062115,"equip",1,1,0,0,200,0,0,0,0,0,"no_trade"
1062116,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062118,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1062119,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070000,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070001,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070002,"equip",0,1,0,0,200,0,0,0,0,0,"cash_item"
1070003,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070004,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070005,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070006,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070007,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070009,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070014,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070015,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1070016,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071000,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071001,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071002,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071003,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071004,"equip",0,1,0,0,200,0,0,0,0,0,"cash_item"
1071005,"equip",0,1,0,0,200,0,0,0,0,0,"cash_item"
1071006,"equip",0,1,0,10,200,0,0,0,0,0,"cash_item"
1071007,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071008,"equip",0,1,0,0,200,0,0,0,0,0,"cash_item"
1071009,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071010,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071011,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071012,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071013,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071014,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071015,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071016,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071017,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071018,"equip",0,1,0,0,200,0,0,0,0,0,"cash_item"
1071019,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071020,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071021,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071024,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071025,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1071026,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072000,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072001,"equip",1,1,0,0,200,0,0,0,0,0,""
1072002,"equip",20000,1,0,35,200,0,0,0,0,0,""
1072003,"equip",15000,1,0,30,200,0,0,0,0,0,""
1072004,"equip",1000,1,0,11,200,0,0,0,0,0,""
1072005,"equip",1,1,0,0,200,0,0,0,0,0,""
1072006,"equip",750,1,0,10,200,0,0,0,0,0,""
1072007,"equip",5000,1,0,20,200,0,0,0,0,0,""
1072008,"equip",2500,1,0,16,200,0,0,0,0,0,""
1072009,"equip",2500,1,0,15,200,0,0,0,0,0,""
1072010,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072011,"equip",7500,1,0,25,200,0,0,0,0,0,""
1072012,"equip",7500,1,0,26,200,0,0,0,0,0,""
1072013,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072014,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072015,"equip",900,1,0,10,200,0,0,0,0,0,""
1072016,"equip",2250,1,0,15,200,0,0,0,0,0,""
1072017,"equip",5000,1,0,21,200,0,0,0,0,0,""
1072018,"equip",15000,1,0,31,200,0,0,0,0,0,""
1072019,"equip",4000,1,0,20,200,0,0,0,0,0,""
1072020,"equip",4000,1,0,20,200,0,0,0,0,0,""
1072021,"equip",4000,1,0,20,200,0,0,0,0,0,""
1072022,"equip",4500,1,0,20,200,0,0,0,0,0,""
1072023,"equip",2000,1,0,15,200,0,0,0,0,0,""
1072024,"equip",2000,1,0,15,200,0,0,0,0,0,""
1072025,"equip",4500,1,0,20,200,0,0,0,0,0,""
1072026,"equip",4500,1,0,20,200,0,0,0,0,0,""
1072027,"equip",7000,1,0,25,200,0,0,0,0,0,""
1072028,"equip",2250,1,0,15,200,0,0,0,0,0,""
1072029,"equip",2250,1,0,15,200,0,0,0,0,0,""
1072030,"equip",2250,1,0,15,200,0,0,0,0,0,""
1072031,"equip",2250,1,0,15,200,0,0,0,0,0,""
1072032,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072033,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072034,"equip",7000,1,0,25,200,0,0,0,0,0,""
1072035,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072036,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072037,"equip",1,1,0,0,200,0,0,0,0,0,""
1072038,"equip",1,1,0,0,200,0,0,0,0,0,""
1072039,"equip",15000,1,0,30,200,0,0,0,0,0,""
1072040,"equip",15000,1,0,30,200,0,0,0,0,0,""
1072041,"equip",15000,1,0,30,200,0,0,0,0,0,""
1072042,"equip",1000,1,0,11,200,0,0,0,0,0,""
1072043,"equip",1000,1,0,11,200,0,0,0,0,0,""
1072044,"equip",750,1,0,10,200,0,0,0,0,0,""
1072045,"equip",750,1,0,10,200,0,0,0,0,0,""
1072046,"equip",5000,1,0,20,200,0,0,0,0,0,""
1072047,"equip",5000,1,0,20,200,0,0,0,0,0,""
1072048,"equip",2500,1,0,16,200,0,0,0,0,0,""
1072049,"equip",2500,1,0,16,200,0,0,0,0,0,""
1072050,"equip",2500,1,0,15,200,0,0,0,0,0,""
1072051,"equip",7500,1,0,25,200,0,0,0,0,0,""
1072052,"equip",7500,1,0,25,200,0,0,0,0,0,""
1072053,"equip",7500,1,0,25,200,0,0,0,0,0,""
1072054,"equip",7500,1,0,26,200,0,0,0,0,0,""
1072055,"equip",7500,1,0,26,200,0,0,0,0,0,""
1072056,"equip",7500,1,0,26,200,0,0,0,0,0,""
1072057,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072058,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072059,"equip",900,1,0,10,200,0,0,0,0,0,""
1072060,"equip",2250,1,0,15,200,0,0,0,0,0,""
1072061,"equip",2250,1,0,15,200,0,0,0,0,0,""
1072062,"equip",5000,1,0,21,200,0,0,0,0,0,""
1072063,"equip",5000,1,0,21,200,0,0,0,0,0,""
1072064,"equip",15000,1,0,31,200,0,0,0,0,0,""
1072065,"equip",4500,1,0,20,200,0,0,0,0,0,""
1072066,"equip",4500,1,0,20,200,0,0,0,0,0,""
1072067,"equip",4500,1,0,20,200,0,0,0,0,0,""
1072068,"equip",4500,1,0,20,200,0,0,0,0,0,""
1072069,"equip",7000,1,0,25,200,0,0,0,0,0,""
1072070,"equip",900,1,0,10,200,0,0,0,0,0,""
1072071,"equip",900,1,0,10,200,0,0,0,0,0,""
1072072,"equip",6500,1,0,25,200,0,0,0,0,0,""
1072073,"equip",6500,1,0,25,200,0,0,0,0,0,""
1072074,"equip",6500,1,0,25,200,0,0,0,0,0,""
1072075,"equip",14000,1,0,30,200,0,0,0,0,0,""
1072076,"equip",14000,1,0,30,200,0,0,0,0,0,""
1072077,"equip",14000,1,0,30,200,0,0,0,0,0,""
1072078,"equip",15000,1,0,30,200,0,0,0,0,0,""
1072079,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072080,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072081,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072082,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072083,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072084,"equip",7000,1,0,25,200,0,0,0,0,0,""
1072085,"equip",7000,1,0,25,200,0,0,0,0,0,""
1072086,"equip",7000,1,0,25,200,0,0,0,0,0,""
1072087,"equip",7000,1,0,25,200,0,0,0,0,0,""
1072088,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072089,"equip",19000,1,0,35,200,0,0,0,0,0,""
1072090,"equip",19000,1,0,35,200,0,0,0,0,0,""
1072091,"equip",20000,1,0,35,200,0,0,0,0,0,""
1072092,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072093,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072094,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072095,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072096,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072097,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072098,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072099,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072100,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072101,"equip",20000,1,0,35,200,0,0,0,0,0,""
1072102,"equip",20000,1,0,35,200,0,0,0,0,0,""
1072103,"equip",20000,1,0,35,200,0,0,0,0,0,""
1072104,"equip",20000,1,0,35,200,0,0,0,0,0,""
1072105,"equip",20000,1,0,35,200,0,0,0,0,0,""
1072106,"equip",20000,1,0,35,200,0,0,0,0,0,""
1072107,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072108,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072109,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072110,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072111,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072112,"equip",20000,1,0,35,200,0,0,0,0,0,""
1072113,"equip",22500,1,0,35,200,0,0,0,0,0,""
1072114,"equip",30000,1,0,40,200,0,0,0,0,0,""
1072115,"equip",30000,1,0,40,200,0,0,0,0,0,""
1072116,"equip",30000,1,0,40,200,0,0,0,0,0,""
1072117,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072118,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072119,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072120,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072121,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072122,"equip",50000,1,0,50,200,0,0,0,0,0,""
1072123,"equip",50000,1,0,50,200,0,0,0,0,0,""
1072124,"equip",50000,1,0,50,200,0,0,0,0,0,""
1072125,"equip",50000,1,0,50,200,0,0,0,0,0,""
1072126,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072127,"equip",35000,1,0,40,200,0,0,0,0,0,""
1072128,"equip",50000,1,0,50,200,0,0,0,0,0,""
1072129,"equip",50000,1,0,50,200,0,0,0,0,0,""
1072130,"equip",50000,1,0,50,200,0,0,0,0,0,""
1072131,"equip",50000,1,0,50,200,0,0,0,0,0,""
1072132,"equip",55000,1,0,50,200,0,0,0,0,0,""
1072133,"equip",55000,1,0,50,200,0,0,0,0,0,""
1072134,"equip",55000,1,0,50,200,0,0,0,0,0,""
1072135,"equip",55000,1,0,50,200,0,0,0,0,0,""
1072136,"equip",60000,1,0,60,200,0,0,0,0,0,""
1072137,"equip",60000,1,0,60,200,0,0,0,0,0,""
1072138,"equip",60000,1,0,60,200,0,0,0,0,0,""
1072139,"equip",60000,1,0,60,200,0,0,0,0,0,""
1072140,"equip",55000,1,0,50,200,0,0,0,0,0,""
1072141,"equip",55000,1,0,50,200,0,0,0,0,0,""
1072142,"equip",55000,1,0,50,200,0,0,0,0,0,""
1072143,"equip",55000,1,0,50,200,0,0,0,0,0,""
1072144,"equip",65000,1,0,60,200,0,0,0,0,0,""
1072145,"equip",65000,1,0,60,200,0,0,0,0,0,""
1072146,"equip",65000,1,0,60,200,0,0,0,0,0,""
1072147,"equip",70000,1,0,60,200,0,0,0,0,0,""
1072148,"equip",70000,1,0,60,200,0,0,0,0,0,""
1072149,"equip",70000,1,0,60,200,0,0,0,0,0,""
1072150,"equip",65000,1,0,60,200,0,0,0,0,0,""
1072151,"equip",65000,1,0,60,200,0,0,0,0,0,""
1072152,"equip",65000,1,0,60,200,0,0,0,0,0,""
1072153,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072154,"equip",85000,1,0,70,200,0,0,0,0,0,""
1072155,"equip",85000,1,0,70,200,0,0,0,0,0,""
1072156,"equip",85000,1,0,70,200,0,0,0,0,0,""
1072157,"equip",80000,1,0,70,200,0,0,0,0,0,""
1072158,"equip",80000,1,0,70,200,0,0,0,0,0,""
1072159,"equip",80000,1,0,70,200,0,0,0,0,0,""
1072160,"equip",80000,1,0,70,200,0,0,0,0,0,""
1072161,"equip",90000,1,0,70,200,0,0,0,0,0,""
1072162,"equip",90000,1,0,70,200,0,0,0,0,0,""
1072163,"equip",90000,1,0,70,200,0,0,0,0,0,""
1072164,"equip",90000,1,0,70,200,0,0,0,0,0,""
1072165,"equip",90000,1,0,70,200,0,0,0,0,0,""
1072166,"equip",90000,1,0,70,200,0,0,0,0,0,""
1072167,"equip",90000,1,0,70,200,0,0,0,0,0,""
1072168,"equip",15000,1,0,30,200,0,0,0,0,0,""
1072169,"equip",14000,1,0,30,200,0,0,0,0,0,""
1072170,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072171,"equip",14500,1,0,30,200,0,0,0,0,0,""
1072172,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072173,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072174,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072175,"equip",0,1,0,10,200,0,0,0,0,0,"cash_item"
1072176,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072177,"equip",100000,1,0,80,200,0,0,0,0,0,""
1072178,"equip",100000,1,0,80,200,0,0,0,0,0,""
1072179,"equip",100000,1,0,80,200,0,0,0,0,0,""
1072180,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072181,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072182,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072183,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072184,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072185,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072186,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072187,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072188,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072189,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072190,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072191,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072192,"equip",140000,1,0,90,200,0,0,0,0,0,""
1072193,"equip",140000,1,0,90,200,0,0,0,0,0,""
1072194,"equip",140000,1,0,90,200,0,0,0,0,0,""
1072195,"equip",140000,1,0,90,200,0,0,0,0,0,""
1072196,"equip",150000,1,0,90,200,0,0,0,0,0,""
1072197,"equip",150000,1,0,90,200,0,0,0,0,0,""
1072198,"equip",150000,1,0,90,200,0,0,0,0,0,""
1072199,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072200,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072201,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072202,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072203,"equip",140000,1,0,90,200,0,0,0,0,0,""
1072204,"equip",140000,1,0,90,200,0,0,0,0,0,""
1072205,"equip",140000,1,0,90,200,0,0,0,0,0,""
1072206,"equip",120000,1,0,90,200,0,0,0,0,0,""
1072207,"equip",120000,1,0,90,200,0,0,0,0,0,""
1072208,"equip",120000,1,0,90,200,0,0,0,0,0,""
1072209,"equip",120000,1,0,90,200,0,0,0,0,0,""
1072210,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072211,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072212,"equip",110000,1,0,80,200,0,0,0,0,0,""
1072213,"equip",170000,1,0,100,200,0,0,0,0,0,""
1072214,"equip",170000,1,0,100,200,0,0,0,0,0,""
1072215,"equip",170000,1,0,100,200,0,0,0,0,0,""
1072216,"equip",170000,1,0,100,200,0,0,0,0,0,""
1072217,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072218,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072219,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072220,"equip",180000,1,0,100,200,0,0,0,0,0,""
1072221,"equip",180000,1,0,100,200,0,0,0,0,0,""
1072222,"equip",180000,1,0,100,200,0,0,0,0,0,""
1072223,"equip",140000,1,0,100,200,0,0,0,0,0,""
1072224,"equip",140000,1,0,100,200,0,0,0,0,0,""
1072225,"equip",140000,1,0,100,200,0,0,0,0,0,""
1072226,"equip",140000,1,0,100,200,0,0,0,0,0,""
1072227,"equip",170000,1,0,100,200,0,0,0,0,0,""
1072228,"equip",170000,1,0,100,200,0,0,0,0,0,""
1072229,"equip",170000,1,0,100,200,0,0,0,0,0,""
1072230,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072231,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072232,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072233,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072234,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072235,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072236,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072237,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072238,"equip",1,1,0,80,200,0,0,0,0,0,""
1072239,"equip",1,1,0,50,200,0,0,0,0,0,""
1072240,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072241,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072242,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072243,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072244,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072245,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072246,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072247,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072250,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072251,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072252,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072253,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072254,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072255,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072256,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072257,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072258,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072259,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072260,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072261,"equip",1,1,0,21,200,0,0,0,0,0,""
1072262,"equip",1,1,0,21,200,0,0,0,0,0,""
1072263,"equip",1,1,0,21,200,0,0,0,0,0,""
1072264,"equip",1,1,0,21,200,0,0,0,0,0,""
1072265,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072266,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072267,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072268,"equip",180000,1,0,110,200,0,0,0,0,0,""
1072269,"equip",180000,1,0,110,200,0,0,0,0,0,""
1072272,"equip",195000,1,0,110,200,0,0,0,0,0,""
1072273,"equip",210000,1,0,110,200,0,0,0,0,0,""
1072274,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072275,"equip",1,1,0,30,200,0,0,0,0,0,"no_trade"
1072276,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072277,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072278,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072279,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072280,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072281,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072282,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1072283,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
